,CUI1,CUI2
163,C2375810,C3720975
164,C2702387,C1985770
165,C0916153,C1823938
166,C2348308,C0505431
167,C1979142,C0499683
168,C2813828,C3545695
169,C1422499,C1953583
170,C2359814,C2734923
171,C1973289,C3804688
172,C1151931,C0978283
173,C3913844,C1120040
174,C2559894,C1315298
175,C3254485,C1384554
176,C1882452,C2753496
177,C0326951,C0829256
178,C0963696,C0189987
179,C1052499,C0003507
180,C3171806,C3136729
181,C1592653,C1259707
182,C3163059,C0280454
183,C3155945,C1014138
184,C3850010,C2615414
185,C2767503,C0951496
186,C1223650,C0735526
187,C1470814,C1383584
188,C0027126,C0775082
189,C1842846,C1885382
190,C1033878,C0410173
191,C0801639,C1585131
192,C2301854,C4037086
193,C0528559,C1275612
194,C1677801,C2326275
195,C1335221,C1313002
196,C2643671,C0613842
197,C0488454,C0080092
198,C2449792,C3634301
199,C1694693,C1937422
200,C0228799,C2490033
201,C0319684,C0551378
202,C3585271,C1167782
203,C3486167,C3263045
204,C0043265,C1211095
205,C1082077,C2277194
206,C3400336,C2386066
207,C3905956,C0924699
208,C0364223,C0879931
209,C0013969,C0803161
210,C2244906,C3172375
211,C2707653,C1305099
212,C0668139,C0502298
213,C0688606,C3734708
214,C1490728,C3740191
215,C2453254,C4015801
216,C2773141,C1706112
217,C2987744,C3181210
218,C2742046,C0484259
219,C0755322,C2270598
220,C4009990,C1979283
221,C1270304,C1622708
222,C0038734,C2707154
223,C2608695,C1544746
224,C1715045,C1195110
225,C0042076,C1830858
226,C1426587,C1715308
227,C3921349,C1171558
228,C1632039,C0323385
229,C1339194,C0815763
230,C1564907,C0263442
231,C3971602,C0018609
232,C3227207,C0801360
233,C2946431,C3571238
234,C1508088,C3641123
235,C1222863,C3357452
236,C1334002,C0368459
237,C1316749,C3986852
238,C1421862,C2603379
239,C1907135,C2599086
240,C3151571,C2690160
241,C1651785,C0981750
242,C0487445,C3430980
243,C1738862,C0752080
244,C3311993,C0262472
245,C3175341,C3904714
246,C0707421,C1642052
247,C1218381,C1814392
248,C2383319,C1168934
249,C1539782,C3789799
250,C0282624,C0981686
251,C4037700,C2799086
252,C2355355,C1213743
253,C3654280,C3220064
254,C1644528,C0229628
255,C1006526,C0216310
256,C2923892,C3776685
257,C2726654,C3111074
258,C1146846,C1830124
259,C1248161,C0004444
260,C4022259,C2560707
261,C2322668,C1425182
262,C2425875,C3489291
263,C1175341,C2627125
264,C0552179,C0799209
265,C0712269,C0162830
266,C3965034,C3333264
267,C1629156,C1539059
268,C0268468,C0045395
269,C0224045,C0365642
270,C1490990,C0891317
271,C3714003,C2785220
272,C3239035,C1979187
273,C4037345,C2917979
274,C0211169,C1114259
275,C3433676,C0800675
276,C1159303,C0786884
277,C3597668,C1333974
278,C0836419,C3833356
279,C3888253,C0362609
280,C1369815,C2245777
281,C0723233,C0248500
282,C1309374,C1525968
283,C0218150,C0483622
284,C2811187,C3827057
285,C3700630,C0482220
286,C1700086,C0710073
287,C2970083,C1442490
288,C3037881,C3360686
289,C2460406,C2972970
290,C3828797,C0940303
291,C1307788,C2798821
292,C1000491,C3659457
293,C1147009,C3956615
294,C2346533,C3872146
295,C1134386,C0641456
296,C1148844,C3493025
297,C0010763,C3846777
298,C0031059,C1974269
299,C3720580,C3350196
300,C0943213,C0132233
301,C1498503,C3551533
302,C3547072,C0880515
303,C3783339,C2515241
304,C1428623,C1181993
305,C2309968,C1058786
306,C2288283,C0865285
307,C2713851,C1707234
308,C0594039,C0450042
309,C1518036,C1840477
310,C2818394,C2751279
311,C1453426,C3064641
312,C1087784,C3124821
313,C0031681,C0279056
314,C1369804,C1334560
315,C2613985,C2783743
316,C3016130,C2537817
317,C1146850,C3840398
318,C0362150,C0817643
319,C3883739,C1190820
320,C2455561,C0800634
321,C0826202,C2501796
322,C3481883,C3890353
323,C1323835,C0796004
324,C0424421,C0054966
325,C1147274,C1068626
326,C1114023,C0363715
327,C2727600,C1851018
328,C1524155,C3561273
329,C3785891,C0788742
330,C0367484,C0941915
331,C3382856,C0329210
332,C0550219,C1316261
333,C0012935,C1174306
334,C1539710,C1383836
335,C3180985,C0280801
336,C3371601,C2277448
337,C3375985,C0524590
338,C1428432,C1508108
339,C1449762,C3987137
340,C0738040,C1720863
341,C1699126,C2474173
342,C1173278,C2350347
343,C0367352,C0286939
344,C3718553,C2725971
345,C0941990,C3494430
346,C1705712,C0798846
347,C0774622,C3640099
348,C1977671,C1525922
349,C3554281,C2986103
350,C2453048,C2736444
351,C1166209,C0040338
352,C0482888,C0826077
353,C1454867,C1329091
354,C1497200,C0825338
355,C1345580,C0109278
356,C3067820,C0434604
357,C1140552,C1241623
358,C0879746,C1144186
359,C3408515,C3630978
360,C1626810,C2984186
361,C1863570,C1482833
362,C0258471,C3908513
363,C3220049,C0365820
364,C2383157,C0025552
365,C0974522,C2670840
366,C2795971,C0799753
367,C2973300,C0691089
368,C0713522,C3714573
369,C2246737,C0486219
370,C1418993,C1431839
371,C3137421,C1422036
372,C2369159,C0018067
373,C3921892,C1430963
374,C1663881,C0950371
375,C3469767,C1068719
376,C0390926,C3612457
377,C2409703,C0779896
378,C1715260,C2828458
379,C3447247,C3728098
380,C1465153,C0346269
381,C3695886,C2940629
382,C3156579,C1432788
383,C3894331,C0026888
384,C1183185,C2966780
385,C3385235,C0941920
386,C3014033,C0801512
387,C0881368,C0268262
388,C2778313,C0368497
389,C3256873,C0772360
390,C0085721,C3895588
391,C2941523,C0497143
392,C0836346,C2966834
393,C0942578,C2939165
394,C0892066,C3428699
395,C1326981,C0484701
396,C0550105,C0048865
397,C0330189,C2826719
398,C2413669,C1564427
399,C1610341,C0251523
400,C0224967,C0232200
401,C1999871,C3999256
402,C3094532,C2510136
403,C3831612,C1611949
404,C0818475,C1230426
405,C2741367,C0802320
406,C1740480,C0138869
407,C0565929,C3533669
408,C1525841,C3378859
409,C1490262,C0366121
410,C2824633,C0752294
411,C0711799,C1710020
412,C0497541,C1540205
413,C1976808,C1258224
414,C3245326,C1256391
415,C1704804,C1573233
416,C0482826,C3239981
417,C2540508,C0942102
418,C0797555,C3363005
419,C2736208,C2978450
420,C1539486,C2455615
421,C3942565,C1090994
422,C0363783,C2604922
423,C2962622,C3779417
424,C2406486,C3171867
425,C3899623,C3215930
426,C1880834,C0157923
427,C1512841,C0773998
428,C1316319,C2441344
429,C0978148,C2247804
430,C1545056,C0960020
431,C1091476,C0360151
432,C3425362,C2534304
433,C0914069,C0617719
434,C1420957,C2762660
435,C1544157,C3541426
436,C3353356,C1976868
437,C3476428,C1279095
438,C1423519,C1063261
439,C0222647,C0053202
440,C1704924,C0882056
441,C2360165,C1575383
442,C2724822,C0392536
443,C1054375,C0995765
444,C1440701,C2734298
445,C0037231,C3483874
446,C1570394,C1670717
447,C2698494,C3765266
448,C3175688,C1236199
449,C1428242,C0030469
450,C0635117,C1153532
451,C3273663,C0376446
452,C3820606,C2447837
453,C0734965,C2829066
454,C0365165,C0482766
455,C3225083,C2812654
456,C3214556,C3353327
457,C2277328,C1084331
458,C2402514,C3233387
459,C1667681,C3769540
460,C0867144,C3349636
461,C1160487,C1720771
462,C2505640,C1431951
463,C0797420,C3427465
464,C3026586,C0981801
465,C3801912,C0017318
466,C1458680,C3784651
467,C2441964,C1258154
468,C1256570,C3073733
469,C1714532,C1916327
470,C1613957,C3122082
471,C1907140,C0640704
472,C0876956,C4027231
473,C3482650,C1530438
474,C1977116,C1336680
475,C1979384,C4045325
476,C2282829,C1421473
477,C0798813,C2736054
478,C0017781,C0505508
479,C1835800,C1716131
480,C1070658,C1134648
481,C1452250,C0364453
482,C1045235,C0037463
483,C1626039,C0799175
484,C1931520,C2457375
485,C1100428,C1437820
486,C2256843,C2555196
487,C0031227,C2925666
488,C0507416,C3148566
489,C3758651,C2679823
490,C0079247,C3742025
491,C0015684,C1706701
492,C0491948,C3924767
493,C1954296,C0085283
494,C3259950,C0964194
495,C0037949,C2710382
496,C1237662,C2768968
497,C1086392,C0045771
498,C1116321,C0545525
499,C0162527,C1751499
500,C0709879,C2808757
501,C0047339,C1632380
502,C1508054,C0932968
503,C3890555,C3388118
504,C0942094,C1543365
505,C3347190,C0157961
506,C3169568,C3768957
507,C0815017,C1954506
508,C0600487,C3578531
509,C0797453,C0141286
510,C0007144,C0002632
511,C0484105,C3063733
512,C3204837,C3232610
513,C0802351,C0154944
514,C3155720,C0773493
515,C3157866,C3699490
516,C1564237,C2621457
517,C0714221,C1057842
518,C2723553,C0482181
519,C1206265,C1062425
520,C0363786,C1639491
521,C0498426,C3163506
522,C0736277,C0930484
523,C1638454,C1658614
524,C0975275,C2764953
525,C0162492,C0172926
526,C2679225,C0881578
527,C3929589,C3354174
528,C1910038,C2244301
529,C0340464,C0739719
530,C1565820,C0949682
531,C1544998,C0804171
532,C3540069,C2688760
533,C0731182,C1428747
534,C1086388,C0944172
535,C1633405,C1700698
536,C0500601,C3814777
537,C1258169,C2309267
538,C1007017,C1977975
539,C2953336,C0028768
540,C1315762,C2931705
541,C1953749,C2568157
542,C3129580,C2359812
543,C2504086,C0796480
544,C1136468,C0379449
545,C1320474,C3566375
546,C2994013,C0802536
547,C3773331,C2540812
548,C2707396,C0266981
549,C2660358,C2444189
550,C0004012,C2827855
551,C3595219,C3107752
552,C2679236,C4026621
553,C0602559,C1704843
554,C2747104,C2542092
555,C3147296,C0545633
556,C4025517,C0376541
557,C1675240,C0796363
558,C3486349,C1865304
559,C0801336,C3548322
560,C2442942,C1204284
561,C2984956,C3209153
562,C2405112,C1898579
563,C0914894,C0925600
564,C0033551,C0872697
565,C0966167,C1448782
566,C0241633,C0210657
567,C1090010,C1415335
568,C2981216,C0167206
569,C3540584,C3240025
570,C3895373,C1378254
571,C1358190,C0365715
572,C3004554,C2359985
573,C0292369,C2605612
574,C3735662,C2808470
575,C1451592,C2681534
576,C1952647,C2986656
577,C1097048,C3795650
578,C3891716,C2988818
579,C3172379,C0403830
580,C2278980,C3166497
581,C3162529,C1100622
582,C2976704,C1460582
583,C3817494,C0551252
584,C2763401,C1308228
585,C3276830,C0816812
586,C0083884,C0830495
587,C1715335,C3179078
588,C3903962,C0626798
589,C0365463,C3800434
590,C1030264,C2970050
591,C1091495,C1816579
592,C0974006,C0801529
593,C2724931,C3208681
594,C0975762,C3405269
595,C0003053,C2694188
596,C3546436,C3395921
597,C0085256,C3943435
598,C3802141,C0279414
599,C0006360,C0804011
600,C0820065,C1649481
601,C1327056,C3815470
602,C3570913,C3394475
603,C3243894,C1123216
604,C1437152,C3475591
605,C1577349,C1847324
606,C2346415,C0665399
607,C1207071,C1702038
608,C1142633,C2351575
609,C2937849,C2983639
610,C0950213,C0489401
611,C2806323,C0025147
612,C0658487,C0551472
613,C0321779,C3544867
614,C3982442,C3309112
615,C1120401,C0197828
616,C2707991,C3812799
617,C1977184,C2775092
618,C0021017,C0018546
619,C0007012,C2358362
620,C0881069,C0355162
621,C3661477,C1488490
622,C0992788,C1428276
623,C0490184,C1818456
624,C2447656,C0997657
625,C3607205,C1147311
626,C3231211,C0450555
627,C0094695,C3714509
628,C0797918,C0941385
629,C0236000,C0551030
630,C0797354,C1839410
631,C0018964,C0362220
632,C2619657,C3218548
633,C0043396,C3920522
634,C0039984,C2725298
635,C0366473,C2344619
636,C3446731,C0363935
637,C0752060,C2655884
638,C3591638,C1369815
639,C2416739,C0882507
640,C2820107,C3548489
641,C0497558,C3408211
642,C4036922,C0008381
643,C1150193,C2923119
644,C3394042,C3617042
645,C3915701,C0261211
646,C2804105,C2354557
647,C2412735,C3003945
648,C3131761,C1711260
649,C1978130,C3812378
650,C1172220,C2683495
651,C0364529,C2951478
652,C0881539,C1684399
653,C1977042,C0366275
654,C3619509,C3127121
655,C3061319,C0019065
656,C0550505,C0880546
657,C3897538,C2973831
658,C0830274,C2962145
659,C0034960,C0797255
660,C0068293,C2918410
661,C2624492,C2799903
662,C4002615,C1676034
663,C1146811,C0006160
664,C0951299,C2709284
665,C3043158,C3001605
666,C2623878,C3493851
667,C2282021,C3830233
668,C1114573,C0280591
669,C0887557,C0550345
670,C3094958,C2930434
671,C0024808,C2734758
672,C1705537,C0006213
673,C3067003,C2937510
674,C3087125,C0506878
675,C0260657,C0288472
676,C0797870,C0613795
677,C1705998,C0881594
678,C3396791,C2619028
679,C0002644,C3990460
680,C2819932,C2672665
681,C0687033,C1716017
682,C3566701,C2659922
683,C3487370,C3784542
684,C2824451,C3172167
685,C3562585,C0549447
686,C1507980,C3994427
687,C1157559,C2355618
688,C0205808,C0477758
689,C3366262,C1190849
690,C0659884,C2420524
691,C0975720,C1091868
692,C0017922,C1626294
693,C0039841,C1452438
694,C3262748,C3815800
695,C2247441,C2543609
696,C0044942,C0575064
697,C0048052,C0683736
698,C0052013,C0226740
699,C3178560,C2624221
700,C2687060,C0040961
701,C0802947,C0549972
702,C3010191,C2988379
703,C0441726,C3693117
704,C1414149,C1940105
705,C0687802,C2453573
706,C0612049,C1880297
707,C1419758,C3124922
708,C0978681,C3858395
709,C2273838,C3165964
710,C0016849,C3262535
711,C0822868,C2003653
712,C2455930,C0012463
713,C3698950,C2441156
714,C0879730,C0623858
715,C3975247,C3173609
716,C0038167,C0604205
717,C3030577,C0043094
718,C2953994,C1937072
719,C3283150,C0690321
720,C1653992,C1715762
721,C1643377,C2465864
722,C3547988,C3169642
723,C1073340,C1482134
724,C0015310,C0854761
725,C3538713,C1121704
726,C1825974,C2269741
727,C1978928,C1293985
728,C0019587,C2629207
729,C1153287,C1089700
730,C1150586,C1906852
731,C1653029,C1544722
732,C0833679,C3063121
733,C0870904,C1928193
734,C1706294,C3056086
735,C3893867,C0072301
736,C3466947,C0450648
737,C0349464,C2825068
738,C1413332,C2536420
739,C1364842,C0485529
740,C2736163,C0482615
741,C2404552,C2735789
742,C1369893,C3655218
743,C3699675,C0557345
744,C3735856,C1705872
745,C2445783,C2745751
746,C1706474,C0005918
747,C2632001,C2642780
748,C3012745,C1367517
749,C0005586,C0553379
750,C2298768,C3641346
751,C0263628,C1481880
752,C3787095,C2755192
753,C0683664,C2338333
754,C2702209,C0447395
755,C2599288,C0344363
756,C2294149,C1742766
757,C3990605,C1528029
758,C3736018,C2578701
759,C1179119,C1485742
760,C1690798,C3908550
761,C0366095,C3210072
762,C3946719,C1325623
763,C0804102,C0496613
764,C0632657,C0798221
765,C0038235,C2359911
766,C3996317,C0366056
767,C2552185,C0362287
768,C0363759,C1570867
769,C0809844,C0173611
770,C1483255,C1135976
771,C4011514,C3582321
772,C1954829,C0825474
773,C0214524,C0188379
774,C1874754,C3312223
775,C1800706,C3780665
776,C3767302,C2700670
777,C3914604,C1914366
778,C1544864,C2268080
779,C3542778,C3924507
780,C2399274,C0678122
781,C2758590,C3253010
782,C0412694,C3814952
783,C1252240,C3104852
784,C0761615,C0086004
785,C0294982,C0941411
786,C1685040,C2421486
787,C1329811,C0013336
788,C0552107,C0018196
789,C0314921,C1644620
790,C0482750,C2647077
791,C0038689,C2701748
792,C1014881,C1438457
793,C3169776,C0458952
794,C0137294,C3822385
795,C0503699,C3719995
796,C3811155,C1059192
797,C1979329,C1566547
798,C2534319,C1849101
799,C2402944,C1825027
800,C0600433,C0349639
801,C0065895,C1010017
802,C2976772,C1716031
803,C2981176,C2352954
804,C0814636,C0063242
805,C0482952,C0800042
806,C1524659,C0040289
807,C1332399,C2936684
808,C1824899,C0007541
809,C2760303,C0803702
810,C3416654,C2515655
811,C0997421,C3813274
812,C2279275,C0365982
813,C0915674,C3449447
814,C0943717,C1233069
815,C3711642,C0161970
816,C1424250,C1120908
817,C0030830,C1008078
818,C1120733,C2995480
819,C3268306,C1424602
820,C0924323,C3998423
821,C1415337,C3911362
822,C3966331,C4022261
823,C2249276,C0616766
824,C2970283,C0502199
825,C2458298,C0910515
826,C4015168,C3724210
827,C0260122,C3716796
828,C2689241,C2736436
829,C2396013,C1414903
830,C0194550,C3394478
831,C3991050,C2376769
832,C3087368,C3494223
833,C1855425,C1422525
834,C0945785,C3444713
835,C3089928,C1883485
836,C3259694,C0974329
837,C1261151,C1881477
838,C0880619,C0712778
839,C0803246,C1428650
840,C1315169,C3848115
841,C3635368,C2949721
842,C3484219,C0544157
843,C1524128,C3239858
844,C0600591,C3095596
845,C2390558,C2453292
846,C0639694,C1417492
847,C2966617,C3245090
848,C0019376,C2947088
849,C1150930,C3068854
850,C0878716,C0980732
851,C3773563,C2295494
852,C1879866,C1316289
853,C1069292,C0938466
854,C1151496,C0338113
855,C0723440,C0017589
856,C1315513,C1824083
857,C1645920,C1904341
858,C0278182,C0364481
859,C1959480,C3545367
860,C4046565,C3444908
861,C0800234,C1836959
862,C0462567,C1316310
863,C1654473,C1314916
864,C0796973,C2439435
865,C0944145,C0924539
866,C0814200,C2463828
867,C3009503,C0945143
868,C0979341,C3241161
869,C1637091,C0542370
870,C1883845,C0048907
871,C3940010,C2748472
872,C1413696,C1945096
873,C4021227,C1544018
874,C2434453,C1647885
875,C1316672,C1655535
876,C2309314,C1928562
877,C1659549,C2570059
878,C3771879,C0015117
879,C2755880,C3361407
880,C2630654,C2678706
881,C0551389,C0798368
882,C2984318,C0021816
883,C2457959,C2449425
884,C3136129,C1498094
885,C0693824,C2813067
886,C1113933,C1445093
887,C3130055,C1954785
888,C3891400,C0241074
889,C1480073,C3056685
890,C3060682,C0941880
891,C3172225,C1020492
892,C1637849,C1454456
893,C1545162,C1622883
894,C0047931,C0364147
895,C0029419,C1257982
896,C3261616,C2675179
897,C1218509,C0602937
898,C0305093,C3957390
899,C2482393,C0488460
900,C2003753,C3245800
901,C1041065,C3905659
902,C2709725,C2550329
903,C3986846,C1147068
904,C0024909,C1823583
905,C1114695,C2734747
906,C1335513,C0617323
907,C2773440,C1427693
908,C3253260,C3019627
909,C2461450,C2823172
910,C1507018,C0943032
911,C0998212,C1561357
912,C0367599,C0019042
913,C0800232,C0266004
914,C0943853,C0957275
915,C2621752,C2490887
916,C1282580,C3384273
917,C0797918,C0175220
918,C2776070,C1543586
919,C1526145,C0391083
920,C1382972,C3272747
921,C0980010,C3208249
922,C0934758,C0041111
923,C0013982,C0925619
924,C3062059,C2813207
925,C1092486,C2652106
926,C0352535,C1242375
927,C0268603,C2699272
928,C0631057,C0879996
929,C0060623,C1544488
930,C0003881,C2250448
931,C0363516,C3828137
932,C0008463,C1329056
933,C0942383,C3615048
934,C3761475,C1166889
935,C0333559,C2482237
936,C0367735,C3359721
937,C1824093,C0242169
938,C0990139,C1505649
939,C0999486,C1965346
940,C0205950,C1147920
941,C2455365,C1052352
942,C0485857,C3734389
943,C2770868,C0881199
944,C1904760,C3353984
945,C2654243,C0366843
946,C0205711,C1147663
947,C3218384,C0688452
948,C0454077,C1424378
949,C1423333,C1047644
950,C1816565,C1971329
951,C0484684,C1114194
952,C0078789,C3173710
953,C0057437,C3172369
954,C3274201,C3756226
955,C2787637,C3279759
956,C0690882,C1161581
957,C2510688,C3769620
958,C2707642,C1313173
959,C3943437,C0687868
960,C3533409,C0080206
961,C1715365,C0210341
962,C2756574,C0162423
963,C4037149,C1045281
964,C0486190,C1224150
965,C0443172,C2300443
966,C0690660,C3886270
967,C1825137,C0678896
968,C2427727,C0921692
969,C1933960,C2471047
970,C3557097,C1315282
971,C1652754,C0774140
972,C3889989,C0035758
973,C3169413,C0699359
974,C0969774,C2736047
975,C1416920,C3818598
976,C0365057,C0716363
977,C3661127,C1643236
978,C1522002,C3269076
979,C0549744,C1190542
980,C0485299,C3889232
981,C3278679,C2457309
982,C1831572,C2450952
983,C2433963,C0802180
984,C1419114,C3979695
985,C3904646,C1538647
986,C1506932,C0162847
987,C1508165,C0489027
988,C1916460,C0215193
989,C3489982,C2678077
990,C0021861,C2713292
991,C3813842,C2970053
992,C0940105,C3261181
993,C2312270,C0802050
994,C0086418,C2364664
995,C1523771,C3729036
996,C1421346,C1101747
997,C2415299,C1052969
998,C0290099,C0950981
999,C3261045,C1899351
