,CUI1,CUI2
599,C0149516,C0298989
600,C0022677,C2400484
601,C0674794,C0769345
602,C3456498,C0061510
603,C3165671,C1448600
604,C1892865,C2623684
605,C1523484,C0031686
606,C0012294,C2332649
607,C0941752,C2734953
608,C1842350,C0887485
609,C0945256,C2776715
610,C0772614,C3734242
611,C0797158,C0370837
612,C1419862,C0692470
613,C0236525,C3979744
614,C0082785,C1416996
615,C0368378,C0366335
616,C0033497,C1862472
617,C2468765,C1829337
618,C1500052,C2628616
619,C3269568,C3548687
620,C2499223,C3584607
621,C3898182,C2639475
622,C1896956,C3633104
623,C1257798,C1489190
624,C0796244,C1070072
625,C0229038,C3039031
626,C0798810,C2733662
627,C1367467,C3435359
628,C3252261,C0800606
629,C0875826,C1570015
630,C0228345,C2458901
631,C1369731,C0549973
632,C1447077,C2338502
633,C0651362,C0800338
634,C0230840,C1952814
635,C1529423,C2450368
636,C3613537,C0226092
637,C0994966,C1470622
638,C0124008,C1903939
639,C2818840,C0485888
640,C0073263,C0634217
641,C2326901,C0061666
642,C0875129,C1708884
643,C3542232,C0484987
644,C0667137,C0949653
645,C1891876,C0981447
646,C3883826,C0827432
647,C1032624,C3470209
648,C3223325,C1026837
649,C0231871,C3249305
650,C2694034,C0058590
651,C2408370,C3388339
652,C0751878,C0772956
653,C0364901,C1979399
654,C1433975,C1538615
655,C1634329,C0484892
656,C0684180,C0364393
657,C1268766,C2361212
658,C1567753,C3828332
659,C0942641,C0004927
660,C3380613,C0721062
661,C1005891,C3638768
662,C1666934,C3332843
663,C0524979,C1572359
664,C3327387,C2975428
665,C2003563,C3429447
666,C3451002,C2345324
667,C2292083,C1543608
668,C0797572,C3962574
669,C1036453,C0008475
670,C0650888,C0282884
671,C1149873,C0033809
672,C3930178,C0645447
673,C3844476,C0365707
674,C2348774,C3559055
675,C0367749,C0803760
676,C3076321,C0367489
677,C3813379,C2598831
678,C0358097,C2708001
679,C2435523,C3194679
680,C2581983,C0218448
681,C0964864,C2451180
682,C0927616,C1953436
683,C0994940,C2513729
684,C2998650,C1857743
685,C1048695,C3169369
686,C2942850,C0368769
687,C3995910,C1419003
688,C0550608,C0739024
689,C3209889,C1869969
690,C0029542,C0021684
691,C3653620,C1681016
692,C2281952,C1059086
693,C3684007,C3941828
694,C3822206,C0405491
695,C3102880,C3626287
696,C0021333,C2432351
697,C0343683,C3371397
698,C0036668,C0751498
699,C3068312,C3841961
700,C2731356,C1113795
701,C1526644,C2927790
702,C1876864,C2354251
703,C0287920,C1515606
704,C0260194,C3568605
705,C0150143,C2325960
706,C1427290,C0799129
707,C2525585,C0476703
708,C3643163,C0485906
709,C3944857,C1413607
710,C3257452,C0331392
711,C1715600,C1020634
712,C0061246,C1420663
713,C0367823,C3375015
714,C3902014,C0286079
715,C1015020,C3424461
716,C3216155,C0412604
717,C1178237,C2440318
718,C2482479,C2377842
719,C1630748,C3850086
720,C3643308,C2386530
721,C1413440,C2821615
722,C2812587,C0220743
723,C3987730,C3785431
724,C2350292,C3728673
725,C1447006,C1199204
726,C0042580,C1265651
727,C1714550,C2525858
728,C2685117,C0912903
729,C1830780,C1335241
730,C1084412,C1055061
731,C2323360,C1862595
732,C0942874,C3645336
733,C1526408,C1459284
734,C1477611,C2310808
735,C1715624,C2708586
736,C0370903,C0484073
737,C3279858,C1633647
738,C1179237,C2481376
739,C2496891,C1364786
740,C1248391,C1518121
741,C1009091,C2406507
742,C3129841,C0522488
743,C0376358,C2327394
744,C1704611,C3010971
745,C0595046,C2701807
746,C2550851,C1524303
747,C0800069,C1422980
748,C1999866,C0483556
749,C0800371,C3019714
750,C0085488,C3793270
751,C1470451,C0483969
752,C1024068,C0346331
753,C1517255,C4037632
754,C0878037,C3825939
755,C2458785,C0018798
756,C3850817,C0035967
757,C1612180,C0645487
758,C0537670,C0751073
759,C0324479,C3546985
760,C2072107,C1436648
761,C3466192,C2673472
762,C3545999,C0349620
763,C0368258,C1416517
764,C3699532,C2916792
765,C2642837,C2545909
766,C1642774,C3367130
767,C2666678,C2510293
768,C3799810,C1824515
769,C1831399,C1717203
770,C0171523,C0023951
771,C0649067,C2349553
772,C0396931,C2986344
773,C3626997,C1436336
774,C2613481,C0177814
775,C1592865,C1423960
776,C1367731,C3148205
777,C1684769,C3052822
778,C1894719,C0080212
779,C2605104,C0118599
780,C1741283,C3792132
781,C1444178,C1332992
782,C1185277,C3734629
783,C1420062,C0724257
784,C0887316,C3669317
785,C1872397,C3318830
786,C0540771,C1114769
787,C2329046,C0799598
788,C1979288,C2426589
789,C0156245,C0369583
790,C0432040,C1147138
791,C2421427,C2815004
792,C0677668,C1033661
793,C0527994,C1226121
794,C3992350,C1711125
795,C0044573,C0944938
796,C0689819,C0299507
797,C1291230,C0795915
798,C0016998,C1114203
799,C1543248,C1682450
800,C1870659,C2763045
801,C3830622,C0012237
802,C3383572,C1949335
803,C0879862,C2741931
804,C0368438,C0478019
805,C0217547,C0064219
806,C0707512,C0013378
807,C0035086,C3423162
808,C0362990,C0968598
809,C3055538,C2982839
810,C0938632,C2827205
811,C3482328,C0366160
812,C0504218,C2770945
813,C0994981,C2918741
814,C0047875,C0944359
815,C2807136,C0824966
816,C0753633,C3116978
817,C3917827,C0551294
818,C0491127,C2004126
819,C3981878,C3764469
820,C1143640,C0329877
821,C0034022,C0482320
822,C3780316,C1917299
823,C1822701,C1764793
824,C0183827,C0005119
825,C0805190,C1842924
826,C2423482,C1954812
827,C2962374,C2513989
828,C1885998,C0221026
829,C0878095,C0802498
830,C3855251,C3151987
831,C2439073,C0048944
832,C3814183,C4025269
833,C2416246,C1905229
834,C0758544,C0366020
835,C0024169,C0012390
836,C0701411,C3501776
837,C2448588,C0550790
838,C2970010,C0981681
839,C2521537,C3446984
840,C2970099,C0942803
841,C2559370,C0063799
842,C3600039,C0986470
843,C2524015,C2767688
844,C2248822,C0239067
845,C2347995,C2614890
846,C3101903,C2356816
847,C1911591,C1494127
848,C1507450,C0178525
849,C0266011,C2281872
850,C3352820,C2302948
851,C2288015,C3722831
852,C1650217,C1423694
853,C2717937,C1012237
854,C2405132,C1544730
855,C2679118,C3261906
856,C2304895,C2772843
857,C2821249,C0002978
858,C0941890,C0721728
859,C0245845,C1524779
860,C1060600,C0502469
861,C0941525,C2323404
862,C1114423,C1715178
863,C0034651,C3772412
864,C1628035,C2330185
865,C0364202,C2361320
866,C0864734,C0767337
867,C3598281,C2659545
868,C3070550,C3996770
869,C3235357,C1281148
870,C2671810,C0178005
871,C0866167,C3348821
872,C3754095,C0485959
873,C2391754,C0130549
874,C1979152,C0941605
875,C2792127,C1485792
876,C0364580,C0027701
877,C1624028,C3341265
878,C0799049,C3829849
879,C2716638,C3961932
880,C2754864,C1176828
881,C3221437,C2347589
882,C3241984,C2734331
883,C1172884,C0800016
884,C1439327,C0231031
885,C0787377,C0880063
886,C0447836,C0304448
887,C0803985,C0941763
888,C0162685,C3600062
889,C2405444,C2826286
890,C3813713,C3236993
891,C3371666,C3654875
892,C2701143,C2364498
893,C1078499,C1620305
894,C2951919,C2366131
895,C0824949,C1543637
896,C2641788,C1461872
897,C3990597,C3361026
898,C3057826,C3949233
899,C3847315,C0693606
900,C3655260,C0368018
901,C0484654,C3436074
902,C2688537,C3907432
903,C0682974,C4042289
904,C1938991,C0366157
905,C3766831,C1934737
906,C0278827,C3629365
907,C1416676,C0948650
908,C1315871,C2470911
909,C1714727,C2397578
910,C3482368,C0368301
911,C1573388,C0311268
912,C1643582,C0017768
913,C3577477,C2297925
914,C0269845,C0670299
915,C0908935,C2292470
916,C3925021,C1216689
917,C0951517,C0678371
918,C1815768,C1009448
919,C2727608,C2698426
920,C0820694,C2953891
921,C1415013,C2363272
922,C1600973,C0879933
923,C1641137,C3261420
924,C3781468,C2826439
925,C1507859,C3345617
926,C1853682,C4034209
927,C2793937,C0940097
928,C2408677,C2685378
929,C3974223,C0679045
930,C3396598,C1099659
931,C0821548,C1667771
932,C2723826,C0880826
933,C3665563,C2349819
934,C0880637,C2269911
935,C4046089,C0442562
936,C0877891,C3963557
937,C2376730,C3635550
938,C0680240,C1151157
939,C1336444,C4023964
940,C1925525,C0241566
941,C1317938,C1492253
942,C0623293,C1988911
943,C3790862,C3342482
944,C1114807,C0140993
945,C3428902,C1200344
946,C2707125,C1953721
947,C3645224,C0212612
948,C1492229,C2777602
949,C3847579,C1824998
950,C3486813,C0942973
951,C2760033,C2926477
952,C0034960,C3449426
953,C3829970,C0612212
954,C1519303,C2708350
955,C4035437,C0706974
956,C0304564,C1812894
957,C0007847,C1206229
958,C0802121,C3166597
959,C0248007,C3339088
960,C1013329,C1316622
961,C3993803,C1977866
962,C1882374,C2599665
963,C3274674,C3545663
964,C0002895,C2770691
965,C1473764,C3800266
966,C0558067,C2360450
967,C2494326,C1489867
968,C0365077,C1169140
969,C3817591,C2361493
970,C3482316,C0029747
971,C0362984,C1936565
972,C3423150,C2994225
973,C1714703,C3212739
974,C0365031,C1538900
975,C2761189,C2262993
976,C3612027,C0800742
977,C2734970,C0713426
978,C0076958,C0541764
979,C0628384,C0940260
980,C0003209,C2484710
981,C3499479,C3594402
982,C1825463,C0234918
983,C2735544,C0943234
984,C0488974,C2358359
985,C0506968,C1147196
986,C2385106,C3249325
987,C0921619,C0074325
988,C2981362,C0942101
989,C1517771,C0041643
990,C1149199,C2725984
991,C2817771,C0367868
992,C0028685,C1072255
993,C2989627,C3727453
994,C3218941,C1053838
995,C3889476,C2415047
996,C0483919,C1203744
997,C0007377,C2459391
998,C3256606,C0627838
999,C3489332,C0229401
