,CUI1,CUI2
122,C1817588,C1459657
123,C0599017,C3253949
124,C3849205,C0015411
125,C2450467,C0551242
126,C0006370,C3717512
127,C3600871,C1223125
128,C2314751,C3941372
129,C2445597,C2512154
130,C3092535,C3146831
131,C0041450,C1835843
132,C0367849,C3368648
133,C0026256,C0225308
134,C0366105,C1507771
135,C0938784,C0944798
136,C3481877,C3158639
137,C2599660,C3147037
138,C1698908,C2646542
139,C1449709,C1334455
140,C0798527,C1545155
141,C3213710,C0126359
142,C1867450,C0011967
143,C3574796,C1667257
144,C1492277,C0152622
145,C0428692,C0364157
146,C2452669,C3825709
147,C2952071,C0522185
148,C1696556,C0486174
149,C3548032,C1512020
150,C0174271,C3988715
151,C0364636,C2734079
152,C3821370,C3812779
153,C0006826,C0364293
154,C1718811,C2352238
155,C1640699,C1427798
156,C4002184,C3384450
157,C2993662,C0862643
158,C2000414,C1823409
159,C0222566,C0944139
160,C0803490,C1041297
161,C2498387,C1438411
162,C3474023,C1672707
163,C1415690,C1007841
164,C1058162,C0874083
165,C2409463,C1175070
166,C3633984,C2406649
167,C0977021,C0802688
168,C0976496,C3476017
169,C1002358,C3545367
170,C1114217,C1687413
171,C3172003,C0501577
172,C2580302,C2980198
173,C2970055,C0688003
174,C0368321,C1333590
175,C0043297,C1706480
176,C1919304,C1825768
177,C0035373,C0798177
178,C3158526,C0349097
179,C1261211,C1978478
180,C2001486,C1156666
181,C0004114,C1576924
182,C0368129,C3658228
183,C0292818,C0424997
184,C1525310,C0485280
185,C1421501,C3413698
186,C4024729,C0367240
187,C1023872,C2744216
188,C0017920,C0086357
189,C2687950,C0058273
190,C0331537,C0222437
191,C3427530,C2679688
192,C1961253,C0550326
193,C0364926,C2543873
194,C3454435,C3173462
195,C0800267,C1478973
196,C1955864,C1604542
197,C1451084,C1493474
198,C3833979,C0880735
199,C3097625,C3059528
200,C3543577,C2671916
201,C0797148,C1316806
202,C1818512,C1025381
203,C2707538,C2048998
204,C0797986,C1023080
205,C0880863,C2575122
206,C0830911,C1856883
207,C2925673,C3951250
208,C3272949,C0063849
209,C0981615,C0329563
210,C0602138,C1148178
211,C0157572,C2343716
212,C3931007,C0688338
213,C1421650,C2411374
214,C3726498,C1159582
215,C1554702,C2631813
216,C1874868,C2551966
217,C1924599,C3792600
218,C0133929,C0636433
219,C0803783,C0664051
220,C2492441,C3722433
221,C1298907,C2327752
222,C0066818,C0286263
223,C0801477,C0177874
224,C2664217,C0525067
225,C0362768,C1505244
226,C0688613,C4036648
227,C3548672,C0563468
228,C1877559,C0031831
229,C3467825,C3259531
230,C3131794,C3483884
231,C0673602,C0090883
232,C2277604,C1419003
233,C2829892,C0693374
234,C0349374,C1705989
235,C0362889,C0490793
236,C1628450,C0367225
237,C3336904,C2923942
238,C0741305,C2811447
239,C2734372,C0321443
240,C0033689,C1724165
241,C2962965,C3323875
242,C1142645,C0006949
243,C0799260,C1589331
244,C1649889,C0482924
245,C0279454,C0037833
246,C3669218,C1438425
247,C1926045,C0489110
248,C0738240,C2598838
249,C1335285,C1817381
250,C0882174,C3424260
251,C0007874,C3887868
252,C0536591,C0549735
253,C3408037,C0232338
254,C1458787,C0879849
255,C0001047,C3963801
256,C0331124,C3165914
257,C0365619,C3477183
258,C0009201,C2370488
259,C1078127,C3811180
260,C0263634,C2695391
261,C0162533,C0257947
262,C1180576,C1992214
263,C0819550,C0013769
264,C3045212,C1915213
265,C2443044,C2444292
266,C0880482,C0012625
267,C1315291,C3272171
268,C2734636,C1853135
269,C2460070,C0378733
270,C3329573,C1263762
271,C3421403,C0950013
272,C0796512,C1154870
273,C0015523,C2440795
274,C0551123,C1622067
275,C2292263,C3177271
276,C2609572,C1082988
277,C2645761,C0803263
278,C1714607,C1240335
279,C1673496,C3395450
280,C2821201,C0078911
281,C3582034,C3172544
282,C3445027,C2396807
283,C3402122,C1853118
284,C3367936,C1633221
285,C3159191,C0221239
286,C1207153,C3900658
287,C2707180,C2953217
288,C0070694,C0504324
289,C3807932,C1622874
290,C3699563,C3652292
291,C2337971,C0036347
292,C1710302,C1469279
293,C0486232,C0679834
294,C1528569,C2257685
295,C3756877,C0881578
296,C1495398,C3282087
297,C0799815,C0758470
298,C3221196,C3030405
299,C1600475,C3831587
300,C0194209,C1077826
301,C3554010,C0609720
302,C2726667,C0688102
303,C1890695,C2619079
304,C0526354,C1652382
305,C0006090,C3533776
306,C0485345,C1994114
307,C0032835,C0797851
308,C1036499,C1147445
309,C3547614,C3538445
310,C3247298,C1716340
311,C2684483,C0368525
312,C1336430,C2936521
313,C0530093,C3701194
314,C0009216,C3895464
315,C1020089,C1427785
316,C3788297,C1878217
317,C1699390,C2457303
318,C1384511,C3352108
319,C2993545,C2702212
320,C0880299,C1146946
321,C1854301,C0645390
322,C0680276,C0485723
323,C1199296,C0009908
324,C0371815,C3471034
325,C0639119,C2708492
326,C3811408,C4014586
327,C1419042,C0752081
328,C3178002,C3175683
329,C0941472,C0031997
330,C2448030,C0803554
331,C0927575,C4047252
332,C1414664,C1707228
333,C4038473,C0274689
334,C3160021,C0362700
335,C3823188,C0836301
336,C1544184,C3026265
337,C1648847,C0948198
338,C1291044,C0029882
339,C3714501,C2554941
340,C2936000,C3445390
341,C2410581,C3898717
342,C3485683,C3329657
343,C0240466,C1977232
344,C1557788,C1187752
345,C1504863,C0945550
346,C3172362,C1378214
347,C1851353,C2715027
348,C1021189,C0817305
349,C0505070,C2467822
350,C2923866,C0244528
351,C0800523,C1958832
352,C0798189,C0007935
353,C3766831,C1716454
354,C1651573,C0750903
355,C2735664,C2651561
356,C1157261,C3448201
357,C0040060,C3375721
358,C0484449,C1125764
359,C1040896,C2718144
360,C0319804,C2689592
361,C3183243,C1431836
362,C0380778,C3177353
363,C2507681,C0077747
364,C1646443,C0337154
365,C1452256,C0481949
366,C2325679,C2923920
367,C0681200,C0939865
368,C0488768,C0196023
369,C0981645,C1188425
370,C0017855,C1668570
371,C0157409,C1949372
372,C2978586,C1720779
373,C1958311,C3731322
374,C0322455,C1467564
375,C1084115,C0872341
376,C1413424,C1861939
377,C0484683,C0500971
378,C1416997,C1664501
379,C2439154,C0023742
380,C2414916,C1428574
381,C3912261,C0942273
382,C0176920,C1517317
383,C1157036,C0011854
384,C3888087,C2541109
385,C1926839,C2622527
386,C1530286,C0803851
387,C1307396,C2962710
388,C2420647,C1143241
389,C0364005,C0023892
390,C4006053,C1916373
391,C3376455,C2541816
392,C0733482,C0658905
393,C1260896,C1557069
394,C0049614,C1046546
395,C1412647,C2708342
396,C0807392,C0524533
397,C3158319,C0998102
398,C3870462,C1209551
399,C0387841,C4021310
400,C0817307,C0671048
401,C3247906,C1378297
402,C1717334,C3020625
403,C0280477,C2816818
404,C0010378,C0942017
405,C3772011,C3483038
406,C1888628,C0362319
407,C0227370,C0505376
408,C1150624,C2003645
409,C1473026,C2941328
410,C0618677,C0035273
411,C3132675,C3899806
412,C2455080,C3035381
413,C0551665,C0875648
414,C3995825,C2803904
415,C0607668,C1889642
416,C0003087,C0760017
417,C0944258,C1628459
418,C2723729,C3781816
419,C1422247,C0607818
420,C1716343,C1414685
421,C0008555,C0011523
422,C0814452,C1612188
423,C2284916,C1059023
424,C0829524,C1860796
425,C3361940,C2710730
426,C0363517,C3122898
427,C0032169,C0824631
428,C1952648,C1226116
429,C2465920,C0318826
430,C2647941,C1675944
431,C3533428,C1854053
432,C1225687,C3173246
433,C1259293,C1198367
434,C0082787,C0799869
435,C0007552,C1030712
436,C0164690,C0206428
437,C2622709,C0091539
438,C3481549,C0651376
439,C3625414,C1030671
440,C2248796,C3859158
441,C1115198,C2828409
442,C1856121,C3906756
443,C0882097,C1875219
444,C1699663,C0978408
445,C1548594,C0793418
446,C0877854,C3130219
447,C1185763,C3036399
448,C3913381,C3126154
449,C1422469,C3887570
450,C1646321,C0016788
451,C2256545,C1942076
452,C3773019,C3653867
453,C3711140,C3542896
454,C0797521,C3158067
455,C1559197,C0798464
456,C3655025,C0686400
457,C0069857,C2674921
458,C2923449,C2936548
459,C0550010,C1538461
460,C2539573,C1889601
461,C2909036,C0974319
462,C1079335,C0214733
463,C1705731,C0232217
464,C1506458,C1952814
465,C2577369,C0799326
466,C1246662,C0033308
467,C0489531,C4004369
468,C0024266,C1825081
469,C1156445,C3547304
470,C2724589,C0800945
471,C3172480,C0243002
472,C0690426,C1213655
473,C1153121,C0486292
474,C3631294,C0980959
475,C1641510,C1512147
476,C1082879,C1492866
477,C2282058,C1524923
478,C2454193,C0023610
479,C1414577,C2819593
480,C1629893,C1502538
481,C0001162,C0020911
482,C3848545,C1426145
483,C0001782,C0344225
484,C2554381,C2714837
485,C2554880,C2996674
486,C1378311,C1652294
487,C3279401,C1829967
488,C1046086,C2547507
489,C0228176,C0926183
490,C2360165,C0007389
491,C3865013,C1707025
492,C2358653,C0391754
493,C1114098,C3012248
494,C3171847,C1462029
495,C0660140,C3769723
496,C2242808,C3469973
497,C0780681,C0290266
498,C1317246,C1186252
499,C1217032,C3609977
500,C1414493,C1648938
501,C1012212,C3006735
502,C1624720,C1467473
503,C1540236,C0227427
504,C1682644,C2815142
505,C1815506,C0317793
506,C3273980,C1497232
507,C3458109,C3600909
508,C1188606,C2293919
509,C2476739,C0302052
510,C0552219,C3485624
511,C3567420,C0738624
512,C0046859,C1258072
513,C0875129,C1906111
514,C0353939,C1978901
515,C0657118,C1953368
516,C1666955,C1008310
517,C2374290,C1014713
518,C1437445,C1955047
519,C2929092,C2001258
520,C1537988,C2023445
521,C3658245,C3729445
522,C0033575,C2661981
523,C0041044,C0154153
524,C1432424,C2783311
525,C4037119,C0050554
526,C2973209,C1329180
527,C0224259,C2637971
528,C1520542,C2274417
529,C0482192,C2759975
530,C1635660,C3412314
531,C0063208,C2734297
532,C2564811,C3044847
533,C0814023,C3090208
534,C2614399,C0013575
535,C1947194,C0612287
536,C2384015,C0002197
537,C1977472,C0661595
538,C0157089,C2773293
539,C2625394,C1919681
540,C1542960,C0028058
541,C1842688,C0800307
542,C0796954,C2828389
543,C3993924,C4037063
544,C0705909,C0802583
545,C0614559,C2603676
546,C3889658,C0366510
547,C2002050,C2794220
548,C1079154,C2530641
549,C1572634,C3970544
550,C1332700,C3624343
551,C0086311,C0552153
552,C0734892,C3736025
553,C3099279,C2734095
554,C1152193,C1715678
555,C1527119,C3024879
556,C2733719,C0009370
557,C0085240,C3996240
558,C1917619,C1432295
559,C1075020,C0691677
560,C1433899,C0016053
561,C2400422,C2002186
562,C3360839,C1572516
563,C0498606,C0857343
564,C1494773,C0700009
565,C0346005,C0534103
566,C1017365,C1435413
567,C3849178,C3905388
568,C3870743,C0980274
569,C3654699,C2731214
570,C2954324,C0489351
571,C1994486,C2982117
572,C0675321,C1978852
573,C3179180,C2621325
574,C2918330,C0485025
575,C2268300,C1333768
576,C2985182,C0488170
577,C1524363,C0909868
578,C0827322,C0550455
579,C1536251,C0085076
580,C3638183,C3764539
581,C3076256,C0790498
582,C0997174,C2646732
583,C0484107,C1015153
584,C1952823,C0834428
585,C0041660,C0015043
586,C0975821,C1955035
587,C0228845,C1333086
588,C1953693,C0365431
589,C0040357,C1934755
590,C2266864,C0967203
591,C0009240,C1208978
592,C1144026,C3090623
593,C0995282,C1147766
594,C0367779,C2276135
595,C1056607,C1173347
596,C1148272,C3157398
597,C2550819,C3776730
598,C3543969,C2429398
599,C2647846,C3748761
600,C0799639,C2282230
601,C3599288,C0036592
602,C3171806,C0596410
603,C2245078,C1699140
604,C3667413,C0038257
605,C1861943,C1315840
606,C3560665,C3234931
607,C0632813,C1838701
608,C2385682,C3456987
609,C0028873,C1084130
610,C1036384,C1329089
611,C2413738,C0340797
612,C0786297,C2361896
613,C1542927,C1633064
614,C2495439,C1934905
615,C0552389,C3598213
616,C1034766,C2446735
617,C0552244,C1414900
618,C0949780,C0636150
619,C0602580,C3583943
620,C0439243,C0043128
621,C0789347,C2611144
622,C1333361,C1308522
623,C2437567,C3847531
624,C0223922,C3493145
625,C0926167,C3210043
626,C1955581,C0001204
627,C3496688,C2274721
628,C1182514,C0689633
629,C2949664,C3012630
630,C3279738,C0281137
631,C0549852,C2718319
632,C0034703,C0803480
633,C3341399,C0796206
634,C2573084,C1862902
635,C1190329,C3030671
636,C0229629,C0033827
637,C0362481,C0025718
638,C1418469,C1622810
639,C3641791,C1981927
640,C1456392,C0981009
641,C1720286,C0701452
642,C2354661,C1329172
643,C2963284,C2366195
644,C2559860,C1138037
645,C0175566,C1922506
646,C0974324,C1147889
647,C2765891,C3148990
648,C1501371,C0854193
649,C0616126,C1206295
650,C2988419,C3548986
651,C2328209,C2240232
652,C0797820,C0534735
653,C0085495,C0316439
654,C1525957,C2355607
655,C1028120,C0133477
656,C3901963,C0365945
657,C1871910,C1113834
658,C0013153,C0699569
659,C1467901,C1452342
660,C1202064,C3530048
661,C3255724,C1221167
662,C3659575,C0521168
663,C0575016,C1844948
664,C0907808,C1484608
665,C2992940,C0690959
666,C1822981,C1544795
667,C2911904,C0085395
668,C1675611,C3044594
669,C3377323,C3417999
670,C2983704,C0298718
671,C0644764,C1308147
672,C0616678,C2634500
673,C1436247,C0321363
674,C1992835,C0280102
675,C2421058,C1642074
676,C1066737,C3729004
677,C1598164,C3755116
678,C0916197,C0661256
679,C1332093,C1136381
680,C1846922,C1464917
681,C2488628,C0716274
682,C0822845,C3615443
683,C3718327,C3814767
684,C0028754,C1034411
685,C1523891,C1336599
686,C2761558,C0635432
687,C2417664,C1543266
688,C2623310,C1422657
689,C1365052,C1064914
690,C3718883,C0027543
691,C3253442,C2733713
692,C3615480,C0740941
693,C0484982,C2386542
694,C3870171,C2790475
695,C3542843,C1891404
696,C2494330,C0944388
697,C1311255,C2335423
698,C2772433,C0881029
699,C3404144,C3566377
700,C0037680,C1612654
701,C1316553,C0693579
702,C3629235,C0011525
703,C0922273,C1370066
704,C2350345,C0312452
705,C0550913,C1326319
706,C0227976,C2666743
707,C0829773,C2629674
708,C3654800,C3815563
709,C2926036,C3122956
710,C0493921,C3811825
711,C1857970,C3049151
712,C1956193,C1281145
713,C1764776,C0017253
714,C1524775,C3465011
715,C0652173,C0038856
716,C0807378,C3157568
717,C0552219,C0800660
718,C1507490,C2497991
719,C0379247,C1486634
720,C3280781,C2428812
721,C2492141,C3891961
722,C3617073,C2753063
723,C1559848,C0933076
724,C1190810,C0881319
725,C0980021,C2828309
726,C2748895,C1174446
727,C0822417,C3806620
728,C0482390,C3752408
729,C1538378,C1932780
730,C1537964,C1154764
731,C2713228,C1332261
732,C1135847,C3853772
733,C0950282,C1680911
734,C2443460,C1576507
735,C1908828,C3024488
736,C3120424,C1834667
737,C3320125,C0938409
738,C0540882,C2277590
739,C2706660,C3059851
740,C2795171,C1740214
741,C0035452,C1870597
742,C3999048,C1633199
743,C1422297,C2265850
744,C3891132,C1565860
745,C1889506,C0797569
746,C0362693,C2399267
747,C0010246,C2920780
748,C1897270,C0017205
749,C2961222,C0501566
750,C0162779,C1316797
751,C0483662,C0799468
752,C3227770,C0689754
753,C3970711,C1101179
754,C1918958,C1570732
755,C3319972,C0034289
756,C3989090,C1526046
757,C2345090,C0707421
758,C3482723,C0484453
759,C2239858,C0620433
760,C1403891,C0152799
761,C3118819,C0221261
762,C0254088,C2738972
763,C1981867,C3970642
764,C3445597,C1723061
765,C3627500,C3253012
766,C1524143,C1482569
767,C1955071,C0689170
768,C3394997,C0881042
769,C1875382,C0803409
770,C1049711,C1601796
771,C0000924,C1526516
772,C1035848,C1147558
773,C1848587,C1002353
774,C0945239,C1977467
775,C3482404,C3995590
776,C0278061,C3536352
777,C3558315,C1524449
778,C3730596,C3922305
779,C0826460,C0873702
780,C0042076,C3333950
781,C0868934,C0960366
782,C0222748,C0974036
783,C1268194,C2927822
784,C1878450,C1823412
785,C0924299,C0784973
786,C2616230,C0879839
787,C1455970,C1368342
788,C3003080,C3160639
789,C1175370,C0945764
790,C1040851,C0592544
791,C0040905,C1641438
792,C3175522,C0623079
793,C3481840,C3273411
794,C3626975,C1850640
795,C1114331,C1332495
796,C0888737,C3351643
797,C0363894,C3542843
798,C3853567,C0061076
799,C0009488,C3157490
800,C1522898,C1424906
801,C2406208,C3969963
802,C0410607,C1163667
803,C2948244,C0366145
804,C1508198,C2928669
805,C0039226,C0018338
806,C2973127,C4041576
807,C2715549,C0348217
808,C3766280,C0622915
809,C0315178,C2928305
810,C2353589,C0029051
811,C1979245,C1649498
812,C2414978,C0804281
813,C0791422,C0976328
814,C0940789,C2361828
815,C2934798,C0015934
816,C3245937,C2677485
817,C0736613,C3959216
818,C0932926,C1121442
819,C2445103,C1366488
820,C3418584,C0604004
821,C2339667,C2345732
822,C2630016,C0975796
823,C0176999,C3533505
824,C2517960,C1512862
825,C0003391,C2801006
826,C0024965,C0485390
827,C1152061,C0315202
828,C0931902,C1681371
829,C1512879,C1298297
830,C2611235,C0518447
831,C1899074,C0003166
832,C0148485,C3930994
833,C3205828,C1862055
834,C0880064,C3621596
835,C1164262,C1317024
836,C1458976,C2422787
837,C1506159,C3449618
838,C0800091,C0927436
839,C1415980,C2273547
840,C0803218,C2758473
841,C2820879,C0036093
842,C0942378,C1837868
843,C2679103,C0709678
844,C1609909,C0364404
845,C1639394,C0801351
846,C2604136,C1203158
847,C0830989,C0017551
848,C0486009,C2923264
849,C2926337,C1206144
850,C0052370,C0026256
851,C1850635,C0967499
852,C0008249,C0005695
853,C3980635,C2708481
854,C0804190,C1543239
855,C0482719,C1991783
856,C2382388,C2598407
857,C3172054,C0879809
858,C3388905,C3347512
859,C0877377,C1027840
860,C0611083,C3007203
861,C2344339,C1161770
862,C1466241,C0874083
863,C0051906,C1969935
864,C0801645,C3594529
865,C1505286,C2543765
866,C0014741,C0059212
867,C0141537,C3981744
868,C0068029,C0067561
869,C0023381,C2750815
870,C2421686,C0368069
871,C2566774,C0577720
872,C1318143,C1978514
873,C1969233,C0804268
874,C1715367,C0044676
875,C0364290,C2309481
876,C3016953,C3729766
877,C0883211,C1526828
878,C1371153,C1315331
879,C0944994,C3785755
880,C3244783,C1566336
881,C1069525,C2379227
882,C2599630,C2499402
883,C1524819,C0692784
884,C1575818,C0997316
885,C2514730,C2293258
886,C3666713,C3734253
887,C0439106,C1080839
888,C0020319,C1544577
889,C1532308,C0230382
890,C0833938,C3098866
891,C2535956,C0362239
892,C3072106,C1556746
893,C1313738,C2405443
894,C1672936,C0206634
895,C0981274,C1447334
896,C0035232,C3157581
897,C0803288,C1069139
898,C0501304,C3066468
899,C2688923,C1114710
900,C1950819,C2707197
901,C2598970,C3904021
902,C0306166,C0975831
903,C1955868,C0639432
904,C0017922,C0239138
905,C0954008,C0199171
906,C2714539,C1026424
907,C3903127,C0752050
908,C2983538,C3831360
909,C0798236,C0285904
910,C1332942,C0139449
911,C2002766,C3810674
912,C1824536,C0800290
913,C3048452,C4023765
914,C1717310,C1156309
915,C0942691,C0944220
916,C0942624,C1420627
917,C3599274,C2428830
918,C1449507,C2764654
919,C0295977,C0032447
920,C2240638,C3586678
921,C0880087,C0251905
922,C1629719,C1472519
923,C1687951,C2686916
924,C2091902,C1704759
925,C0551348,C1508125
926,C3218233,C0014049
927,C3818057,C2713945
928,C1678841,C1953823
929,C3794942,C0002989
930,C2493974,C0051118
931,C2414566,C2445188
932,C0770993,C2065071
933,C0279178,C1023999
934,C3482427,C2240613
935,C1422611,C3853964
936,C3067724,C0025470
937,C1315198,C0804113
938,C0824239,C0914172
939,C2513722,C1661291
940,C0485088,C1537866
941,C0991539,C3084215
942,C0345326,C1610385
943,C1586532,C2936267
944,C0737715,C3464205
945,C0010520,C2797058
946,C1324763,C0076624
947,C0720603,C2579333
948,C1525887,C3358490
949,C3941410,C2816282
950,C0484981,C0034088
951,C0669443,C0977168
952,C2329864,C0941901
953,C3946668,C0330206
954,C1196562,C1824567
955,C0034595,C1673900
956,C2739364,C0221010
957,C1939912,C2635020
958,C3756449,C1525154
959,C2747112,C3870180
960,C4024174,C2825517
961,C0019562,C0012470
962,C1315406,C2003610
963,C0798951,C0006657
964,C0485123,C0355711
965,C0942725,C3902398
966,C2537435,C3256462
967,C0979234,C0363002
968,C0028027,C3254169
969,C1314995,C3396928
970,C0358909,C0793464
971,C2454685,C1051692
972,C3574599,C0024778
973,C3113209,C0171822
974,C1979224,C2266617
975,C2492348,C0331153
976,C0014761,C1147898
977,C2735991,C2692388
978,C3494489,C1234209
979,C3158896,C0485571
980,C2263553,C2473603
981,C1369796,C0763769
982,C2741435,C3416146
983,C3894849,C2796569
984,C1505144,C0385639
985,C1913957,C2799116
986,C0205386,C1332611
987,C2352282,C1190359
988,C2448222,C1085282
989,C0527714,C2690283
990,C2727577,C2301714
991,C3421619,C2785694
992,C2754318,C2813399
993,C3271882,C0803837
994,C3942868,C1515540
995,C0343755,C0664077
996,C3365930,C0018203
997,C3387501,C1248665
998,C2239427,C0592769
999,C0001558,C3870348
