,CUI1,CUI2
115,C0364867,C2548799
116,C0123408,C1628915
117,C1449728,C0265326
118,C1622119,C3043894
119,C0366111,C3090897
120,C1315813,C3330536
121,C0503793,C0980440
122,C3596631,C1954920
123,C2726669,C2271457
124,C1528360,C0804631
125,C0282577,C0978000
126,C3215454,C0960368
127,C0225358,C0776477
128,C1912938,C3836560
129,C0803340,C3626351
130,C0220783,C0807095
131,C1333092,C3221505
132,C1476202,C1544363
133,C3773385,C2414739
134,C0045197,C0291917
135,C0221773,C3596118
136,C0552218,C0551519
137,C0366732,C1743528
138,C2301526,C0978680
139,C0797743,C3915201
140,C0593350,C0804183
141,C3778668,C1415709
142,C0824641,C0079282
143,C0013144,C0982160
144,C1970159,C0891469
145,C2773165,C1114844
146,C3627914,C3317115
147,C1528344,C0797766
148,C0258608,C0802265
149,C4019996,C1978862
150,C2412252,C2829774
151,C3279496,C0963639
152,C3890493,C1813514
153,C0215193,C4003574
154,C1639919,C0097598
155,C0445730,C2438498
156,C0227364,C1429331
157,C3733825,C0550476
158,C1306398,C2450514
159,C0034847,C3268262
160,C0870951,C2654851
161,C2923689,C1652656
162,C2327319,C0232289
163,C1427640,C1824090
164,C0786131,C1412790
165,C3471019,C2361601
166,C0975517,C0832543
167,C3411471,C1028034
168,C1609122,C2239984
169,C2735915,C0156147
170,C1423433,C0977675
171,C1147807,C1014906
172,C3534696,C0001895
173,C3103824,C1424339
174,C0363941,C3543044
175,C0803735,C3392833
176,C1556305,C0968865
177,C3711399,C1539373
178,C1554429,C2503554
179,C3344964,C0603053
180,C0803237,C3330937
181,C3105666,C2787345
182,C0881685,C3810771
183,C0797487,C3408849
184,C0036986,C0484141
185,C0944216,C2340341
186,C3884176,C1878887
187,C1577060,C2950700
188,C1018015,C0373950
189,C3393187,C2273079
190,C1334114,C1522376
191,C0537379,C1955861
192,C3483994,C0802523
193,C0222616,C3583626
194,C1508022,C1952816
195,C0657181,C2363263
196,C0368215,C0692628
197,C1977133,C0318138
198,C3040215,C0029242
199,C3358368,C0980875
200,C0484946,C1565750
201,C3886387,C2450538
202,C2401832,C0362158
203,C0031921,C1452141
204,C1544153,C1977298
205,C3924137,C3175173
206,C1194524,C1328013
207,C1697202,C0999769
208,C1073933,C1657760
209,C3812308,C0661478
210,C3365844,C0729181
211,C3232797,C0934998
212,C0318075,C0814408
213,C0928135,C0799992
214,C3972401,C1157950
215,C0342738,C1675325
216,C2582627,C2925688
217,C2493173,C1892784
218,C1335207,C3928647
219,C0020757,C0089195
220,C3533731,C1191286
221,C0785460,C3174743
222,C2926295,C1464117
223,C3108712,C1174356
224,C3638320,C3639131
225,C3273631,C1316070
226,C0605268,C2923557
227,C1424984,C0450099
228,C1150790,C3367899
229,C2820219,C1683238
230,C2671799,C1835868
231,C0997114,C2974242
232,C3121435,C3482241
233,C2455154,C2539646
234,C1991502,C0072403
235,C1825340,C2563732
236,C3923084,C3129498
237,C3383630,C3891075
238,C0042444,C3889409
239,C2825924,C1502623
240,C0679454,C2656923
241,C0785911,C1831467
242,C1836517,C2824194
243,C2681300,C1438053
244,C0319878,C1077170
245,C2422186,C1482135
246,C3415377,C0999253
247,C1632958,C2652114
248,C2943745,C3940354
249,C0124012,C0432252
250,C0920596,C0377612
251,C0183753,C3654650
252,C1507637,C1442872
253,C1419008,C0071092
254,C2717984,C0114275
255,C3154152,C0975898
256,C3958378,C0486201
257,C0798341,C0736717
258,C0978505,C2270066
259,C3617403,C1273043
260,C0279051,C2402795
261,C0981242,C2752386
262,C2312289,C0075544
263,C1952842,C0681710
264,C2564838,C2792572
265,C1310699,C2369842
266,C2729292,C0223548
267,C1832587,C2945368
268,C1175658,C1977154
269,C0978579,C1055222
270,C3921811,C0391852
271,C3240494,C1743016
272,C1716521,C1147443
273,C3179154,C0221345
274,C0022904,C0483536
275,C0002447,C3826332
276,C3889276,C0026156
277,C3163252,C2545117
278,C3059661,C1199865
279,C0482103,C3903743
280,C0017387,C1053102
281,C0150920,C0979217
282,C0799114,C2547600
283,C3312033,C0981235
284,C3428181,C0880578
285,C3049945,C3539654
286,C2633216,C0803676
287,C0551281,C1979501
288,C0484696,C0980074
289,C1180681,C0680730
290,C0058231,C3172925
291,C0367442,C0223524
292,C0803396,C1614106
293,C2413499,C1158175
294,C0032112,C0206171
295,C0709165,C1908374
296,C0373557,C0018197
297,C3047059,C0279593
298,C2277579,C0799293
299,C0223314,C1558189
300,C2362760,C1458155
301,C3841604,C0098129
302,C1648156,C3153376
303,C2678861,C1098744
304,C1147740,C0057146
305,C0485179,C0550493
306,C3931666,C1449821
307,C1499821,C1625228
308,C0420986,C0438286
309,C0304527,C1543746
310,C3094156,C1413900
311,C1637463,C1428165
312,C3983148,C2598860
313,C1697715,C1424279
314,C2494533,C0285302
315,C0695540,C0879705
316,C1642565,C0007999
317,C0399644,C2445918
318,C2644298,C0728795
319,C0280418,C1181970
320,C0801469,C0022489
321,C0364307,C0968493
322,C1551287,C3058441
323,C1334621,C1629582
324,C3917270,C2360119
325,C1315861,C1537905
326,C2566084,C1845165
327,C0031066,C0520836
328,C3256861,C3547534
329,C3621854,C0174990
330,C0797210,C0057002
331,C3732397,C0950649
332,C2396026,C0724555
333,C0205886,C3328380
334,C1040234,C1114071
335,C3401961,C1042049
336,C2516095,C0364378
337,C2970119,C1167473
338,C0801921,C3177545
339,C0800504,C2677743
340,C0010314,C3582940
341,C0797200,C0164697
342,C2678547,C3918079
343,C1421028,C3695520
344,C2440261,C3654069
345,C1384612,C3771624
346,C3082690,C3214337
347,C0021890,C2787672
348,C2414962,C1971395
349,C0000254,C0069499
350,C0266483,C2332655
351,C1454805,C3044531
352,C3280777,C3936101
353,C3334530,C1508156
354,C2274861,C1422899
355,C0097150,C0366163
356,C0976896,C3280545
357,C1157240,C3278085
358,C0245053,C1978059
359,C0979035,C2013989
360,C1271546,C0041341
361,C2981655,C1567398
362,C0751337,C2784538
363,C1710381,C1010718
364,C2748792,C3830466
365,C1427796,C0058634
366,C1916679,C2332023
367,C0472713,C3484008
368,C0648818,C1825750
369,C2329225,C1573004
370,C3195420,C0488892
371,C1668498,C2697750
372,C1832661,C1857782
373,C3172511,C0143358
374,C3894432,C0941773
375,C3733092,C1433691
376,C0910999,C0943376
377,C3209281,C2458313
378,C0053790,C2689721
379,C1420471,C3484083
380,C3821479,C1229381
381,C0781587,C1135224
382,C3050777,C1151995
383,C2735224,C1047761
384,C1420103,C0253535
385,C0691628,C0207661
386,C3060086,C1714872
387,C0737078,C2924093
388,C3408921,C1826046
389,C0629508,C3002788
390,C2484467,C3066129
391,C1237349,C0035591
392,C2558794,C2344226
393,C0483927,C0949116
394,C1952802,C2735989
395,C1449990,C0126320
396,C3779200,C4017913
397,C3424827,C1849578
398,C2443432,C0016878
399,C0205419,C0819970
400,C0003765,C0152380
401,C0014457,C2451665
402,C1021558,C2280536
403,C2973907,C0078040
404,C2455815,C0255082
405,C3020787,C0800956
406,C0750803,C1846159
407,C3767770,C3598821
408,C1560043,C0688688
409,C3068489,C1644156
410,C1145920,C0924379
411,C3740629,C2648977
412,C0012531,C1018571
413,C0550255,C3381681
414,C3253597,C1942643
415,C3225304,C2829558
416,C1475678,C3124195
417,C3533028,C0872034
418,C1882494,C0347023
419,C2527159,C2544668
420,C1027853,C0923143
421,C2827464,C3543672
422,C0800489,C1440120
423,C1149855,C2468688
424,C0007795,C0879797
425,C2342951,C1543137
426,C2713424,C1415751
427,C1291077,C0802086
428,C0942203,C0689946
429,C1608727,C0234533
430,C0484263,C1437109
431,C0551737,C0254837
432,C0027270,C0717569
433,C3179535,C1427769
434,C2327776,C0488200
435,C0816780,C0879752
436,C2793158,C3581626
437,C3414293,C1873958
438,C1933204,C1585687
439,C3553206,C0535686
440,C2979225,C1568891
441,C0537079,C0161478
442,C2563059,C1547966
443,C2399228,C2271603
444,C0002382,C1415466
445,C0507134,C1321871
446,C1424419,C3618201
447,C1712056,C1707581
448,C2476194,C0836056
449,C2246496,C0577306
450,C3948570,C0625962
451,C0024195,C0941658
452,C3500682,C0798323
453,C3038353,C1557676
454,C2688907,C1329218
455,C0995720,C2632492
456,C3654298,C0253822
457,C0943806,C3754382
458,C0221023,C3164749
459,C3441698,C3955688
460,C0920510,C0601269
461,C1068645,C0941887
462,C1542940,C0801043
463,C0041466,C1081969
464,C3208875,C0482011
465,C0048670,C0240702
466,C2716273,C1316747
467,C2656862,C1970879
468,C3450442,C1667856
469,C2326203,C2358042
470,C0071172,C2361553
471,C3258082,C1427279
472,C2453312,C0980981
473,C3905348,C3394509
474,C0015252,C1369782
475,C1644487,C1716772
476,C3322510,C0797984
477,C0799237,C1985117
478,C1259704,C2339893
479,C3918650,C0489176
480,C3847009,C2798129
481,C1910192,C0880589
482,C0015397,C0484039
483,C0930317,C3870572
484,C2258787,C0974447
485,C2672476,C1645950
486,C0799852,C0042498
487,C2805053,C0819000
488,C0237935,C3085565
489,C1715783,C0857507
490,C1348242,C0482011
491,C1958267,C0506458
492,C0799973,C3503188
493,C1830311,C3474799
494,C0036035,C0155890
495,C1876335,C0325807
496,C1539322,C1042910
497,C0831300,C0551857
498,C0019247,C1173342
499,C2941634,C2827160
500,C0005689,C3330902
501,C0643251,C0012265
502,C1644153,C0007645
503,C1543664,C2539567
504,C2090476,C0660844
505,C2334587,C3010533
506,C3719115,C1179696
507,C1524807,C2379655
508,C1526829,C1685861
509,C2920958,C2599066
510,C0362789,C0604160
511,C0487966,C4007744
512,C0065898,C2282023
513,C0482145,C1849134
514,C3580989,C0007531
515,C3246304,C2814708
516,C2714992,C0018042
517,C1743945,C2802827
518,C3978943,C1413541
519,C2269009,C1864900
520,C2818660,C3057306
521,C1526598,C2622827
522,C2923664,C0028778
523,C0318285,C2405949
524,C1372665,C1022471
525,C1875584,C1179155
526,C1690813,C1360233
527,C1373016,C2341724
528,C0617486,C0065644
529,C1642828,C0981646
530,C1832680,C3324525
531,C0925406,C3712490
532,C0020653,C1453129
533,C3118530,C2911923
534,C0556252,C0806049
535,C0822817,C2317565
536,C0686353,C3663140
537,C1716219,C0607030
538,C0311386,C1151566
539,C0689750,C2796629
540,C1529906,C2718274
541,C3896660,C4034510
542,C3618337,C0494165
543,C3426567,C0484326
544,C0151714,C2946206
545,C3064731,C2306616
546,C0996638,C3274681
547,C1332751,C2739490
548,C2814633,C0368097
549,C0358402,C0590137
550,C3212539,C1889526
551,C0524512,C3887645
552,C2987480,C1414228
553,C0223081,C3946230
554,C0369969,C0691046
555,C1149194,C1454802
556,C3779346,C1443138
557,C3818628,C2578671
558,C0525728,C3990407
559,C0503600,C3172605
560,C2789706,C1529115
561,C3849145,C2262542
562,C2535720,C2777222
563,C0556987,C0281178
564,C2778508,C0085222
565,C1416037,C0973754
566,C0055935,C3241793
567,C1316022,C1426008
568,C0701842,C3158033
569,C2986185,C1709336
570,C0830278,C2409799
571,C2706723,C1362673
572,C2441326,C2671649
573,C0482972,C2933147
574,C2681099,C2679482
575,C1831221,C1213570
576,C1215723,C2301571
577,C2627964,C0606475
578,C1150855,C3728943
579,C2239924,C0162952
580,C0366036,C1702155
581,C1523774,C2924515
582,C0007648,C0930348
583,C3792725,C0646548
584,C2772255,C1419851
585,C2489505,C0723582
586,C0341106,C1949449
587,C1461675,C1312500
588,C3659420,C0880184
589,C3383694,C1334515
590,C1227612,C2665529
591,C3931022,C2708694
592,C1422579,C1545913
593,C0876631,C0976797
594,C1675211,C1153158
595,C0942914,C3081525
596,C3533735,C1424723
597,C3812425,C0028967
598,C2554327,C1682904
599,C3641240,C0550698
600,C0042439,C1501943
601,C0262330,C0799118
602,C3583085,C3041621
603,C3173736,C1962964
604,C0367834,C2457061
605,C1225355,C1447335
606,C0282642,C2734791
607,C0975494,C3482487
608,C1940876,C3887787
609,C2414297,C2423546
610,C0282242,C0445080
611,C2736352,C2267628
612,C0230370,C1309728
613,C3162403,C1544696
614,C0072792,C3720826
615,C1943044,C0936168
616,C0082204,C0804791
617,C1489363,C2360577
618,C0445064,C3946682
619,C1836563,C0385360
620,C0027442,C2361496
621,C0017479,C0206090
622,C2606095,C0451528
623,C0025011,C3181403
624,C2941437,C1667752
625,C0550775,C0367411
626,C2346227,C1825729
627,C0819842,C0940787
628,C3902021,C0752352
629,C1232615,C3699841
630,C0884314,C3952467
631,C0781287,C2607572
632,C1525304,C2923114
633,C1369899,C1114009
634,C2313556,C2708643
635,C2613419,C0798982
636,C2701193,C3387948
637,C1567235,C1090271
638,C2731194,C3818794
639,C1968919,C0549771
640,C1541489,C3718540
641,C3630384,C2405869
642,C0031621,C3392902
643,C0652013,C2341479
644,C1414471,C1315103
645,C0825266,C3172370
646,C1327916,C0799167
647,C1954695,C1716027
648,C1631627,C0977191
649,C3897431,C1913042
650,C2516856,C0482527
651,C0820468,C3359087
652,C2642135,C1689689
653,C0362607,C0279582
654,C0975161,C0935132
655,C0602511,C1706094
656,C1898709,C2420445
657,C2443080,C1330485
658,C3122701,C1715728
659,C1147208,C0362336
660,C1301937,C0041026
661,C0073118,C3825916
662,C1508567,C3760809
663,C1645819,C0799530
664,C2336448,C0800639
665,C0254324,C1158102
666,C1855675,C0678056
667,C2924192,C0925397
668,C1227442,C1369478
669,C1144252,C0260281
670,C1700504,C0994490
671,C1000581,C0591826
672,C3654741,C0016842
673,C3613618,C3611034
674,C2339700,C0800804
675,C1936782,C1152016
676,C2663822,C3545111
677,C0823914,C2400488
678,C3483543,C0026229
679,C0368297,C0449070
680,C3983706,C0484421
681,C0714154,C1427798
682,C1526742,C1258236
683,C3964970,C0560032
684,C0003292,C3330500
685,C3818079,C0062595
686,C2267174,C1178759
687,C1568630,C3318849
688,C2825661,C0157097
689,C0853225,C2784287
690,C0484081,C3966303
691,C1830517,C0085548
692,C2688491,C1113887
693,C2402756,C0365945
694,C1908851,C2326344
695,C2482733,C0751903
696,C0982851,C2734928
697,C1978258,C0803288
698,C2609461,C1205337
699,C0916721,C0520557
700,C3695571,C3776502
701,C1853130,C0880863
702,C3634468,C2725947
703,C0940370,C0700044
704,C2451805,C2649149
705,C3634769,C2748545
706,C2638832,C0199438
707,C3357304,C0803422
708,C1526050,C0036728
709,C3108650,C2540761
710,C0834922,C1425994
711,C1148002,C0285818
712,C1870081,C0262379
713,C2733703,C0669255
714,C1855052,C0798836
715,C0019079,C0039331
716,C0362853,C0691233
717,C0040604,C0242114
718,C0034295,C2294960
719,C2379424,C2946575
720,C3026241,C0368480
721,C0794919,C0039979
722,C1158141,C1524441
723,C1415311,C0830262
724,C1029057,C0025109
725,C2384747,C2735456
726,C0484972,C1515851
727,C2397095,C2599011
728,C2337386,C0623952
729,C1425210,C2361805
730,C1526761,C0549732
731,C2823848,C1030018
732,C1827180,C1528783
733,C1190787,C2359096
734,C1575069,C0265762
735,C4034619,C1852230
736,C0026590,C0824626
737,C0507123,C1156268
738,C2936452,C3441673
739,C1116183,C1715172
740,C0550109,C0036769
741,C0485656,C0027708
742,C1333004,C0787474
743,C1645320,C0064685
744,C3219311,C3042515
745,C2580887,C0038901
746,C2707082,C0033561
747,C2453454,C2492315
748,C2406441,C1892083
749,C0162809,C1417188
750,C2271758,C0969780
751,C2314588,C1126590
752,C0027609,C0229601
753,C3785922,C3815950
754,C2764404,C3174071
755,C0803549,C1499046
756,C2374499,C1678403
757,C3831865,C2325571
758,C0249229,C3814663
759,C1078541,C3156104
760,C2305493,C2460595
761,C0458878,C3177932
762,C2639489,C1148398
763,C0978118,C2639107
764,C1062175,C3927964
765,C3263118,C1566793
766,C1715662,C1686764
767,C2928900,C3446938
768,C1460675,C3130124
769,C1526626,C1840418
770,C3828784,C1166429
771,C3547013,C3105773
772,C3022947,C1426656
773,C3006941,C0682430
774,C1829879,C2752138
775,C3159621,C1894951
776,C1332895,C2366389
777,C3173821,C1206771
778,C1645940,C0043346
779,C1148188,C3554950
780,C0130475,C0019090
781,C0813204,C0488341
782,C3989852,C1526692
783,C3577052,C0041718
784,C1219224,C3607777
785,C1826528,C2946309
786,C3446383,C2426273
787,C1897642,C1530413
788,C3001276,C2329588
789,C3958368,C0959524
790,C1506998,C1508172
791,C1508189,C3954780
792,C1624105,C2635828
793,C3856169,C2466727
794,C1886220,C2975138
795,C1317923,C0807261
796,C3532986,C2396136
797,C0619684,C0645929
798,C0205135,C0735550
799,C2439118,C1831329
800,C3933463,C2923957
801,C1412338,C2361740
802,C1897671,C1592088
803,C2926368,C2411130
804,C1316764,C3282683
805,C3829926,C0737937
806,C0923818,C1676124
807,C2529912,C0482383
808,C1525162,C1977625
809,C0997031,C0074777
810,C0055966,C1508011
811,C3798786,C3482330
812,C1545003,C0016911
813,C1422724,C2560585
814,C0025884,C0835451
815,C0366278,C1884534
816,C1316166,C3717159
817,C0281262,C0795604
818,C3163410,C3767969
819,C1567376,C2933345
820,C0362312,C1221248
821,C2428836,C3362812
822,C2377097,C1453401
823,C3823896,C3894504
824,C1214877,C0482408
825,C0659289,C0643204
826,C3814784,C0957821
827,C3172308,C0960540
828,C2826494,C3382535
829,C0626131,C1419185
830,C0711668,C2663974
831,C2654942,C2053547
832,C0816521,C3970935
833,C1652393,C1171812
834,C3896142,C1315219
835,C2792094,C1420192
836,C3739126,C3654383
837,C1467123,C3128077
838,C1001077,C1826609
839,C3811814,C3182508
840,C0038013,C3928855
841,C3844675,C0551895
842,C3166674,C0699835
843,C2734719,C0804267
844,C2707222,C0240635
845,C1953196,C3589850
846,C0398367,C1089791
847,C1721083,C0797003
848,C2478990,C2482899
849,C4036716,C0872173
850,C1716151,C3440653
851,C3332575,C0867822
852,C1924736,C2334692
853,C3282601,C0658631
854,C2360254,C0042569
855,C3855272,C0816780
856,C3854856,C1630745
857,C3891283,C0660171
858,C1051744,C2327015
859,C2403717,C3916181
860,C3541588,C1425007
861,C1334624,C3884155
862,C2827254,C2622814
863,C0485796,C1147508
864,C1430505,C3625600
865,C0264776,C0008238
866,C3710366,C0549926
867,C0803843,C1121562
868,C2327748,C0379596
869,C0945537,C3826237
870,C0016045,C3643092
871,C1000528,C0076981
872,C1114811,C0364527
873,C0158303,C0475455
874,C0449200,C3810920
875,C0259861,C0315097
876,C1952628,C1545817
877,C0712760,C2239449
878,C0070269,C1565149
879,C3265894,C1537851
880,C1148547,C0798376
881,C1370667,C2276816
882,C3137043,C0803321
883,C2930632,C0017160
884,C3538768,C1150158
885,C3566675,C0945619
886,C0488966,C3996662
887,C3169720,C3654495
888,C0108844,C1715468
889,C0194798,C1019796
890,C2603663,C2331371
891,C0669134,C3654646
892,C0268600,C0700359
893,C0366020,C0281666
894,C3800633,C3152829
895,C2683832,C0485635
896,C0331036,C1254218
897,C0022427,C2930496
898,C2764801,C0029383
899,C1613316,C3145566
900,C1413150,C0003813
901,C1979931,C0804020
902,C1048071,C2599035
903,C3547411,C3982672
904,C0550826,C1422829
905,C0666228,C1589506
906,C3808147,C3807384
907,C1576011,C0978482
908,C2344624,C2811423
909,C3390936,C2992188
910,C0039154,C3148147
911,C3458037,C1382425
912,C0949583,C2825742
913,C0096475,C3808136
914,C0804242,C1007977
915,C1955009,C0008037
916,C3329792,C1047582
917,C1151798,C0260698
918,C0549676,C0560749
919,C0632713,C2451814
920,C3956582,C3902534
921,C3194896,C0063781
922,C3313475,C3828538
923,C2925733,C1182770
924,C1953181,C2349164
925,C3439142,C1462068
926,C0192444,C0549977
927,C2364549,C3334117
928,C3314429,C0702912
929,C0913446,C0929192
930,C2627586,C2575626
931,C0027092,C2366055
932,C0643241,C3157873
933,C0652645,C1842018
934,C1872527,C0796000
935,C1114376,C0324031
936,C0265221,C2567741
937,C0923332,C2368705
938,C0887978,C1206333
939,C0011953,C0023493
940,C2942302,C1528383
941,C1420508,C1038611
942,C0381469,C3814804
943,C2735431,C2923153
944,C2368770,C3922180
945,C0974242,C1310760
946,C1332109,C3935628
947,C0981019,C0551329
948,C2275418,C1986370
949,C0365956,C0549795
950,C2758651,C1198698
951,C3068804,C0970614
952,C3274862,C1826615
953,C1978419,C0798781
954,C0329644,C2599356
955,C3931021,C0819759
956,C1657447,C2798700
957,C0238451,C0191279
958,C1442776,C3839674
959,C1148190,C3617502
960,C0489053,C2804555
961,C0233823,C2750509
962,C2734989,C0768425
963,C3699881,C3993190
964,C3145877,C0964625
965,C1077331,C1154921
966,C1366530,C2696971
967,C3633539,C1653612
968,C0268149,C3918966
969,C3497924,C1312291
970,C1830111,C1417804
971,C2544923,C3548032
972,C0523130,C3891578
973,C1575817,C3284526
974,C0073099,C3895635
975,C1715582,C2917462
976,C0482435,C3450879
977,C2822320,C1914875
978,C0990263,C0250439
979,C3362801,C3273319
980,C2419418,C1057277
981,C1572765,C3737314
982,C3053789,C2822995
983,C3115138,C1371979
984,C3828387,C0974545
985,C1567469,C1861918
986,C1114853,C3453960
987,C0796254,C1954712
988,C2300206,C2398347
989,C0086275,C2966636
990,C2456880,C0140260
991,C0091919,C3537256
992,C3615033,C1336779
993,C1705031,C2663868
994,C0525045,C0649943
995,C2269483,C0117605
996,C2726353,C0938707
997,C0038152,C3699814
998,C0872076,C3540147
999,C0044492,C2923079
