,CUI1,CUI2
90,C1145847,C1505393
91,C3912294,C3717091
92,C3107214,C0944919
93,C3424699,C3654718
94,C1543004,C1315140
95,C1334632,C2724919
96,C0178916,C1079133
97,C1514261,C3795344
98,C0367297,C1709428
99,C0549930,C0173809
100,C2608718,C3940741
101,C0944190,C1824139
102,C2403473,C1149794
103,C1571235,C3180525
104,C1589363,C3572304
105,C3128060,C2555708
106,C0164055,C3732535
107,C0084195,C1007119
108,C2709470,C3262151
109,C3809385,C2354899
110,C3925103,C3261706
111,C1194288,C2536867
112,C1659554,C0484765
113,C2995723,C0688001
114,C2997544,C0761151
115,C4021278,C0729205
116,C0714543,C0329316
117,C2403430,C0882985
118,C0552172,C3036678
119,C0485644,C1438155
120,C0932117,C3384964
121,C2981110,C1113894
122,C3158738,C0162757
123,C0802433,C3236353
124,C0011603,C1481798
125,C3572157,C2490760
126,C3474204,C0998825
127,C0550499,C3721852
128,C2745390,C3258980
129,C1062964,C1865722
130,C2414566,C1147007
131,C1308584,C1116108
132,C2614165,C2790260
133,C1714887,C1567354
134,C1935350,C1507354
135,C0015402,C0054722
136,C1624119,C2307942
137,C1198367,C0448376
138,C0061650,C2930990
139,C0010483,C2941963
140,C1114892,C0873525
141,C2355267,C2646257
142,C0875585,C2647165
143,C0072066,C2926491
144,C1714895,C2366228
145,C3451520,C3871140
146,C3656940,C0084718
147,C0148153,C1152760
148,C0484262,C3546881
149,C0053602,C0279720
150,C2598598,C3601697
151,C0550315,C1529562
152,C0797871,C0822288
153,C1502364,C0973971
154,C1922061,C1715017
155,C2738074,C3262637
156,C3667901,C3149336
157,C4003418,C0928215
158,C3489036,C0947230
159,C1174978,C0006975
160,C2416188,C0033612
161,C4015777,C3546752
162,C3790122,C3273629
163,C0365888,C2821104
164,C2826417,C0683051
165,C1316376,C0244306
166,C2923907,C3559073
167,C3817899,C1688404
168,C3169264,C0142528
169,C3430824,C1618172
170,C1425426,C1836023
171,C3259560,C1642466
172,C2932001,C1979108
173,C2608237,C0804402
174,C0261219,C3772733
175,C1190421,C1316371
176,C3269813,C2800297
177,C2618587,C2792167
178,C2975598,C0542235
179,C0797443,C0059070
180,C1855681,C0280856
181,C1089507,C1952904
182,C3019542,C1155300
183,C2736196,C0807713
184,C0482185,C0038527
185,C0311242,C1152263
186,C0880980,C0126732
187,C0945203,C3259695
188,C0497421,C2966682
189,C3262583,C3089414
190,C0079292,C0013604
191,C1432212,C1835959
192,C0829099,C1634386
193,C0006932,C1049103
194,C0801851,C1526346
195,C1009039,C1311385
196,C0606254,C0797100
197,C1016557,C2661357
198,C3443116,C0910385
199,C1226462,C0406737
200,C0921380,C3548216
201,C0083219,C1342502
202,C3810405,C1886761
203,C3057315,C3539379
204,C0026065,C2411203
205,C1306199,C1416420
206,C3397917,C2733813
207,C3987001,C2936509
208,C1437489,C1538397
209,C0364230,C3824616
210,C3843111,C0228714
211,C3490414,C1148067
212,C1563930,C1630751
213,C2210463,C1826077
214,C3533665,C3274435
215,C1333902,C0205101
216,C1213652,C2963590
217,C1415307,C0745763
218,C1367476,C1332539
219,C2715924,C1846555
220,C0367341,C1701046
221,C0600548,C1309747
222,C1556493,C0926745
223,C0227747,C0085110
224,C2736021,C3974892
225,C2360577,C0083858
226,C2992777,C1001664
227,C0176049,C1526654
228,C0383017,C0619264
229,C2457948,C0026256
230,C3274525,C3275169
231,C1743533,C1422786
232,C3320260,C0482284
233,C3586908,C1333991
234,C2926089,C3590508
235,C0067196,C0206723
236,C2368405,C0154129
237,C0880143,C0698284
238,C1311207,C0814169
239,C3271085,C2953816
240,C1626283,C2748851
241,C1146753,C0304094
242,C0735502,C1010191
243,C3889705,C3818731
244,C0817047,C2411081
245,C1000491,C3487529
246,C0038505,C0792291
247,C2626573,C3118395
248,C1647144,C1440866
249,C0229688,C0376152
250,C0550999,C2621115
251,C0802400,C1365976
252,C3745506,C0944313
253,C1586664,C0171406
254,C0715720,C2982818
255,C1007666,C3174901
256,C0285562,C0797505
257,C0023443,C1640454
258,C0956391,C0053309
259,C1470283,C0933106
260,C3533490,C0482205
261,C0032838,C0981770
262,C1420227,C1335086
263,C0925471,C3313186
264,C1403891,C1902790
265,C1316979,C2350202
266,C1611824,C0550971
267,C1045998,C3003314
268,C1544054,C3488329
269,C0803580,C4017573
270,C3429597,C1316986
271,C0670274,C1364181
272,C4034225,C2423366
273,C0942840,C0796776
274,C0731331,C3773885
275,C0819735,C1012177
276,C3175675,C2614628
277,C2458181,C0021219
278,C2453094,C3830130
279,C1823882,C0798452
280,C1282693,C1707982
281,C0016431,C0711700
282,C1212621,C1423607
283,C0504038,C0799673
284,C3234884,C1168808
285,C2981110,C3658044
286,C0228590,C0802376
287,C3971572,C2771027
288,C1644139,C1371824
289,C0279917,C2247911
290,C2734517,C1920806
291,C1150023,C0381260
292,C0831834,C0804346
293,C1304682,C3059800
294,C0279084,C2406529
295,C3239440,C0616803
296,C3565767,C0799818
297,C1013806,C0017409
298,C0072634,C0331149
299,C1539416,C3654565
300,C1538055,C1504880
301,C2246196,C2634670
302,C1976655,C1559973
303,C3710104,C1316645
304,C0651236,C2741832
305,C1459652,C1868678
306,C1428889,C1236741
307,C1066461,C0776371
308,C1430596,C3130042
309,C0177418,C1525863
310,C3563553,C1083613
311,C0027776,C3592777
312,C2347393,C0801370
313,C0881516,C1872528
314,C1518696,C1077667
315,C0364757,C3827202
316,C0366483,C1970564
317,C3828062,C0204785
318,C1977935,C3762873
319,C2955502,C0020514
320,C0882256,C0924303
321,C0892860,C0079258
322,C2571552,C1235281
323,C2759577,C2648390
324,C4021321,C2700331
325,C3937857,C3713637
326,C0016006,C0981500
327,C3565265,C1244703
328,C1164703,C0154865
329,C1840841,C3015764
330,C2396100,C1883125
331,C1714974,C0978484
332,C0595289,C0282327
333,C1492923,C0039995
334,C0612216,C1419434
335,C0012892,C3742300
336,C0982097,C0942771
337,C2627799,C2545169
338,C3897559,C1619000
339,C2409562,C0042133
340,C1431494,C0804526
341,C1944349,C2028879
342,C3151891,C1462961
343,C3752261,C0086992
344,C0714055,C3421064
345,C0886530,C3775742
346,C2666358,C3457436
347,C1412582,C0362138
348,C2970313,C2626318
349,C3621054,C1891958
350,C0005388,C0193498
351,C0796846,C2677566
352,C2708607,C1589068
353,C0551207,C1684347
354,C1053143,C3999236
355,C2297680,C0801252
356,C3269547,C0485964
357,C1332073,C0027341
358,C0022521,C3827548
359,C2606355,C3720466
360,C1813943,C0242363
361,C1593810,C2949910
362,C0242702,C3489449
363,C0484683,C1436273
364,C1316616,C4044489
365,C0036973,C1412439
366,C3938946,C0942667
367,C0873041,C1680097
368,C3370054,C1677216
369,C2598799,C3529423
370,C0051113,C3048186
371,C0019243,C2996241
372,C3547302,C2506920
373,C2622507,C3504735
374,C1323726,C0280397
375,C2701510,C0662062
376,C0124901,C0057144
377,C2992981,C0798696
378,C1066811,C0614748
379,C3275519,C0961903
380,C0945057,C0221085
381,C0622116,C0589995
382,C1482325,C0162607
383,C1717475,C1414052
384,C0978151,C1284676
385,C0089793,C1454847
386,C0708669,C2535247
387,C0484309,C3366057
388,C0221011,C0425661
389,C3152144,C1519620
390,C3393236,C1327860
391,C0835205,C3010484
392,C2926057,C2624380
393,C1645951,C3938874
394,C0206393,C0694891
395,C0503064,C1963710
396,C3175761,C1537489
397,C1205099,C2925730
398,C1423067,C2718135
399,C0551487,C1508017
400,C3107094,C0700473
401,C1977201,C3420003
402,C0802123,C1062826
403,C3961441,C0485237
404,C1678166,C2970259
405,C1416208,C0487239
406,C3699138,C2792380
407,C1147036,C3347146
408,C1612140,C3106430
409,C0103403,C2736523
410,C2425988,C3929118
411,C0736295,C0205823
412,C3934823,C2774406
413,C1307990,C3370682
414,C2402200,C0086769
415,C0942851,C0011849
416,C0279790,C0164662
417,C0818838,C0058217
418,C0772502,C3217968
419,C1976846,C0680727
420,C1039987,C1226604
421,C0739758,C2771199
422,C0363894,C1639214
423,C3082510,C3325329
424,C2700283,C2271145
425,C0867551,C1825990
426,C3538860,C0882449
427,C2736015,C3318658
428,C3169590,C2428367
429,C1954115,C0229094
430,C0720106,C0977575
431,C3871521,C0364564
432,C3178296,C2923613
433,C3565689,C3146630
434,C0040997,C0368258
435,C2787911,C0974022
436,C2523787,C1670079
437,C2598904,C0630738
438,C3769275,C0363859
439,C3902260,C2923922
440,C1860157,C3072410
441,C2534335,C0268419
442,C3581488,C3630317
443,C0879832,C3339356
444,C3800209,C1625249
445,C1666936,C3180088
446,C2722519,C3957571
447,C3486634,C1714579
448,C0976675,C0022140
449,C0802866,C1073691
450,C2442629,C1954551
451,C2692715,C2829629
452,C0063739,C0229721
453,C0229020,C0280779
454,C0369231,C3317752
455,C0364125,C2941368
456,C3166148,C1922127
457,C3728273,C1889587
458,C0069939,C1213137
459,C1161474,C2631215
460,C3537452,C0329847
461,C2546489,C0032414
462,C1185605,C0031837
463,C3893584,C3812001
464,C3843640,C3348038
465,C3340374,C0525097
466,C1716408,C2943861
467,C0342200,C2663027
468,C1412324,C3044554
469,C0268621,C2393443
470,C2999089,C3471414
471,C2285584,C1883341
472,C1308752,C0038623
473,C0803153,C1957465
474,C1416672,C3847197
475,C0367879,C3260046
476,C3173555,C2691451
477,C1159090,C1953319
478,C1700249,C1023058
479,C3146965,C0812285
480,C1953924,C1706627
481,C0244342,C0282596
482,C2632939,C0206417
483,C3437407,C0002492
484,C2282530,C3785448
485,C2405494,C1460706
486,C0962632,C3556850
487,C0486599,C1412614
488,C2350462,C1171591
489,C3012296,C4016743
490,C1147847,C2920930
491,C0751273,C1550399
492,C0941946,C2577796
493,C2620534,C4042838
494,C0345575,C1018050
495,C1000910,C2556214
496,C3398400,C1333011
497,C0812235,C1830783
498,C3428798,C1954855
499,C3810185,C1523344
500,C4012036,C0796958
501,C3089349,C1857775
502,C0614503,C1518683
503,C3607218,C0931581
504,C0106172,C3737844
505,C0013371,C3538766
506,C1649709,C0927245
507,C1257005,C0770050
508,C0714030,C0032708
509,C3122795,C3104180
510,C1825228,C3626451
511,C0037688,C0032337
512,C3077846,C0923870
513,C0014758,C2619519
514,C0154984,C1415166
515,C1171655,C3223131
516,C0075949,C0906686
517,C0727533,C2717782
518,C3641077,C0797175
519,C1685090,C0039771
520,C1038863,C1096763
521,C0804229,C0365981
522,C3749408,C1822874
523,C3824172,C1477142
524,C0060377,C0027853
525,C0023449,C0432922
526,C2722925,C3321193
527,C0928341,C1316826
528,C2479777,C4007186
529,C0230339,C2783702
530,C0881615,C0609537
531,C1953002,C2495930
532,C0366543,C1425573
533,C0448139,C2935338
534,C0362906,C1364157
535,C0205030,C1172597
536,C2997349,C0243123
537,C0797663,C3364696
538,C2345635,C3000406
539,C1316937,C1525003
540,C2754543,C3847039
541,C2277808,C3894435
542,C0067987,C1324171
543,C0678454,C1323261
544,C2598406,C0337283
545,C3001187,C3808626
546,C3977625,C0503854
547,C3802390,C3655147
548,C3027696,C0029260
549,C3328742,C0386457
550,C1606812,C0677472
551,C3897457,C3317042
552,C0030829,C3622807
553,C3537245,C0065162
554,C1521099,C2748987
555,C0485589,C0484969
556,C3740581,C0822025
557,C3819027,C0944144
558,C1429778,C1978610
559,C1563909,C0797288
560,C1158141,C0599367
561,C1642214,C3543565
562,C3408079,C3231742
563,C1852320,C1114447
564,C3699391,C2953023
565,C1147599,C0497111
566,C3262770,C1433877
567,C2598656,C3388996
568,C0798856,C0025513
569,C0623497,C2734925
570,C3383477,C3455640
571,C3378017,C3446331
572,C0711240,C0226243
573,C0244790,C2459199
574,C1823490,C1193460
575,C3260474,C3336982
576,C0008370,C3854244
577,C0942449,C0484572
578,C0238002,C0944885
579,C1869761,C0150943
580,C0939107,C1147008
581,C0023014,C1083004
582,C2720037,C1048060
583,C1976941,C1515940
584,C2514316,C0362296
585,C3172398,C0928171
586,C1478155,C1325455
587,C0617059,C3108438
588,C0671266,C2727221
589,C2935930,C1241690
590,C0362282,C3597779
591,C2620319,C0235744
592,C0423479,C3900819
593,C3654510,C1172820
594,C2294305,C2266252
595,C1654530,C0077008
596,C0010672,C0882370
597,C0650775,C0802348
598,C3813660,C0067595
599,C2762571,C2990020
600,C3274325,C1426344
601,C2499073,C1667537
602,C2813620,C0709649
603,C0705459,C3146717
604,C4008842,C3416226
605,C1716429,C0804085
606,C2736336,C3891043
607,C0803549,C1979502
608,C1551720,C0004158
609,C2814352,C3933517
610,C3578587,C2707699
611,C0260314,C0868512
612,C0799100,C3599482
613,C1183870,C1152613
614,C0798645,C0927541
615,C1253319,C1222676
616,C3652365,C1271607
617,C4044701,C1508110
618,C0385245,C3612125
619,C1630084,C0045447
620,C1683784,C3654163
621,C2216404,C1544395
622,C1561180,C0459953
623,C0560002,C3127286
624,C0799355,C0637364
625,C0546983,C0080168
626,C0458580,C1468978
627,C1676171,C1449958
628,C0486209,C0267047
629,C2607937,C1333336
630,C0111812,C0010705
631,C1369730,C3165658
632,C1690838,C1371003
633,C0802427,C1676618
634,C1171349,C3987116
635,C1333536,C1979488
636,C0344730,C2556859
637,C3394983,C1012535
638,C3272717,C1369911
639,C2562265,C1169889
640,C1507745,C0880850
641,C0017681,C0019842
642,C0880815,C3637700
643,C0798936,C3654318
644,C0693521,C3935297
645,C0058990,C1039798
646,C1819731,C1335694
647,C0485616,C1434434
648,C0798341,C3850153
649,C2736457,C2682333
650,C0367313,C0797832
651,C3637982,C1826831
652,C0796790,C3432882
653,C1831350,C1023911
654,C3378429,C1093154
655,C3548192,C0979916
656,C2707579,C1147698
657,C3063248,C2299567
658,C0933914,C2629232
659,C0485850,C1042055
660,C1179866,C3273515
661,C2546610,C0364988
662,C1114793,C1846170
663,C1425900,C0083859
664,C1686592,C1887294
665,C0880166,C0949961
666,C2646725,C0483800
667,C3735739,C3255292
668,C0921893,C0484759
669,C3865017,C0881388
670,C0010715,C1743449
671,C3307644,C0821079
672,C3341416,C1168199
673,C1006410,C3320906
674,C1724053,C0937007
675,C0946692,C3776467
676,C0614742,C3612201
677,C0589370,C3274022
678,C1135769,C0042131
679,C1571349,C0539863
680,C1661503,C1224776
681,C1914556,C0964951
682,C1176451,C2617449
683,C1507407,C0023139
684,C0820752,C1916874
685,C0017787,C3275579
686,C0459586,C1315660
687,C2504376,C1703127
688,C1706891,C0668810
689,C2340057,C0804414
690,C0049865,C0013390
691,C1175772,C0982044
692,C0012147,C3889288
693,C2996632,C3450449
694,C1186705,C2483539
695,C2314398,C0211144
696,C1940471,C3540473
697,C1477492,C0330429
698,C3558525,C1178794
699,C2344990,C2503573
700,C0869004,C1743596
701,C1953783,C3822336
702,C3758055,C3067738
703,C3111207,C2397165
704,C3065112,C0486109
705,C1527494,C3262013
706,C0521662,C3426477
707,C3037015,C3858101
708,C1449553,C3830014
709,C0601103,C0800233
710,C1023391,C2000388
711,C1026041,C1851628
712,C0334556,C1172951
713,C2499882,C1159084
714,C3034569,C2667448
715,C1315276,C3724737
716,C2708760,C0439472
717,C0363730,C2681517
718,C0079183,C1419792
719,C2598653,C2407128
720,C0362349,C0388904
721,C0798555,C1826132
722,C0027847,C2483119
723,C0708072,C3815107
724,C2620622,C1890101
725,C0593636,C3783303
726,C0944941,C0076029
727,C0680328,C3275133
728,C0007208,C1484230
729,C0012113,C0017287
730,C1032913,C1182443
731,C3265867,C0800335
732,C1412435,C0279730
733,C1830840,C1145657
734,C0684337,C3432887
735,C0278726,C2777841
736,C2003461,C0362191
737,C1415701,C4003141
738,C0017921,C2924087
739,C1180386,C0798037
740,C3890191,C1978251
741,C0950014,C0854570
742,C1708803,C3107202
743,C2713143,C1645330
744,C1978822,C3148050
745,C2361492,C2241090
746,C3007910,C2282404
747,C2991629,C1245708
748,C1874037,C0190267
749,C0342684,C1427755
750,C2307115,C0614647
751,C1257978,C2923301
752,C2494752,C2332085
753,C1426172,C0073337
754,C0941713,C1824168
755,C1854510,C1737290
756,C0008163,C3043252
757,C0908052,C0023049
758,C0118092,C2784043
759,C1857699,C0644277
760,C0524953,C1035363
761,C0376690,C1148284
762,C0801517,C0505043
763,C0797346,C2613456
764,C2442038,C3483655
765,C2776824,C1424985
766,C1495639,C2518285
767,C3209685,C2097384
768,C0800096,C3760706
769,C0242988,C0821194
770,C1835909,C0073290
771,C3585140,C0364872
772,C2718031,C2378084
773,C1184589,C0354177
774,C0366492,C3011521
775,C0333717,C2416949
776,C3260519,C2788040
777,C3858052,C3083343
778,C0800404,C3153398
779,C1640465,C4020958
780,C1012407,C0331375
781,C1345188,C0801126
782,C2599219,C4006310
783,C1857651,C0362867
784,C2506860,C1187436
785,C3180370,C1826694
786,C3392053,C3271081
787,C1824175,C1333991
788,C2758334,C0271412
789,C1426964,C0007144
790,C0801857,C0015518
791,C1308728,C2295897
792,C0674425,C2774294
793,C3174739,C3947639
794,C0804038,C2404408
795,C3719802,C0977715
796,C3541239,C3320866
797,C0245397,C3273111
798,C1325026,C0804810
799,C2610562,C3659990
800,C0346156,C2326934
801,C1180098,C0917875
802,C3161083,C0808501
803,C3386772,C0484956
804,C2398467,C3321261
805,C0277899,C3575447
806,C2706744,C1067643
807,C1979482,C1428267
808,C0202823,C1714972
809,C3540390,C2926225
810,C0596263,C3084823
811,C0800893,C0691010
812,C1978879,C2554400
813,C1302950,C0053961
814,C4015701,C0943652
815,C1822759,C0980172
816,C3002835,C1384497
817,C3420014,C2735928
818,C0061996,C1814293
819,C1945213,C0162710
820,C0006288,C1216198
821,C0223282,C1182482
822,C0955039,C0162371
823,C2437660,C0550031
824,C2361813,C1312435
825,C2926314,C0798894
826,C0804266,C0042435
827,C1521611,C3539709
828,C2610991,C2796939
829,C0941351,C0880376
830,C1156804,C3894010
831,C0802221,C1147954
832,C3267763,C1849792
833,C0488848,C0689376
834,C3021907,C3624382
835,C3450326,C0921992
836,C1630804,C2331882
837,C0652839,C3890706
838,C0012170,C0735415
839,C3260861,C0890406
840,C0025424,C1267206
841,C1550648,C1053137
842,C0331018,C1259962
843,C1131729,C0337308
844,C1525739,C0161132
845,C2751226,C3814483
846,C0802207,C0981241
847,C2735731,C3007807
848,C0581664,C2928951
849,C0054122,C2706927
850,C3534000,C3596158
851,C0373360,C0797930
852,C0363740,C1496697
853,C0802890,C0233727
854,C1624678,C2926285
855,C1185093,C3360242
856,C3531051,C1979189
857,C2917748,C0797138
858,C0024262,C1815704
859,C3545814,C3001223
860,C0162579,C1543453
861,C3096446,C3887926
862,C3483884,C0175594
863,C1417829,C0027086
864,C0689398,C0052950
865,C1716180,C3430241
866,C0378003,C2923738
867,C3830063,C2426574
868,C0944333,C1412297
869,C3322373,C1714727
870,C0836442,C2448287
871,C4005502,C0880866
872,C1194781,C0176977
873,C2782601,C0832050
874,C3068010,C1677152
875,C2992467,C2427143
876,C0013556,C3655911
877,C3635743,C1573740
878,C0997344,C2348270
879,C1163671,C1315697
880,C1084204,C1963578
881,C3269987,C0551621
882,C0324693,C0485754
883,C1954636,C0550984
884,C1121182,C1933024
885,C0858978,C1643073
886,C0549955,C0802496
887,C2721810,C3145692
888,C0700461,C2365902
889,C3496434,C1952793
890,C2433911,C3176167
891,C0798311,C0917890
892,C3098361,C0368132
893,C0387288,C1316827
894,C4025893,C3570333
895,C1405867,C0060440
896,C0796922,C2917761
897,C0817087,C0046247
898,C3847006,C0797034
899,C2285398,C0734448
900,C3172475,C1336393
901,C0178959,C1492541
902,C0575805,C3047529
903,C3844301,C0623461
904,C3500636,C0804120
905,C3955102,C2726910
906,C2701143,C3723445
907,C1979299,C0800036
908,C2996875,C1148438
909,C2736389,C3276882
910,C1454337,C0251349
911,C1114157,C2409957
912,C0065533,C0980584
913,C1551696,C3711772
914,C2991736,C2727357
915,C2648947,C0607537
916,C3493179,C2974265
917,C0994673,C0003964
918,C3359962,C4003643
919,C0869066,C0945434
920,C3484049,C3263096
921,C3900585,C3177957
922,C1065953,C2801648
923,C3889531,C3331076
924,C3824012,C3813718
925,C3272456,C0304305
926,C1953096,C3269768
927,C2457774,C3019926
928,C2985492,C0025701
929,C1259629,C2623184
930,C2719628,C0650570
931,C0700184,C3400140
932,C3727638,C2598593
933,C1519599,C0534519
934,C4024601,C0482289
935,C2545357,C0022661
936,C0209738,C0799801
937,C0549892,C3851037
938,C2786208,C2439555
939,C1520187,C2262835
940,C1316873,C3269396
941,C3797798,C1412756
942,C1452962,C1585805
943,C1701811,C3916634
944,C2700440,C0955307
945,C1591548,C1641151
946,C2360663,C1545079
947,C2443481,C0227176
948,C1427985,C3173393
949,C0057223,C0366747
950,C1722717,C1849718
951,C3812521,C1415569
952,C0392693,C1704816
953,C1953801,C1333722
954,C1492133,C3130952
955,C0652395,C1906007
956,C0178671,C4009696
957,C1104433,C0485433
958,C0800499,C1492289
959,C3237709,C3572913
960,C1423639,C0828417
961,C3805629,C0342856
962,C3109503,C1067967
963,C0801610,C2787942
964,C1383501,C1624681
965,C1147203,C1889625
966,C2423938,C0750979
967,C0927510,C3825937
968,C3930683,C2325709
969,C3052036,C4036969
970,C1144270,C0283204
971,C3230559,C0482278
972,C2943251,C2483073
973,C2753941,C0709072
974,C1831107,C0578477
975,C2446203,C1261538
976,C2453065,C2425311
977,C3413963,C0941968
978,C3564384,C0497337
979,C1557613,C3489428
980,C3558489,C1415417
981,C1537570,C3595689
982,C0639762,C0880648
983,C2063866,C3556154
984,C1707248,C0797963
985,C0802406,C0792429
986,C2712729,C1524890
987,C1658773,C3768204
988,C0617388,C0799456
989,C0231274,C1323929
990,C0047101,C2676931
991,C2361824,C0011917
992,C1449863,C3448992
993,C2567928,C0524926
994,C1708049,C0751620
995,C2481159,C1977222
996,C1449731,C3818561
997,C1369856,C0483753
998,C1419959,C1417913
999,C3620174,C1839029
