,CUI1,CUI2
106,C1447943,C3570291
107,C3233208,C2380292
108,C3847368,C2676494
109,C0162281,C1706603
110,C1416556,C0798856
111,C0044646,C1057973
112,C3309612,C1425586
113,C2764659,C1945128
114,C2494540,C2612053
115,C1976598,C3768406
116,C2765335,C3811154
117,C1152475,C0367787
118,C0029896,C1085804
119,C2970259,C0996875
120,C3854266,C0085218
121,C3035031,C0637927
122,C3988086,C3816533
123,C3602733,C0800836
124,C0796728,C0934161
125,C3887785,C1637757
126,C1978095,C0488432
127,C3667055,C0058648
128,C1515010,C1035765
129,C3473503,C2991245
130,C0485512,C1515397
131,C0206913,C0368257
132,C2428010,C2970171
133,C3027178,C2332248
134,C3356662,C1143476
135,C2925918,C3047096
136,C0208318,C0715978
137,C3363287,C2484570
138,C0455988,C1706018
139,C0688562,C1219146
140,C0822385,C0798062
141,C1025305,C0683498
142,C3986388,C1524875
143,C2411044,C1431233
144,C1525113,C0014570
145,C2731766,C1687320
146,C0220055,C1822911
147,C2926045,C0268487
148,C0941887,C2768194
149,C1425036,C1418381
150,C0037944,C0912026
151,C0854921,C2979566
152,C1158853,C1260326
153,C0616144,C0881701
154,C0137001,C1132256
155,C1155155,C2717868
156,C0678975,C1021606
157,C2825655,C1875753
158,C0751575,C0037441
159,C2422019,C0977507
160,C1001185,C2949588
161,C1313655,C3969208
162,C1428190,C1715730
163,C0521911,C0672032
164,C1525952,C1183877
165,C3064013,C3396855
166,C0042439,C3751437
167,C3058769,C2649899
168,C0027096,C0390102
169,C0108055,C0253898
170,C2733823,C1565735
171,C1571480,C0934201
172,C0504251,C3773570
173,C3205906,C1433858
174,C3905156,C3309530
175,C3902270,C1688115
176,C3548028,C1316381
177,C3411522,C2828241
178,C1590403,C3033129
179,C2310544,C1283985
180,C1716033,C2984101
181,C1913710,C3723750
182,C0038897,C1173769
183,C0029701,C3155193
184,C0056705,C2777913
185,C0012282,C3596384
186,C0368206,C1415731
187,C2489887,C0979217
188,C2312690,C1247250
189,C3169368,C0803324
190,C2637117,C3840797
191,C1899724,C3397202
192,C3592122,C2000221
193,C2973091,C2929113
194,C3597393,C3095077
195,C1813432,C3501724
196,C1424609,C0881610
197,C1501917,C3413910
198,C0123401,C0689432
199,C0484304,C1849993
200,C0368231,C1069107
201,C2599276,C2400086
202,C2701177,C1533344
203,C1152115,C3153475
204,C3935440,C3828081
205,C2980132,C1426225
206,C1446473,C0242647
207,C0242799,C1027893
208,C1825425,C0680686
209,C0373675,C3066054
210,C0941742,C2966786
211,C0248849,C1152222
212,C3248470,C0233766
213,C0152674,C3098726
214,C1095908,C2727615
215,C1423880,C3826810
216,C4006262,C0944645
217,C1627910,C1114258
218,C3667454,C3030788
219,C2513164,C1968387
220,C2966871,C3817653
221,C3654907,C3391540
222,C0964656,C3870501
223,C0997470,C3130949
224,C1720771,C2714779
225,C1442753,C0150097
226,C0023791,C3816323
227,C0978964,C2732099
228,C3492744,C0915195
229,C1213998,C4023259
230,C0797529,C0704364
231,C2361796,C3606966
232,C0772270,C3934152
233,C3547257,C0002937
234,C1509250,C1146837
235,C1081065,C3272733
236,C0362283,C1039913
237,C1978699,C0035719
238,C1440265,C1307076
239,C2269860,C0942936
240,C0710867,C3635340
241,C1416434,C2269077
242,C1539593,C4036702
243,C0525349,C1978459
244,C0206368,C0951856
245,C0593254,C2486404
246,C2924788,C3577275
247,C2410233,C0023610
248,C3434227,C0170953
249,C3454489,C3719189
250,C0080646,C2734165
251,C3273898,C0942919
252,C1902301,C2478602
253,C2643403,C0738560
254,C0302353,C0050975
255,C0488272,C3551001
256,C3625450,C0362303
257,C1886111,C0552082
258,C0291301,C0250511
259,C0718851,C2678371
260,C0332197,C1316757
261,C2983178,C1519382
262,C2646332,C1315892
263,C0362125,C3362957
264,C1245472,C3533374
265,C0367529,C0077336
266,C1720860,C0334438
267,C3891000,C0941490
268,C0688241,C1977631
269,C3045147,C3967337
270,C1114235,C3953226
271,C3812429,C3812526
272,C3136348,C0031705
273,C0682031,C1454006
274,C1100614,C1421578
275,C1823631,C0864228
276,C2454864,C0945545
277,C0917815,C3722519
278,C3126243,C2714719
279,C0922910,C2812360
280,C1607240,C1207014
281,C0648001,C1436394
282,C1419147,C0497620
283,C0482267,C3891402
284,C1625240,C3111066
285,C3864453,C2591483
286,C1518406,C1622598
287,C1169705,C0047619
288,C2268288,C1918912
289,C1671390,C2660199
290,C2932888,C1515709
291,C1495729,C0965038
292,C0363861,C2717611
293,C1425339,C0366775
294,C0799012,C0908192
295,C0318055,C1214728
296,C0879646,C3216475
297,C1316246,C0714928
298,C1180013,C1305707
299,C0836596,C0058623
300,C0941832,C3251950
301,C2981110,C3549124
302,C1671941,C0069747
303,C0679143,C1146874
304,C4022013,C1521806
305,C1709852,C0366565
306,C0052746,C1422768
307,C2734933,C1525124
308,C0046629,C0075943
309,C1180720,C3976804
310,C2663771,C1446773
311,C2420791,C0801196
312,C0341682,C0632979
313,C2361162,C3354706
314,C1539347,C2607929
315,C0941557,C2789928
316,C1947667,C3153233
317,C0005847,C1176477
318,C4022999,C3952826
319,C2796438,C1316433
320,C0208801,C0832267
321,C0524509,C3714836
322,C0822350,C0074449
323,C1715859,C1136282
324,C2445585,C3789263
325,C1813550,C1182520
326,C0486021,C1948499
327,C1569284,C2667992
328,C2970075,C0823687
329,C3922751,C0981773
330,C0049263,C2669198
331,C3120880,C0687869
332,C2349552,C1332823
333,C1627381,C1954549
334,C0768350,C1121443
335,C0260616,C3816606
336,C2420358,C2424048
337,C1148190,C2671946
338,C3611894,C0114838
339,C1315990,C0499157
340,C3372804,C3272492
341,C3494324,C3954278
342,C1170630,C0083613
343,C0033652,C0318306
344,C3829236,C2571021
345,C0880686,C1690434
346,C0581604,C3812808
347,C1182007,C3634153
348,C3599477,C3761067
349,C0524812,C2583126
350,C3628679,C1314550
351,C0709479,C1933564
352,C1850394,C1526309
353,C3409175,C0549756
354,C1333673,C3432567
355,C0173203,C0086767
356,C1544824,C3823014
357,C1661344,C2453241
358,C1569261,C1705663
359,C1147783,C0039827
360,C0551926,C1572413
361,C1826326,C3097013
362,C0038325,C3255618
363,C1436644,C1706160
364,C0558272,C3481526
365,C3151333,C1512562
366,C3173906,C0181687
367,C2811644,C3406324
368,C2611330,C0052073
369,C1561809,C1543628
370,C3960389,C1831520
371,C1739775,C1412021
372,C1508000,C0785861
373,C3541155,C1525565
374,C3809684,C1942180
375,C1497309,C2424091
376,C3896067,C0003704
377,C0227099,C0216033
378,C2946236,C2632467
379,C0944982,C1620185
380,C2552911,C0151817
381,C2632380,C1187780
382,C1413675,C0689153
383,C1686717,C1635013
384,C1711124,C2683673
385,C2247022,C3791478
386,C1434193,C1556524
387,C1045984,C0272327
388,C1100213,C0142292
389,C2736534,C1079279
390,C3111194,C1077731
391,C0943882,C1539687
392,C1689144,C0245019
393,C0033106,C0943463
394,C2412089,C0596649
395,C2457754,C2353362
396,C2598794,C1506215
397,C2607866,C0551050
398,C1554823,C2766463
399,C1558433,C3013188
400,C0880423,C0802567
401,C0798839,C3656092
402,C2673125,C3320529
403,C0550820,C2737191
404,C3004848,C1148014
405,C3452632,C0882347
406,C1140311,C2708867
407,C3632328,C3764200
408,C1660497,C2925929
409,C0751086,C3547494
410,C1956644,C0803563
411,C2707630,C2282991
412,C1092743,C1560212
413,C0882499,C1487716
414,C2438897,C2376300
415,C0482641,C1543360
416,C3968888,C3560730
417,C1228544,C2982113
418,C3991756,C0506903
419,C3901585,C1368796
420,C2550524,C0854483
421,C0071696,C3618784
422,C3224524,C1471957
423,C3995173,C0042291
424,C0538359,C0040028
425,C0699279,C3440112
426,C0188473,C1825316
427,C1008383,C3059793
428,C1823625,C1319774
429,C2996573,C0250979
430,C1114790,C0228120
431,C1452484,C0238714
432,C0536060,C2375295
433,C2699836,C1632957
434,C2789073,C1550141
435,C1324190,C2521599
436,C3604826,C4044671
437,C0484700,C2750404
438,C3430321,C0175232
439,C1091709,C0023602
440,C3337505,C3545771
441,C0802618,C1414220
442,C2444562,C0393078
443,C0875563,C0151482
444,C0945364,C0550538
445,C3100925,C0042023
446,C2681641,C1818494
447,C1431242,C0007080
448,C3652130,C0732279
449,C3060876,C3969705
450,C1544229,C0941800
451,C1316882,C3124800
452,C0110236,C0596283
453,C2645727,C0224458
454,C1477603,C3411803
455,C1412990,C0218481
456,C2761329,C1425289
457,C1569949,C0159165
458,C2407348,C3020360
459,C1264830,C1330524
460,C0962224,C3805798
461,C1543164,C3667596
462,C0549806,C0801442
463,C0689443,C3841827
464,C0366544,C1848030
465,C1114527,C1231633
466,C1334513,C1151697
467,C3359725,C2357010
468,C1952833,C1638852
469,C3823467,C0680577
470,C3962706,C0824757
471,C1705090,C1881313
472,C2611935,C3892999
473,C1114322,C3898281
474,C1176475,C1959622
475,C1324705,C0041582
476,C1426633,C2607936
477,C3830394,C0262254
478,C0941168,C3541706
479,C1056480,C0004749
480,C2757584,C0708333
481,C2272479,C1863692
482,C4013755,C3159326
483,C0177047,C3794191
484,C0005689,C0943094
485,C3493246,C3712050
486,C2707092,C0800748
487,C3887494,C1905007
488,C0943892,C0153618
489,C0927838,C2708591
490,C2603451,C3592538
491,C1173910,C1499731
492,C1575107,C2269783
493,C2997370,C0362800
494,C0942282,C2708751
495,C1028274,C3944082
496,C3212295,C2328399
497,C1071271,C1632222
498,C3831652,C3815275
499,C3254135,C0804269
500,C0152633,C0635651
501,C1855477,C0615439
502,C2712780,C1616566
503,C1586219,C2920906
504,C1434437,C3850554
505,C0674674,C1659214
506,C3310324,C3053110
507,C2640766,C0668152
508,C1315831,C1366189
509,C3826164,C1336169
510,C1706258,C3622655
511,C3176690,C1315332
512,C3258152,C1628461
513,C0753633,C2609751
514,C3912402,C3782573
515,C1369900,C0943220
516,C2769402,C1854952
517,C1638455,C2522538
518,C0757545,C3159341
519,C0040694,C1223626
520,C2713745,C1879872
521,C0801283,C2667076
522,C2442455,C0975677
523,C2916987,C3149650
524,C2701874,C0027021
525,C0368431,C1551448
526,C2269254,C1060715
527,C1835330,C0385178
528,C3930167,C3272879
529,C1487090,C0710052
530,C0764393,C1850560
531,C2271887,C1094848
532,C3588286,C0978428
533,C0942759,C0797072
534,C3409735,C1413514
535,C1502637,C0771297
536,C3803979,C1344946
537,C3317153,C3173134
538,C1412529,C3426194
539,C1242750,C3090628
540,C0032322,C0482392
541,C1979177,C2945898
542,C1424561,C1422066
543,C3699091,C1538131
544,C0648687,C1031135
545,C0365116,C1332142
546,C0027088,C3005127
547,C3819663,C0336727
548,C3099417,C2713133
549,C3155632,C0689750
550,C1704682,C2929702
551,C2656590,C2745445
552,C1831429,C2972559
553,C0798062,C2709110
554,C1572976,C0799059
555,C2996353,C3855910
556,C2588177,C3831408
557,C1837763,C1223073
558,C2267492,C1889193
559,C2688073,C3042847
560,C3539673,C1923477
561,C0949880,C0261017
562,C2969798,C0938837
563,C2669337,C3886302
564,C3224418,C1847322
565,C3852324,C0709202
566,C2329060,C0798758
567,C0206082,C0207592
568,C2744288,C1507582
569,C3373307,C0800597
570,C3790475,C2675161
571,C3547433,C2814214
572,C3331040,C1552362
573,C0943086,C3926049
574,C3655277,C3151113
575,C0754091,C1999422
576,C3230681,C2360607
577,C0816388,C0729079
578,C3245594,C2434788
579,C3612766,C3771627
580,C3547892,C0282550
581,C0099138,C0014274
582,C0802225,C0817345
583,C4021029,C2942084
584,C2530897,C1572104
585,C0504537,C0927843
586,C1888187,C0012788
587,C2402152,C0960127
588,C0816272,C2713194
589,C1366623,C2345813
590,C0597707,C1621816
591,C3391579,C2988425
592,C0781344,C0910036
593,C1964027,C2625216
594,C3586606,C1125318
595,C0484620,C1140093
596,C0524904,C3828452
597,C3609455,C0306300
598,C0755881,C2791974
599,C3828937,C0661800
600,C2440920,C2815524
601,C1610882,C4041721
602,C2734284,C0300167
603,C2413941,C0332855
604,C2360190,C1824363
605,C1421683,C2821453
606,C0446277,C3340360
607,C3483035,C0127057
608,C2923904,C2301987
609,C0368946,C2933528
610,C1493622,C0031734
611,C1645324,C1994834
612,C2816643,C0739235
613,C1018354,C1742867
614,C3823677,C1153597
615,C0138829,C1314785
616,C1369838,C3536871
617,C3809046,C1416138
618,C0804358,C0393070
619,C2537075,C1420121
620,C1669115,C0940503
621,C3362511,C2749427
622,C2726992,C1715977
623,C2671996,C2416534
624,C0389726,C0833159
625,C0365898,C0797972
626,C0332140,C3192953
627,C3417064,C3585318
628,C2414339,C3903994
629,C1716284,C0154520
630,C2726943,C0031350
631,C0801993,C0366029
632,C0035715,C0802206
633,C1741059,C3260897
634,C0822621,C3913092
635,C0070626,C1222613
636,C4034706,C0362698
637,C0086189,C1679284
638,C3810897,C0532362
639,C3147893,C0484626
640,C1315090,C0794888
641,C1079792,C0921682
642,C1101718,C1826895
643,C0010272,C0881988
644,C0053208,C3831072
645,C3815180,C1016567
646,C1648951,C0591849
647,C3830235,C1113925
648,C1526748,C2409010
649,C0806414,C0976727
650,C1412571,C1723367
651,C1527795,C0364551
652,C1575687,C3481551
653,C0913448,C0970722
654,C3430291,C2405329
655,C0347276,C0040843
656,C3382845,C1687508
657,C0950180,C0924609
658,C1260093,C4000039
659,C3600138,C2305342
660,C2790130,C2815477
661,C2443286,C0979916
662,C0913283,C0916540
663,C1525606,C1995614
664,C2727742,C1609768
665,C3617751,C2777789
666,C3791759,C1436113
667,C0027385,C3545130
668,C0206211,C0833112
669,C0877857,C0976472
670,C1507994,C0037443
671,C3165973,C3031256
672,C1370338,C3254086
673,C1714830,C0050221
674,C1979387,C2745639
675,C1452621,C0043375
676,C2707471,C0822842
677,C3486586,C0315260
678,C1332171,C1887377
679,C0761798,C1048224
680,C0730295,C4000486
681,C0887323,C0364027
682,C1205434,C1089966
683,C1723578,C1538753
684,C0269043,C0799857
685,C3848462,C1338574
686,C2681695,C0975330
687,C3952463,C0428567
688,C1412399,C0001519
689,C3147135,C0045839
690,C3753751,C3026168
691,C0659363,C0911855
692,C2700136,C0286517
693,C1156869,C1334512
694,C2734642,C3999361
695,C3079007,C1366587
696,C1852278,C0292254
697,C1537993,C1029810
698,C3710433,C2328305
699,C1265175,C2452364
700,C2404153,C1666157
701,C3094427,C2659290
702,C2549967,C2476545
703,C0533829,C0015538
704,C0276252,C0976532
705,C3629245,C0945228
706,C3594077,C3444707
707,C1644638,C2346604
708,C2794093,C3950771
709,C2452192,C1115251
710,C0220767,C3918000
711,C0018440,C1566838
712,C3269554,C3814282
713,C0043047,C2707137
714,C1995439,C0797731
715,C1613478,C0485870
716,C3659057,C3147018
717,C0485397,C1825536
718,C2586323,C2453436
719,C3780347,C2739985
720,C0227514,C1146773
721,C0622779,C0710355
722,C2599232,C0804027
723,C1812936,C0002644
724,C1353262,C0484048
725,C3070180,C2518651
726,C2607830,C3940606
727,C2285244,C2987307
728,C2354409,C3714970
729,C1813144,C0242275
730,C3630785,C3001943
731,C1178878,C0362397
732,C1875829,C1306748
733,C1605307,C4000564
734,C1257879,C2598640
735,C3533095,C0489290
736,C1978608,C1716058
737,C1704426,C2296498
738,C2734956,C2361534
739,C2325400,C1168746
740,C1494661,C3220553
741,C2400267,C0096013
742,C0497247,C0505523
743,C2611837,C0487665
744,C3144730,C0364049
745,C0268540,C1902303
746,C3700701,C1181976
747,C3235052,C0798193
748,C1825255,C3486549
749,C1714638,C0156162
750,C2598973,C1185745
751,C1113929,C3481822
752,C3803848,C0164613
753,C2439434,C3408916
754,C3833704,C1543599
755,C2794799,C1472598
756,C0658374,C0826117
757,C1952782,C0482225
758,C3755200,C4012968
759,C1433145,C2925687
760,C1114915,C1544401
761,C1545184,C3488181
762,C3733547,C1422223
763,C2820372,C0614365
764,C0882410,C0506035
765,C2940356,C0029458
766,C0362623,C3822155
767,C3491323,C2531826
768,C1480393,C3830275
769,C3492737,C3471353
770,C0543467,C0734755
771,C0364445,C1621771
772,C1415523,C2323787
773,C0799997,C3947003
774,C3169553,C1147710
775,C1651844,C3545655
776,C0798123,C0881566
777,C1894518,C2656972
778,C3263024,C1975313
779,C2792281,C1428403
780,C0880271,C1302995
781,C1423793,C1275549
782,C3545599,C1414431
783,C1853545,C0652216
784,C2361324,C1513375
785,C2628254,C0220952
786,C2970508,C0880795
787,C0331571,C0311273
788,C1308694,C3464510
789,C1150282,C0577559
790,C1257535,C1505741
791,C2640320,C1537840
792,C3964508,C0502312
793,C0933795,C0944695
794,C3005755,C1412126
795,C2637795,C2734784
796,C2924090,C3129517
797,C1437834,C3829866
798,C1367578,C2777261
799,C1028465,C0484061
800,C1257988,C1315917
801,C0040356,C1832366
802,C2598937,C0483933
803,C1926273,C3495559
804,C3614829,C2347828
805,C2129214,C0363808
806,C0368260,C2003148
807,C0688331,C3625584
808,C3993656,C1417509
809,C2945616,C3913526
810,C1526364,C1259176
811,C1429104,C0627471
812,C2265922,C0017677
813,C2996526,C0010547
814,C1953396,C1336275
815,C2301146,C0829025
816,C0880378,C3547510
817,C1179871,C3714981
818,C0933219,C3129686
819,C0080096,C0656349
820,C1456007,C0364296
821,C2309744,C0616005
822,C0023378,C3258889
823,C0823032,C3420378
824,C0976900,C0800158
825,C3618010,C0879930
826,C0060667,C1334905
827,C3744643,C0941927
828,C2291338,C1543924
829,C0551856,C1158430
830,C0958387,C1895585
831,C3715219,C3667096
832,C1008989,C2739968
833,C1169851,C3172554
834,C3470333,C1447907
835,C1334339,C0365559
836,C2735388,C2619420
837,C1367202,C0905644
838,C1415436,C3488993
839,C1676757,C0798689
840,C0143173,C3492804
841,C3763054,C3919004
842,C0880263,C1327538
843,C3204938,C0366033
844,C0019397,C0204863
845,C3546673,C3385936
846,C1100928,C2408786
847,C0483065,C3846470
848,C3570183,C0595220
849,C1018136,C1416584
850,C1425198,C0942447
851,C0051515,C0604603
852,C0048129,C1703655
853,C2435502,C3539815
854,C1568000,C2941973
855,C1147654,C2930667
856,C2761414,C0882471
857,C0981141,C2370691
858,C0947227,C1176043
859,C0702291,C3175086
860,C0928708,C0797319
861,C4017070,C0030660
862,C1920080,C2826176
863,C0943219,C2983564
864,C3615565,C0041538
865,C0556303,C0981559
866,C3245528,C1239948
867,C1517098,C2736576
868,C1419352,C3172386
869,C0484074,C1955835
870,C0600408,C2390827
871,C0482223,C3226830
872,C1425229,C0799983
873,C0878683,C2742666
874,C0699666,C0557094
875,C3654127,C0298421
876,C1909707,C0871510
877,C1880342,C3353814
878,C3257518,C1047619
879,C2568059,C1944021
880,C0132466,C1097111
881,C0872179,C0863581
882,C1684774,C1610960
883,C4022844,C3909047
884,C1572614,C2743388
885,C3818131,C3915632
886,C0574420,C1609960
887,C3790763,C0160653
888,C2361571,C3922398
889,C0083765,C3966547
890,C0735290,C0488113
891,C4042877,C0030859
892,C1418410,C2470594
893,C3427580,C2966660
894,C0798804,C0979447
895,C1334573,C2326950
896,C0550787,C0799386
897,C3561075,C1072152
898,C1846576,C2309751
899,C1063890,C1148541
900,C3571597,C2422665
901,C2561623,C3391101
902,C0884112,C0373483
903,C2944902,C0881394
904,C3323427,C0080159
905,C2923111,C1866049
906,C3107624,C0021847
907,C1978311,C2786455
908,C3778207,C3764558
909,C2514875,C0054685
910,C0949934,C2824670
911,C0804189,C2397478
912,C3255748,C0365717
913,C0054995,C3377038
914,C0410000,C3750793
915,C0680362,C0929992
916,C3092449,C2821345
917,C0242387,C3291636
918,C0035871,C3378299
919,C1835838,C1839580
920,C1449017,C3430707
921,C0550816,C2545630
922,C2534018,C2716956
923,C1053765,C1650355
924,C0737232,C3547603
925,C3340359,C1459735
926,C0943769,C1413035
927,C0947235,C0052145
928,C0364162,C3963217
929,C0307145,C2432513
930,C2665260,C0799545
931,C1186226,C0182469
932,C3618818,C0999367
933,C3569512,C1953755
934,C0553570,C3024293
935,C2934936,C0161637
936,C0854766,C1329033
937,C0835194,C0282180
938,C2672196,C0751440
939,C0796804,C0006935
940,C3654865,C2241909
941,C2739441,C3325456
942,C3599643,C2458316
943,C0945362,C0362936
944,C0502292,C0158698
945,C1420798,C2672304
946,C0057596,C2681857
947,C1988956,C0028237
948,C1124335,C0123259
949,C3804786,C3544047
950,C0867545,C1711810
951,C0991511,C1221904
952,C1018400,C0170137
953,C3720058,C0891483
954,C3049993,C2373191
955,C3151272,C2635142
956,C0600593,C0362090
957,C0203110,C1059525
958,C3174236,C3696605
959,C1182960,C1147776
960,C1448554,C1317801
961,C1979209,C3893192
962,C2492955,C3822358
963,C1489147,C0488185
964,C3481501,C2973017
965,C3953994,C2647232
966,C0482705,C0003477
967,C1199831,C1336674
968,C2308490,C3262763
969,C1383947,C1313777
970,C0010314,C2690470
971,C0693413,C3002687
972,C3317367,C0605554
973,C0039543,C2606864
974,C0880195,C3562397
975,C1058309,C1717227
976,C1954424,C2239348
977,C0499608,C1081056
978,C3991206,C0803730
979,C1079596,C0036669
980,C0040188,C1506076
981,C0646368,C1042607
982,C0869091,C2379859
983,C3399237,C0736100
984,C0420176,C2280007
985,C1384490,C4036496
986,C0944787,C2282700
987,C0242073,C1482596
988,C3599525,C2114359
989,C1994029,C0056934
990,C3913093,C0678358
991,C0788741,C0546883
992,C3262219,C3126054
993,C3903988,C3841580
994,C1931702,C0205300
995,C0090817,C2808763
996,C3654903,C1741260
997,C3175099,C0869218
998,C3483637,C1977985
999,C0484120,C0007137
