,CUI1,CUI2,vector
187,C2444935,C0482142,0.1168
188,C3146756,C2392807,0.1010
189,C0231911,C1526993,0.1746
190,C1446947,C4046036,0.0607
191,C2346084,C3359953,0.0934
192,C0491683,C0711810,0.2260
193,C1861388,C1634066,0.1815
194,C4034335,C1527249,0.2143
195,C1613881,C3043608,0.0385
196,C1641483,C0746463,0.1884
197,C0791945,C0803794,0.1522
198,C2348774,C2412199,0.0664
199,C0371703,C0482672,0.0570
200,C0001588,C1953094,0.0091
201,C1825641,C3052738,0.0300
202,C1826574,C1185452,0.0846
203,C0978620,C3465257,0.3082
204,C1702108,C0489273,0.0451
205,C0880337,C1956355,0.3313
206,C1827970,C0072403,0.2607
207,C0800363,C0800778,0.3734
208,C2003355,C3352199,0.0054
209,C1556097,C2413486,0.0142
210,C0925100,C3583689,0.0794
211,C3071362,C0268140,0.2430
212,C2441693,C2440072,0.9395
213,C4005291,C1224035,0.0799
214,C0079850,C0222773,0.1212
215,C0998786,C3894326,0.0106
216,C1908548,C1641487,0.0203
217,C0008024,C0114346,0.3541
218,C1479155,C1552854,0.0000
219,C1939906,C3471093,0.0369
220,C1308121,C1369574,0.3409
221,C0867589,C3745016,0.1482
222,C1885270,C1241835,0.0000
223,C1155116,C0241426,0.1074
224,C0265698,C2477294,0.0945
225,C1859598,C0944297,0.1279
226,C3894874,C0365495,0.2267
227,C2813700,C3025478,0.9983
228,C0482822,C0199806,0.0964
229,C2776193,C1832007,0.0000
230,C2970183,C3157427,0.2015
231,C0030178,C3469527,0.2728
232,C1147309,C2728008,0.5218
233,C0368297,C0991770,0.5256
234,C0738550,C2479565,0.0000
235,C0550945,C1907122,0.0831
236,C2457855,C0015625,0.2763
237,C0011337,C2676272,0.3491
238,C3422724,C1625309,0.0637
239,C1240746,C2923974,0.0764
240,C0551943,C0037205,0.3524
241,C1953205,C3008611,0.2152
242,C1684405,C3717286,0.2544
243,C2734754,C3813063,0.1519
244,C1579806,C0294745,0.2354
245,C1523094,C1900225,0.4748
246,C3891884,C2539221,0.1023
247,C0020651,C1216652,0.0788
248,C2349516,C0614792,0.0820
249,C2616270,C0800869,0.0353
250,C3471116,C2416243,0.1984
251,C0221975,C0695399,0.1208
252,C3905951,C2609477,0.1400
253,C0389477,C1518962,0.2282
254,C0215217,C0945644,0.0763
255,C3653713,C2979975,0.0613
256,C0008294,C1423843,0.1816
257,C0387900,C1147104,0.0711
258,C0797467,C1152256,0.0540
259,C2764015,C2331552,0.0853
260,C1954241,C3797911,0.1255
261,C0069029,C1952674,0.3711
262,C0057659,C1325136,0.0521
263,C3383228,C2573781,0.0252
264,C1633468,C0798747,0.3348
265,C3099243,C3357271,0.9687
266,C0803173,C0037657,0.4282
267,C3272678,C2456830,0.0812
268,C1165051,C1706799,0.0484
269,C1414179,C3940766,0.1508
270,C1378258,C1413593,0.0545
271,C0789451,C3890227,0.2530
272,C0802086,C0280147,0.2823
273,C2361730,C1923016,0.0862
274,C3637183,C0217823,0.0055
275,C0799952,C2458845,0.3741
276,C1935556,C1475872,0.0267
277,C0771814,C0804836,0.1176
278,C0616534,C2361498,0.4086
279,C0266301,C1565662,0.2481
280,C2347655,C2435611,0.1479
281,C0483780,C3116640,0.3050
282,C3364283,C0152207,0.0576
283,C0326586,C0085546,0.0458
284,C0017948,C0250528,0.1456
285,C0152259,C1668026,0.0402
286,C2261661,C0022990,0.0105
287,C3169592,C2931299,0.2246
288,C0242479,C0328229,0.2484
289,C2552911,C1037405,0.0589
290,C1952932,C2650929,0.2025
291,C0603367,C1819277,0.1629
292,C2544335,C3813450,0.1014
293,C0880235,C0014597,0.3484
294,C1684322,C2290638,0.0000
295,C1999887,C1000864,0.0501
296,C1543440,C0720845,0.4865
297,C1010795,C1498700,0.0519
298,C0366191,C3246184,0.0658
299,C0289579,C3477211,0.2147
300,C1433571,C1575935,0.3234
301,C1539106,C3658335,0.2230
302,C1047480,C2425830,0.0464
303,C3669218,C1941988,0.7392
304,C1506704,C1020441,0.0920
305,C0206365,C1428195,0.1723
306,C1706466,C1698437,0.0744
307,C2247392,C2970325,0.1014
308,C1488277,C3665553,0.1095
309,C1471799,C0976011,0.1581
310,C0362745,C3034499,0.2600
311,C1015650,C1831755,0.0920
312,C1047106,C0367417,0.0933
313,C1198793,C0879798,0.1095
314,C2361543,C0829942,0.4834
315,C0079850,C1720771,0.5316
316,C0224264,C3166287,0.0661
317,C3527642,C0004811,0.0664
318,C1313540,C0029276,0.3543
319,C0077047,C3499481,0.0504
320,C2408095,C3421120,0.0583
321,C2273435,C2459173,0.0000
322,C3219812,C3538784,0.2508
323,C1024918,C3496240,0.0296
324,C0051395,C1085068,0.0973
325,C1862892,C3945012,0.1560
326,C2247843,C1543412,0.0933
327,C0485399,C0751731,0.1784
328,C1571530,C1977877,0.1212
329,C2645172,C1289858,0.0294
330,C3998007,C2384927,0.0480
331,C0643156,C0364281,0.2359
332,C1585813,C2384273,0.1979
333,C0800335,C3217992,0.0615
334,C3935723,C1716077,0.0385
335,C1868513,C1817065,0.0715
336,C3088155,C2503594,0.0351
337,C4001954,C1963064,0.2997
338,C0085606,C2531549,0.2350
339,C0881164,C0670247,0.0841
340,C1252513,C1830733,0.1289
341,C2802011,C1977633,0.2079
342,C3431851,C0228872,0.1415
343,C3262368,C0002302,0.2676
344,C2970497,C1447968,0.1115
345,C3273879,C1070174,0.7284
346,C1524268,C2460839,0.2081
347,C1573983,C1041917,0.1116
348,C0246321,C3931064,0.0153
349,C0856761,C2566343,0.2281
350,C3740386,C0797097,0.1694
351,C3274739,C1413806,0.8362
352,C2771752,C3994536,0.0186
353,C2723266,C0716302,0.0947
354,C0363826,C1587209,0.0506
355,C3273479,C1499627,0.1342
356,C2645105,C0014548,0.1038
357,C3543197,C1113940,0.1124
358,C0330199,C0188537,0.1562
359,C0054003,C3127778,0.0856
360,C1435639,C3359008,0.2403
361,C1167166,C1314972,0.0371
362,C0800795,C3813787,0.0185
363,C0042587,C3808063,0.1756
364,C1554120,C3408041,0.2004
365,C0798550,C0880631,0.8696
366,C1839838,C0009853,0.4775
367,C2244065,C1935236,0.0000
368,C0699627,C2428562,0.1190
369,C3950177,C0159858,0.0000
370,C0027769,C0556856,0.3364
371,C1017739,C3202790,0.0000
372,C0804182,C3169274,0.7016
373,C0875597,C2683492,0.5010
374,C0368543,C2744557,0.1015
375,C1743877,C1835095,0.1251
376,C0001127,C0234297,0.3151
377,C1029399,C3259000,0.0051
378,C0798039,C3654414,0.1693
379,C3398809,C2829033,0.0444
380,C2717607,C1968989,0.3218
381,C0054475,C0013990,0.2086
382,C0161406,C2678583,0.0670
383,C3450482,C1332613,0.3057
384,C3725708,C3956752,0.0297
385,C1419382,C1524643,0.1904
386,C1033953,C2546000,0.0474
387,C2643880,C0551269,0.0976
388,C1618761,C1424085,0.0595
389,C3248438,C2406600,0.2867
390,C0550335,C0797837,0.0977
391,C1025431,C2807946,0.0387
392,C2757902,C1914027,0.2932
393,C2599181,C0825245,0.3081
394,C2577803,C3812070,0.1192
395,C0723842,C3231400,0.0612
396,C2938479,C0379553,0.3731
397,C1632621,C2735067,0.1064
398,C0021758,C2982214,0.3384
399,C0881095,C1635988,0.1198
400,C3116094,C1982070,0.0508
401,C1007648,C2417594,0.0087
402,C0756463,C0117759,0.0492
403,C0503777,C3166092,0.0000
404,C0482383,C0940670,0.1124
405,C0012501,C3261699,0.1240
406,C0235068,C0101583,0.2335
407,C3106399,C0024794,0.2100
408,C3665443,C2360319,0.0830
409,C0229629,C2694375,0.0561
410,C0076857,C0202490,0.0682
411,C0055635,C1981259,0.2456
412,C0550796,C3727884,0.0536
413,C1420610,C4034272,0.1089
414,C2455583,C2923721,0.0284
415,C0006685,C0374421,0.1839
416,C0797705,C0106158,0.3444
417,C1095835,C1088951,0.0180
418,C1420631,C2722431,0.0153
419,C3393511,C1953102,0.2535
420,C1002875,C0500146,0.0659
421,C0754490,C1507461,0.1043
422,C3591265,C0373598,0.2140
423,C0254135,C1147869,0.0438
424,C0710503,C2689453,0.0065
425,C3990684,C0362186,0.5140
426,C3811040,C2930650,0.1534
427,C3226149,C0038050,0.0533
428,C2598154,C1334117,0.1058
429,C0812317,C0024198,0.5856
430,C1646684,C2699006,0.0421
431,C0926904,C1485765,0.0938
432,C2428224,C3900257,0.0466
433,C0978678,C3719179,0.3267
434,C0000872,C3637906,0.0851
435,C2316542,C2454449,0.2711
436,C0505511,C4001947,0.7032
437,C0817578,C1968826,0.2053
438,C3056515,C0996438,0.0531
439,C1931047,C1032123,0.0642
440,C3543934,C3803104,0.0445
441,C2980372,C0188172,0.0498
442,C3360957,C0804156,0.1058
443,C2767459,C0681162,0.0164
444,C1316141,C0680880,0.2469
445,C0485184,C0879744,0.9365
446,C3502977,C3017432,0.0000
447,C2549995,C1095168,0.0605
448,C2970520,C1150843,0.0085
449,C3339495,C2690607,0.0563
450,C0636707,C0915428,0.6189
451,C1009783,C1332564,0.7315
452,C1884286,C1520062,0.0538
453,C0643087,C0834947,0.2184
454,C1883425,C1831859,0.2562
455,C0616685,C3973735,0.0052
456,C0066670,C2824492,0.0669
457,C1172449,C3598022,0.6037
458,C3102439,C3086956,0.1282
459,C2765482,C2681540,0.0852
460,C0952558,C1249800,0.1225
461,C3961275,C0589507,0.0678
462,C1716706,C3889563,0.0907
463,C0362743,C1308920,0.2157
464,C2546762,C0796947,0.1140
465,C0013080,C1164897,0.5450
466,C0942683,C0062856,0.2480
467,C1238014,C0942005,0.0733
468,C0751025,C4035463,0.0339
469,C2712884,C2823321,0.1074
470,C1955068,C0077996,0.5530
471,C0879772,C2346806,0.4050
472,C3542718,C1505280,0.5747
473,C1918547,C1628658,1.0000
474,C0070815,C3565157,0.0085
475,C0933827,C2278100,0.0926
476,C3630380,C3883225,0.0426
477,C1200793,C0815682,0.0575
478,C0039690,C2283358,0.0455
479,C0929668,C2818697,0.0163
480,C1317263,C1853063,0.0265
481,C3660060,C2952031,0.0491
482,C1883716,C2688416,0.3956
483,C0933967,C0799168,0.3140
484,C2441097,C0020012,0.2968
485,C1335404,C3439602,0.5299
486,C3654814,C1530092,0.2143
487,C2708636,C2520101,0.0438
488,C2936367,C1710484,0.0340
489,C0367248,C0834304,0.0948
490,C0047683,C1659046,0.3331
491,C1654211,C2272452,0.0179
492,C2405274,C0040892,0.2202
493,C1261068,C0982360,0.0902
494,C1333821,C3325102,0.4631
495,C3475149,C2291921,0.2120
496,C1020878,C1953049,0.0892
497,C1478058,C1184431,0.0100
498,C0836248,C0177843,0.0585
499,C0000644,C0835896,0.1750
500,C0981910,C1641197,0.0868
501,C1577859,C3394591,0.1372
502,C2991798,C0035230,0.1058
503,C2768143,C1463263,0.0273
504,C3816112,C3566198,0.0345
505,C1145679,C0366498,0.6505
506,C1639393,C1334475,0.2295
507,C2453928,C1826629,0.1061
508,C3639235,C1455993,0.5890
509,C1456463,C1566241,0.2445
510,C0076116,C1957524,0.1095
511,C1952651,C3947470,0.1287
512,C1367237,C0162595,0.0229
513,C0880075,C1576470,0.4634
514,C1115916,C1135117,0.1194
515,C2772863,C1332483,0.0860
516,C1417490,C2324278,0.1859
517,C3776684,C0366358,0.1515
518,C1539603,C1425565,0.5578
519,C3042141,C1949580,0.0000
520,C0149632,C3329596,0.1837
521,C0505244,C3072909,0.6640
522,C0175827,C0797856,0.0189
523,C1544661,C2369839,0.0138
524,C0682061,C1427514,0.0461
525,C3341516,C1851842,0.0759
526,C0801608,C2685407,0.1151
527,C0581753,C0550349,0.3307
528,C0507455,C0943093,0.1659
529,C1068453,C1571445,0.3196
530,C3273919,C0629837,0.0452
531,C0803134,C2567565,0.1439
532,C1859223,C3716337,0.0156
533,C2682131,C0156726,0.0265
534,C0460004,C3590449,0.3965
535,C3145532,C2582179,0.0612
536,C3317915,C2801314,0.9553
537,C3726306,C2339966,0.0313
538,C1369615,C2430085,0.1571
539,C2001926,C0777939,0.1055
540,C1993701,C2303645,0.2865
541,C1430753,C1315814,0.0384
542,C0011710,C0975816,0.5316
543,C2920191,C2935263,0.0144
544,C0026214,C0330532,0.4302
545,C3388366,C2708689,0.0318
546,C3357182,C2566214,0.0000
547,C1523500,C1042746,0.9124
548,C1542957,C1976986,0.5378
549,C0475853,C0684063,0.5484
550,C0581879,C1315472,0.2833
551,C1422311,C1433045,0.3160
552,C0787350,C1601856,0.2470
553,C0457848,C1316336,0.1994
554,C1316851,C3887936,0.3690
555,C1675019,C3176310,0.0161
556,C3533934,C0266239,0.0751
557,C1323633,C0799126,0.1343
558,C2681087,C0001703,0.1334
559,C2970465,C3439969,0.3247
560,C0482648,C1525759,0.2402
561,C2970363,C0613458,0.1403
562,C2801106,C2980205,0.0000
563,C2406552,C1822956,0.0729
564,C0801329,C1122686,0.0336
565,C2986906,C3401245,0.1509
566,C0085300,C3993557,0.0743
567,C2412411,C0339271,0.0763
568,C3870043,C1147884,0.0867
569,C1086021,C0751795,0.2452
570,C0710368,C1642079,0.0253
571,C0227987,C0255837,0.0647
572,C2784692,C2699983,0.0000
573,C1700800,C1952842,0.0256
574,C4024348,C3328735,0.1021
575,C0981187,C2568474,0.1645
576,C0071190,C1716280,0.3684
577,C1239368,C0929216,0.1867
578,C2349086,C1214831,0.8691
579,C1473389,C0368369,0.1251
580,C0484908,C3282108,0.0667
581,C2804937,C1715141,0.0936
582,C0667943,C1333311,0.0655
583,C2658622,C2661905,0.2207
584,C0019472,C0493761,0.1050
585,C1508099,C0484801,0.2195
586,C2562043,C0932970,0.0875
587,C2246729,C1038332,0.0774
588,C0711116,C1543447,0.0048
589,C3883804,C1447928,0.3093
590,C1677866,C0030213,0.0685
591,C1813870,C1717231,0.0550
592,C2397948,C0929473,0.3183
593,C0942000,C0590272,0.0000
594,C0879688,C1679999,0.2170
595,C3594362,C0012746,0.0701
596,C1169454,C0220791,0.3512
597,C2462859,C3265545,0.0086
598,C0551253,C0824204,0.2697
599,C0383636,C0002962,0.0383
600,C3024273,C1898225,0.0179
601,C1326301,C0431375,0.2111
602,C0827820,C2361238,0.1409
603,C3564826,C1251731,0.1023
604,C0005117,C2386281,0.1853
605,C2734340,C1496634,0.1116
606,C1650841,C3087384,0.9995
607,C4036475,C4043342,0.0277
608,C1585149,C3654692,0.7115
609,C3894652,C0797378,0.0370
610,C1825956,C0616550,0.0113
611,C2828447,C1336004,0.1112
612,C2573946,C3827735,0.2242
613,C3887737,C0721673,0.1703
614,C0571855,C0981090,0.2841
615,C0689089,C0006901,0.2822
616,C0709274,C1053414,0.0664
617,C3931121,C3261416,0.0768
618,C2961427,C2375729,0.1385
619,C0364650,C0229104,0.2789
620,C0078375,C2404934,0.1769
621,C4019314,C2992741,0.0835
622,C0974506,C1561194,0.1845
623,C0797096,C0595545,0.0519
624,C3497594,C2496845,0.0269
625,C1315678,C2992284,0.3483
626,C0007867,C0484482,0.5283
627,C1707088,C0875471,0.0623
628,C3106700,C2683694,0.0827
629,C0260180,C1954353,0.1204
630,C0376449,C0342281,0.4333
631,C1511276,C3103413,0.0462
632,C3423007,C0709682,0.0175
633,C0367650,C2611868,0.4725
634,C3492311,C3385332,0.0492
635,C2820009,C2327632,0.3323
636,C2400753,C0448114,0.0415
637,C3356635,C1328174,0.4456
638,C1113975,C1174683,0.0364
639,C3734967,C2575680,0.1561
640,C1453202,C3126764,0.0618
641,C3815882,C2410750,0.2691
642,C2429389,C0550218,0.1314
643,C3108323,C2618693,0.0945
644,C0032013,C1470876,0.1645
645,C3982623,C0036631,0.3671
646,C0342643,C1508036,0.0834
647,C1526007,C3221146,0.0030
648,C2981308,C0817116,0.2274
649,C2002244,C0033706,0.4585
650,C1434995,C1155326,0.0205
651,C3263231,C1506609,0.0480
652,C3120986,C2500190,0.0603
653,C3740766,C0799797,0.1554
654,C0642790,C0734534,0.1846
655,C3564866,C3401353,0.1768
656,C2598813,C0357079,0.0060
657,C1824670,C2632153,0.1418
658,C0038490,C0157231,0.0874
659,C1438798,C1306913,0.5246
660,C0799984,C1415238,0.0996
661,C2774655,C0032974,0.2653
662,C2629138,C1369598,0.2684
663,C0691677,C2295408,0.1433
664,C3086248,C3269568,0.1896
665,C1982438,C4016330,0.1002
666,C3067915,C0485130,0.1158
667,C0028741,C3082068,0.2345
668,C1078206,C3216338,0.0000
669,C2598772,C3179184,0.2656
670,C1706141,C0708485,0.1198
671,C3941853,C2581567,0.0907
672,C0367661,C1952971,0.3404
673,C0362745,C2338203,0.3633
674,C0802361,C1090972,0.1840
675,C0691089,C0689763,0.4398
676,C0010976,C0207509,0.3226
677,C1211989,C3738125,0.0000
678,C0721525,C2970001,0.1850
679,C2243156,C0506930,0.1137
680,C2267663,C0020164,0.1543
681,C1923868,C0941739,0.3317
682,C1332561,C0931375,0.3685
683,C1016961,C3542197,0.0357
684,C3273689,C3065989,0.4182
685,C3900722,C3899133,0.0252
686,C3543479,C3616191,0.0428
687,C0773907,C1334148,0.1595
688,C2270172,C0923266,0.0546
689,C1309322,C0038192,0.0210
690,C1260034,C0629993,0.1677
691,C0616797,C2663298,0.1430
692,C3367397,C0224800,0.0602
693,C1114869,C0825190,0.3101
694,C3743809,C0341244,0.1107
695,C1498287,C2284736,0.0821
696,C3746326,C1544057,0.0866
697,C1436431,C0797031,0.1352
698,C2935715,C1094235,0.0201
699,C3699173,C1522211,0.3136
700,C1931795,C2460499,0.0148
701,C0934728,C1894612,0.5176
702,C3261401,C0751495,0.3777
703,C3738425,C1689534,0.0326
704,C1738634,C1954744,0.0000
705,C3782796,C3993523,0.0180
706,C0054958,C1076924,0.2119
707,C2454926,C3976110,0.0418
708,C0079543,C3171860,0.6166
709,C0033788,C3815601,0.1078
710,C0488637,C1521201,0.0628
711,C2424450,C0027401,0.2089
712,C1412933,C3310152,0.0247
713,C1979042,C3504951,0.0539
714,C3426578,C3502865,0.0910
715,C0915070,C1512335,0.1570
716,C3728309,C2578893,0.0432
717,C2273827,C3328800,0.0772
718,C1177075,C1146764,0.2668
719,C2343662,C1258233,0.1085
720,C3828425,C0551908,0.0138
721,C2823055,C0482221,0.0245
722,C2636605,C0062247,0.0289
723,C0202182,C3365828,0.1744
724,C1146892,C3783820,0.2343
725,C0550157,C0484898,0.6340
726,C1425913,C3695921,0.0300
727,C3326787,C2744502,0.0469
728,C2346551,C3592742,0.0461
729,C2694469,C1332257,0.1325
730,C2361459,C0155257,0.0618
731,C2699474,C1978024,0.1886
732,C3562661,C1479319,0.8600
733,C3543413,C2418472,0.1826
734,C0942859,C0735599,0.2719
735,C0063417,C1413276,0.5867
736,C1621547,C0643284,0.1364
737,C1572787,C1171493,0.5772
738,C0911637,C1066955,0.0166
739,C0036720,C0942907,0.7716
740,C3538401,C3049210,0.0000
741,C2974627,C1101049,0.1296
742,C0647973,C0879643,0.2202
743,C1061161,C1573131,0.0518
744,C1062082,C1654171,0.0120
745,C2813855,C2796168,0.0179
746,C3261248,C2360220,0.2121
747,C1979144,C1638208,0.3450
748,C3955778,C0364662,0.0090
749,C3869969,C2934980,0.4330
750,C2361631,C3801617,0.3494
751,C0080141,C0424350,0.3473
752,C0979131,C0484483,0.2392
753,C2458374,C0157667,0.1316
754,C1721043,C0915760,0.0666
755,C2733673,C2710845,0.0000
756,C3618634,C1666554,0.0505
757,C1413744,C0997159,0.0099
758,C2735150,C1454609,0.0759
759,C0015518,C0279586,0.2372
760,C3227842,C1639401,0.0456
761,C3471417,C3418869,0.0896
762,C1086665,C1333652,0.3320
763,C1553245,C3898184,0.1084
764,C1009533,C0606052,0.0887
765,C3811281,C3088657,0.0000
766,C2501968,C3822415,0.0983
767,C3574382,C1092956,0.0754
768,C2814142,C0822000,0.0716
769,C1597095,C0071295,0.0132
770,C2605656,C0054450,0.0869
771,C1147568,C1870773,0.2785
772,C2932946,C1999421,0.3452
773,C0005957,C1258071,0.6226
774,C0206115,C2543246,0.2231
775,C0486142,C0770751,0.0676
776,C3782052,C1633043,0.9902
777,C1101150,C3657986,0.0816
778,C3555474,C1423547,0.1340
779,C0277925,C2328844,0.0421
780,C1704926,C3846277,0.1934
781,C3053922,C2827917,0.1261
782,C3730469,C0815574,0.1086
783,C3640870,C1414007,0.1037
784,C3894497,C0284725,0.0968
785,C3788230,C0262271,0.1593
786,C0706634,C0024305,0.0217
787,C0019164,C3329240,0.0852
788,C2404485,C3713183,0.1652
789,C2796253,C3247166,0.0504
790,C0484211,C1271110,0.1555
791,C0488665,C1218363,0.1286
792,C2546015,C3131516,0.0426
793,C0008586,C0740130,0.3773
794,C1830302,C2618936,0.1144
795,C0488281,C1369967,0.0682
796,C1954198,C3005207,0.0000
797,C1716353,C2521045,0.0471
798,C0619790,C0039984,0.4826
799,C0608291,C1315864,0.0920
800,C0482014,C0924673,0.2392
801,C1336249,C0751330,0.3024
802,C1426073,C0800957,0.2937
803,C2287092,C2653755,0.0180
804,C0550631,C1954961,0.1211
805,C0736937,C0364922,0.1028
806,C0002892,C1935941,0.3618
807,C2389993,C2306246,0.1674
808,C2627360,C2930080,0.0060
809,C1100951,C3576066,0.0164
810,C2928909,C0975793,0.4882
811,C3640088,C0364092,0.1643
812,C0799102,C2648744,0.1040
813,C0772051,C3533738,0.4594
814,C3890044,C0245227,0.2515
815,C2472552,C0486123,0.0749
816,C1414561,C2948244,0.0220
817,C0485300,C2640248,0.2386
818,C1371984,C2272900,0.1501
819,C1643171,C0366205,0.1905
820,C1136963,C3295072,0.0635
