,CUI1,CUI2,vector
274,C1312559,C3016744,0.2099
275,C1160172,C2001127,0.0349
276,C0690083,C1927426,0.1085
277,C0880419,C0800456,0.1923
278,C0003507,C1526086,0.2138
279,C3741813,C0385251,0.0997
280,C0827652,C1148246,0.1306
281,C0551871,C1957390,0.1994
282,C1702011,C0880130,0.3261
283,C1538680,C0751987,0.1079
284,C1549094,C2247656,0.1296
285,C2813862,C1033842,0.0759
286,C3275141,C3470287,0.0352
287,C0945467,C1226450,0.2499
288,C0364062,C0815907,0.1350
289,C1414386,C0485627,0.2146
290,C1526595,C3200110,0.0975
291,C0550196,C1487499,0.0872
292,C2348019,C3499619,0.0228
293,C0022782,C2685570,0.5166
294,C0971810,C2824401,0.7800
295,C0995661,C0549710,0.1105
296,C3121941,C3786413,0.0710
297,C2794458,C3402577,1.0000
298,C3551840,C3590838,0.0560
299,C3130933,C1082443,0.0000
300,C0281632,C0717309,0.5654
301,C1035104,C1876213,0.0328
302,C1995849,C1329020,0.0774
303,C2923891,C1905275,0.1886
304,C2802339,C3653289,0.1930
305,C1452533,C3011772,0.3689
306,C3701198,C1835342,0.0000
307,C3176055,C0941855,0.0676
308,C0585029,C1445993,0.1169
309,C1823791,C3553644,0.1014
310,C3032382,C1426010,0.0547
311,C0079541,C1414805,0.4236
312,C2946346,C2599303,0.2344
313,C3618808,C1678038,0.1348
314,C0977516,C0690825,0.4143
315,C3611184,C0800746,0.2388
316,C2738979,C0485674,0.0993
317,C0039600,C3176064,0.3481
318,C0941708,C1621630,0.0647
319,C0178543,C1824719,0.2380
320,C0019977,C3119428,0.0286
321,C0026374,C3813705,0.0483
322,C1978048,C0085484,0.1545
323,C1576346,C0036078,0.2838
324,C3728783,C1869229,0.0000
325,C3124717,C2678925,0.0409
326,C3352499,C0482714,0.1402
327,C3968378,C0639435,0.0713
328,C2579566,C0980713,0.2771
329,C1336557,C0240223,0.1403
330,C2598943,C0016989,0.3396
331,C0366496,C1302025,0.1317
332,C1412428,C1823959,0.5531
333,C3062271,C0278863,0.3413
334,C1147126,C2656584,0.1161
335,C0799226,C3243437,0.0095
336,C0367310,C0798258,0.6230
337,C0484019,C3847736,0.0504
338,C3887523,C1316483,0.1400
339,C1632978,C3888018,0.2313
340,C0185965,C2003577,0.0718
341,C1037611,C1941565,0.6325
342,C1148237,C1558525,0.1981
343,C1032598,C0880068,0.1488
344,C1616327,C1870795,0.1490
345,C1179213,C0021532,0.1364
346,C0550195,C3233363,0.0921
347,C1020245,C3974959,1.0000
348,C2361311,C2599172,0.1503
349,C0042509,C3791996,0.1524
350,C0645169,C0488582,0.1103
351,C0772979,C2129214,0.4920
352,C0367783,C0364388,0.3337
353,C0365800,C2923262,0.1618
354,C0030859,C2392771,0.2014
355,C2807108,C3176100,0.0674
356,C1378317,C3713017,0.6531
357,C2304383,C1194635,0.0000
358,C0008221,C2788942,0.5325
359,C0319269,C3464559,0.0231
360,C0934303,C0978537,0.3424
361,C0482364,C1430441,0.2142
362,C3064603,C1955511,0.0421
363,C3166167,C3318528,0.0633
364,C1301894,C1259556,0.1028
365,C2651198,C1539750,0.1037
366,C0280268,C1927244,0.2053
367,C0362869,C2652383,0.2424
368,C1315924,C2638131,0.0517
369,C3840697,C3765753,0.1142
370,C1674899,C2755503,0.0416
371,C2439851,C2679217,0.1093
372,C2703853,C1154746,0.0649
373,C2829864,C0385774,0.1602
374,C3496782,C0637851,0.5296
375,C1522612,C1714997,0.0923
376,C2375248,C1927522,0.0486
377,C0459952,C2687404,0.0665
378,C0448144,C1544029,0.1977
379,C3754186,C0047861,0.1070
380,C2421171,C2708580,0.0599
381,C3095124,C0021263,0.0130
382,C0534825,C2749759,0.0362
383,C0616453,C1573459,0.1205
384,C2344625,C1505584,0.1823
385,C1203454,C3188873,0.0357
386,C3844082,C2604261,0.1415
387,C0716838,C1527419,0.0173
388,C0631712,C3012608,0.0712
389,C3278515,C2444722,0.2662
390,C1110594,C0365099,0.1282
391,C3636052,C2304263,0.1244
392,C0550082,C1697989,0.0866
393,C2532919,C3333796,0.0554
394,C2961911,C2332042,0.1097
395,C1150162,C0079173,0.1491
396,C3814690,C1420631,0.6395
397,C0452458,C0529036,0.0584
398,C1435902,C2708941,0.1087
399,C1384511,C3474128,0.1207
400,C3146899,C2727154,0.1369
401,C1021953,C0254123,0.7275
402,C0896830,C3528994,0.2394
403,C3926826,C2460720,0.0540
404,C2992952,C0364170,0.2074
405,C2661960,C3618903,0.0412
406,C2361148,C1530192,0.1009
407,C2944794,C1525717,0.1050
408,C1310888,C1432515,0.1163
409,C0691837,C1880256,0.1597
410,C1151351,C0628280,0.3666
411,C0822946,C0116250,0.2214
412,C0031268,C1942844,0.0422
413,C3932895,C1311961,0.0365
414,C1715564,C0679468,0.2660
415,C1003969,C0317742,0.0506
416,C1051111,C1819406,0.0346
417,C3012081,C0366738,0.2751
418,C0752265,C0882311,0.1859
419,C1369790,C2515751,0.0395
420,C0384502,C1573269,0.1066
421,C3257887,C3027822,0.2460
422,C1822817,C1221100,0.0000
423,C3118190,C1526593,0.1095
424,C0826141,C0363417,0.2155
425,C0881500,C1539089,0.1547
426,C1070037,C1954364,0.1254
427,C2411817,C3857861,0.1174
428,C0689485,C0363345,0.5896
429,C0797682,C1950723,0.2114
430,C2797383,C0728759,0.2167
431,C0802040,C1288524,0.4097
432,C1156091,C0043540,0.1008
433,C1836417,C0804446,0.0836
434,C3470126,C0636191,0.1737
435,C3943550,C2680482,0.0585
436,C1544316,C2937520,0.0994
437,C1953953,C0797815,0.2550
438,C2980449,C0295140,0.0000
439,C3999542,C2484787,0.0485
440,C3642344,C2809186,0.4415
441,C1423526,C0941622,0.1357
442,C1868689,C0740944,0.1312
443,C2717643,C0029000,0.0603
444,C2715671,C1254201,0.0209
445,C0009952,C2295285,0.1068
446,C2350418,C0075142,0.1675
447,C0363980,C0967663,0.0928
448,C2241228,C3494160,0.1842
449,C3379642,C1688043,0.0180
450,C2654362,C0504933,0.0652
451,C1749421,C3359110,0.0253
452,C0226804,C3089653,0.5211
453,C0445748,C2269950,0.0491
454,C0655100,C0974907,0.0863
455,C0375778,C0803319,0.0882
456,C1072492,C3057062,0.9894
457,C0277120,C3908028,0.0590
458,C2613639,C3108969,0.0375
459,C0022333,C2938480,0.3441
460,C0961026,C2428071,0.0798
461,C0827155,C3215553,0.0000
462,C2681758,C1035144,0.0369
463,C0039226,C3692705,0.2170
464,C3490146,C3393329,0.0657
465,C0021735,C0184352,0.5226
466,C0149871,C1328256,0.1847
467,C1556684,C0976907,0.3705
468,C0975430,C1215010,0.1527
469,C2617405,C0014599,0.3642
470,C3171814,C0033775,0.4765
471,C3417724,C0800709,0.1508
472,C1262346,C0941596,0.0209
473,C2279787,C2811508,0.0629
474,C0025149,C0730732,0.6513
475,C3320492,C2587113,0.0000
476,C2650694,C3541699,0.0643
477,C0364893,C0242589,0.1191
478,C1156700,C3026776,0.2476
479,C0455099,C3361065,0.0532
480,C1977720,C1714888,0.4221
481,C1524813,C3453960,0.1028
482,C0280296,C2372525,0.2372
483,C0226829,C0046319,0.3389
484,C1616275,C0366525,0.1435
485,C0980633,C0017992,0.3374
486,C3610551,C1417811,0.0457
487,C1837963,C1717349,0.1074
488,C3373317,C0483146,0.3423
489,C0010805,C1834144,0.2000
490,C0234540,C1880616,0.2486
491,C0802903,C0942492,0.2274
492,C0832723,C1518155,0.3852
493,C3540543,C3711399,0.0773
494,C0037817,C0086203,0.1961
495,C3600238,C2289441,0.0823
496,C0328488,C0362816,0.0696
497,C1193666,C2688628,0.0563
498,C1271941,C0942634,0.0238
499,C3266858,C2412698,0.1114
500,C3780677,C1842153,0.0685
501,C1969039,C2282714,0.3790
502,C3625588,C0228614,0.0857
503,C0980022,C2416222,0.1829
504,C3239796,C0208138,0.0475
505,C3481635,C1316123,0.3003
506,C3991502,C0734671,0.2852
507,C0602738,C0956944,0.1256
508,C3928914,C0279587,0.1723
509,C1144000,C2239999,0.0214
510,C0226609,C1113893,0.1737
511,C2605807,C1021932,0.1662
512,C1427116,C2648664,0.0565
513,C1880841,C2782078,0.0940
514,C1830344,C2326914,0.1479
515,C0881751,C2617601,0.1918
516,C2290941,C0242987,0.1964
517,C0300196,C2525447,0.0417
518,C1423708,C3566425,0.0492
519,C1953018,C0676939,0.1513
520,C0332468,C1817048,0.0121
521,C0485175,C0797571,0.1039
522,C0673663,C3654155,0.0190
523,C2985356,C1622318,0.3109
524,C0060696,C1482988,0.2811
525,C0662155,C1875704,0.0339
526,C1716319,C0597434,0.3600
527,C0013494,C0945505,0.3611
528,C2723821,C0827042,0.0000
529,C1976934,C3257816,0.1286
530,C1422986,C0023299,0.1877
531,C0504590,C1437095,0.0020
532,C0270612,C0800614,0.1403
533,C3828742,C1315743,0.0032
534,C2686241,C3772330,0.1065
535,C0613959,C3211725,0.0340
536,C3974649,C1225967,0.0648
537,C0803440,C2780245,0.1802
538,C1134566,C1553265,0.0134
539,C0717976,C2412638,0.0653
540,C2444166,C1315336,0.1546
541,C2973070,C2949308,0.0476
542,C0938466,C0798594,0.0901
543,C0600500,C0222770,0.0562
544,C3006607,C0154842,0.0218
545,C1011747,C2822659,0.9894
546,C1570686,C0887848,0.1451
547,C1602412,C1417012,0.0070
548,C3341852,C0365966,0.0907
549,C1313009,C0355699,0.2161
550,C1538979,C1527044,0.0967
551,C1893126,C0010298,0.6365
552,C2926049,C1568516,0.1496
553,C3009100,C2419394,0.0422
554,C3927869,C2348868,0.0522
555,C1335073,C3902085,0.1748
556,C0047799,C4015800,0.1462
557,C0802382,C3982113,0.0241
558,C0872697,C0484163,0.4302
559,C0678761,C2759134,0.0366
560,C2477766,C0367238,0.0947
561,C0005976,C1591735,0.4510
562,C2336654,C0936454,0.0000
563,C0880466,C0455099,0.0331
564,C0687883,C3762096,0.1979
565,C0282641,C0358842,0.0335
566,C3465044,C1552732,0.0993
567,C2931150,C2973562,0.0890
568,C3976235,C3725259,1.0000
569,C1498089,C0206055,0.0110
570,C0522476,C0083846,0.0668
571,C1678591,C3719914,0.9439
572,C0500798,C3957428,0.0822
573,C3482309,C1953328,0.2285
574,C3809859,C0376171,0.4933
575,C0977588,C0262019,0.0060
576,C3590049,C3218853,0.0000
577,C4034996,C1235296,0.0480
578,C0953849,C1517057,0.0400
579,C1414078,C3540114,0.9005
580,C2662936,C3644443,0.0437
581,C3921648,C3435325,0.0408
582,C1147032,C0292639,0.0802
583,C0799125,C1817218,0.0757
584,C0060103,C1438111,0.3128
585,C2923851,C3726137,0.1349
586,C0232209,C1825397,0.0745
587,C0927085,C2550626,0.0983
588,C0683825,C2942661,0.0371
589,C1622334,C1544096,0.1720
590,C3822503,C2288445,0.0780
591,C3736595,C0627252,0.0456
592,C3414989,C1949276,0.1224
593,C1134698,C0230087,0.1733
594,C1334026,C2923613,0.1491
595,C1526578,C1423546,0.0363
596,C2709486,C3944473,0.0157
597,C2471490,C1150557,0.1080
598,C0927819,C1575073,0.0000
599,C0474543,C1551067,0.1284
600,C2490177,C2326964,0.1481
601,C0485283,C1426082,0.1123
602,C1147749,C2619499,0.1441
603,C0427480,C0240533,0.2709
604,C2657506,C0797728,0.1830
605,C0020861,C2414697,0.1266
606,C0012482,C1416808,0.1143
607,C1567744,C3667081,0.0261
608,C1378364,C0341858,0.4579
609,C1548154,C2734234,0.0142
610,C1234830,C0021461,0.0566
611,C1661326,C3746011,0.5327
612,C0364430,C1579749,0.1365
613,C1839110,C3490453,0.1575
614,C0484590,C3916591,0.1100
615,C0800899,C0616047,0.1773
616,C2563732,C2351368,0.0688
617,C0032231,C0071923,0.2817
618,C2649782,C0923640,0.6198
619,C3494428,C1415068,0.1554
620,C2510740,C0423128,0.3235
621,C2746975,C3895740,0.0008
622,C1989212,C0317665,0.0097
623,C2396488,C1224260,0.0560
624,C3407947,C1737325,0.0000
625,C3403016,C2708919,0.1813
626,C1044169,C2772270,1.0000
627,C0366309,C1315345,0.1362
628,C0013055,C2605495,0.1433
629,C1813987,C3322333,0.2291
630,C1625730,C1979161,0.1540
631,C2341613,C1954116,0.1899
632,C3721470,C3260753,0.1163
633,C0881102,C3272287,0.1974
634,C0155587,C0015970,0.7030
635,C1427920,C1838702,0.0461
636,C2944845,C1332801,0.0829
637,C0004842,C1935851,0.0000
638,C1324975,C3503366,0.0000
639,C0824402,C1316370,0.2172
640,C0658103,C1854225,0.1313
641,C3259957,C3654407,0.3809
642,C0712835,C1668585,0.0643
643,C3037170,C3699612,0.3264
644,C0804381,C0011135,0.3472
645,C1545729,C0317920,0.4347
646,C2525697,C0028395,0.0088
647,C0803105,C0085105,0.2672
648,C1704879,C0802196,0.1292
649,C2708753,C1324975,0.1065
650,C0602345,C3262614,0.2162
651,C0202830,C0296689,0.0000
652,C0388979,C0803483,0.1515
653,C0798879,C2577951,0.0702
654,C1315511,C0126344,0.0468
655,C2708852,C3887542,0.3320
656,C2289449,C1142633,0.0277
657,C2605914,C0945583,0.0343
658,C0366327,C3001870,0.0919
659,C0159877,C1825005,0.0310
660,C2917028,C3486488,0.1450
661,C0629013,C0362262,0.2683
662,C3484131,C1326130,0.0348
663,C0944657,C1422736,0.2742
664,C1493372,C1717569,0.0511
665,C0001133,C0799992,0.1687
666,C0939788,C1447172,0.1143
667,C2301411,C3169688,0.0162
668,C3723138,C2718184,0.2966
669,C3547047,C2517103,0.0366
670,C2652609,C3317721,0.9995
671,C1089776,C0226850,0.0831
672,C3830897,C1978581,0.3542
673,C0008961,C2926400,0.2922
674,C0497409,C1206219,0.1865
675,C1501462,C0023440,0.3477
676,C0680826,C3547141,0.1111
677,C3391619,C0800215,0.2487
678,C2929267,C3667858,0.3202
679,C2301981,C3533812,0.1133
680,C1537832,C1572636,0.0530
681,C1333173,C3772942,0.3442
682,C0225976,C0826993,0.0374
683,C0363642,C2642553,0.0667
684,C1219032,C1113978,0.2542
685,C0081620,C0975724,0.5475
686,C2306657,C1952810,0.1760
687,C3206132,C1426025,0.0314
688,C2773662,C0764974,0.1163
689,C0238461,C1952834,0.3680
690,C2629647,C1259455,0.0702
691,C4012323,C3585348,0.0000
692,C2462127,C1114637,0.0941
693,C1085936,C0488845,0.0663
694,C1464110,C0774580,0.1283
695,C0682610,C0880115,0.3219
696,C3828371,C0800292,0.0015
697,C2577536,C3469621,0.1682
698,C2918009,C0295950,0.4111
699,C2599162,C0801209,0.1862
700,C1151607,C0909271,0.1085
701,C0368144,C1438861,0.2694
702,C2639894,C0019386,0.1504
703,C2729790,C3893834,0.0813
704,C0152289,C1544715,0.5961
705,C0012274,C3423366,0.5956
706,C1907485,C0227136,0.0524
707,C0506910,C4019173,0.0575
708,C2525419,C0797091,0.0785
709,C1508027,C0162748,0.1045
710,C0959511,C3094463,0.1102
711,C2536899,C2735756,0.0298
712,C0488058,C0485259,0.1071
713,C0946391,C1373124,0.3892
714,C4018549,C2768248,0.0851
715,C2530170,C2283288,0.0595
716,C2685052,C3245210,0.0111
717,C1506757,C0331137,0.0189
718,C1709089,C1543381,0.5816
719,C0541792,C3891316,0.0702
720,C0342467,C2641376,0.1932
721,C3228670,C3815965,0.0000
722,C3282677,C1058903,0.1802
723,C1723182,C0113723,0.4679
724,C1687336,C0694140,0.0023
725,C1071563,C1136148,0.0738
726,C0880158,C1495786,0.0683
727,C1188423,C2245303,0.0017
728,C0482787,C2348368,0.1533
729,C0638546,C0492333,0.0829
730,C3754355,C0060605,0.0225
731,C1961983,C0953278,0.0000
732,C0013291,C0485972,0.3299
733,C1253197,C1977892,0.1909
734,C2648133,C0486212,0.4794
735,C0366345,C3488914,0.1193
736,C1025627,C2790043,0.0741
737,C0637104,C1978221,0.0995
738,C2355475,C1435037,0.6444
739,C3813641,C1326761,0.0022
740,C0169798,C0980221,0.1759
741,C3194621,C2409542,0.1306
742,C2695094,C0708057,0.0618
743,C2734593,C0775245,0.4892
744,C2414801,C0003070,0.1790
745,C0752295,C1006307,0.0493
746,C1273362,C2425917,0.0042
747,C3979175,C0739782,0.0000
748,C0803875,C0367240,0.3195
749,C3608565,C2604829,0.0000
750,C1493540,C2471875,0.0685
751,C0362851,C0551358,0.6671
752,C3502312,C0800194,0.2416
753,C0038319,C2986948,0.2490
754,C0280617,C2349920,0.2700
755,C1597393,C2598376,0.0000
756,C3411429,C0549671,0.0916
757,C2751072,C2341796,0.2299
758,C3903596,C0055003,0.1034
759,C0376628,C0362554,0.1636
760,C0017951,C1416444,0.1206
761,C1600407,C1874132,0.2645
762,C0882511,C0497161,0.1108
763,C1314780,C1125120,0.1356
764,C0525730,C1949154,0.0286
765,C1706037,C1519830,0.5964
766,C0804316,C1648940,0.3974
767,C2402276,C0882528,0.1890
768,C0485355,C2430413,0.0306
769,C0979936,C1159384,0.2189
770,C0012798,C1624672,0.6216
771,C1538692,C0642283,0.0742
772,C1247113,C1551957,0.0000
773,C0945464,C2400315,0.0216
774,C1545427,C1578184,0.5582
775,C2406402,C2821282,0.0358
776,C2479282,C0945082,0.1329
777,C0229819,C0031364,0.3851
778,C3412600,C0944517,0.0062
779,C1948501,C0081671,0.1558
780,C0580797,C3893828,0.1342
781,C0439774,C1453151,0.1375
782,C0923409,C3538925,0.1028
783,C1944234,C3822247,0.0000
784,C0019028,C0482438,0.2290
785,C2644454,C3349099,0.0445
786,C3341959,C1911161,0.9927
787,C0006938,C0799749,0.4123
788,C0228423,C3548266,0.1189
789,C1244071,C3089808,0.0552
790,C0022346,C1414226,0.2507
791,C3013231,C0345604,0.3886
792,C1416765,C1015808,0.1246
793,C1526405,C0763482,0.7922
794,C0613830,C0646941,0.2763
795,C3061536,C0376175,0.1742
796,C1316271,C0880424,0.2645
797,C1542958,C0241321,0.2062
798,C0069879,C2947023,0.0844
799,C0688787,C0033909,0.3197
800,C1704545,C2447892,0.2374
801,C1007363,C2313814,0.9419
802,C0708781,C0366076,0.3688
803,C0603063,C0062797,0.3988
804,C0013902,C1902825,0.2157
805,C1605045,C1954353,0.0043
806,C0386967,C0714615,0.1813
807,C1670561,C3146231,0.1036
808,C0012154,C0801403,0.2120
809,C1168405,C1070571,0.0533
810,C3818022,C0405992,0.2070
811,C0922657,C1543490,0.1429
812,C3499691,C1955044,0.1808
813,C3445814,C1668495,0.0000
814,C2395589,C0053422,0.4731
815,C0947785,C1954599,0.1243
816,C0927342,C3303528,0.2319
817,C1416526,C2816860,0.0383
818,C1958506,C1067059,0.0491
819,C1850889,C1490025,0.2654
820,C2753875,C0552046,0.1349
