,CUI1,CUI2,vector
81,C3431764,C3135330,0.0000
82,C0949671,C0881223,0.0750
83,C1711759,C1508204,0.2765
84,C3973269,C2802987,0.0180
85,C3487132,C2672882,0.2218
86,C2352472,C0855176,0.1254
87,C0707427,C0879994,0.1098
88,C3813661,C0223546,0.0000
89,C1088368,C3227242,0.0000
90,C1954977,C3001911,0.1469
91,C0943095,C1543493,0.4553
92,C0802170,C1216613,0.4020
93,C0960828,C3594413,0.3523
94,C1953717,C0817751,0.1408
95,C1329188,C1316852,0.0982
96,C2950002,C0021275,0.0000
97,C0828943,C3898290,0.1216
98,C1051062,C0533029,0.0366
99,C4042859,C0520434,0.2780
100,C1278631,C1647785,0.0000
101,C1832016,C3464133,0.1889
102,C2700670,C1087498,0.4486
103,C3208770,C3166784,0.1909
104,C0013032,C0831922,0.3407
105,C0759519,C3956358,0.0586
106,C1447943,C3570291,0.0000
107,C3233208,C2380292,0.0136
108,C3847368,C2676494,0.2200
109,C0162281,C1706603,0.3608
110,C1416556,C0798856,0.0972
111,C0044646,C1057973,0.0459
112,C3309612,C1425586,0.6149
113,C2764659,C1945128,0.9149
114,C2494540,C2612053,0.0824
115,C1976598,C3768406,0.2130
116,C2765335,C3811154,0.0015
117,C1152475,C0367787,0.0825
118,C0029896,C1085804,0.3536
119,C2970259,C0996875,0.1057
120,C3854266,C0085218,0.1670
121,C3035031,C0637927,0.2116
122,C3988086,C3816533,0.0364
123,C3602733,C0800836,0.2092
124,C0796728,C0934161,0.4415
125,C3887785,C1637757,0.0324
126,C1978095,C0488432,0.5261
127,C3667055,C0058648,0.0327
128,C1515010,C1035765,0.0848
129,C3473503,C2991245,0.0998
130,C0485512,C1515397,0.1929
131,C0206913,C0368257,0.1645
132,C2428010,C2970171,0.0525
133,C3027178,C2332248,0.0741
134,C3356662,C1143476,0.0000
135,C2925918,C3047096,0.2343
136,C0208318,C0715978,0.0099
137,C3363287,C2484570,0.0807
138,C0455988,C1706018,0.6675
139,C0688562,C1219146,0.0901
140,C0822385,C0798062,0.1645
141,C1025305,C0683498,0.0000
142,C3986388,C1524875,0.0000
143,C2411044,C1431233,0.1715
144,C1525113,C0014570,0.1579
145,C2731766,C1687320,0.0706
146,C0220055,C1822911,0.1216
147,C2926045,C0268487,0.1224
148,C0941887,C2768194,0.1366
149,C1425036,C1418381,0.9491
150,C0037944,C0912026,0.4299
151,C0854921,C2979566,0.4469
152,C1158853,C1260326,0.2523
153,C0616144,C0881701,0.0989
154,C0137001,C1132256,0.0514
155,C1155155,C2717868,0.1623
156,C0678975,C1021606,0.0898
157,C2825655,C1875753,0.0807
158,C0751575,C0037441,0.1746
159,C2422019,C0977507,0.1402
160,C1001185,C2949588,0.0371
161,C1313655,C3969208,0.2842
162,C1428190,C1715730,0.1977
163,C0521911,C0672032,0.3041
164,C1525952,C1183877,0.1542
165,C3064013,C3396855,0.0581
166,C0042439,C3751437,0.1354
167,C3058769,C2649899,0.0180
168,C0027096,C0390102,0.5808
169,C0108055,C0253898,0.0000
170,C2733823,C1565735,0.0684
171,C1571480,C0934201,0.1521
172,C0504251,C3773570,0.1000
173,C3205906,C1433858,0.2559
174,C3905156,C3309530,0.9991
175,C3902270,C1688115,0.0273
176,C3548028,C1316381,0.1041
177,C3411522,C2828241,0.0132
178,C1590403,C3033129,0.0000
179,C2310544,C1283985,0.0998
180,C1716033,C2984101,0.1877
181,C1913710,C3723750,0.0863
182,C0038897,C1173769,0.1751
183,C0029701,C3155193,0.0271
184,C0056705,C2777913,0.0167
185,C0012282,C3596384,0.1891
186,C0368206,C1415731,0.3622
187,C2489887,C0979217,0.1452
188,C2312690,C1247250,0.1427
189,C3169368,C0803324,0.1861
190,C2637117,C3840797,0.1142
191,C1899724,C3397202,0.0315
192,C3592122,C2000221,0.4855
193,C2973091,C2929113,0.2479
194,C3597393,C3095077,0.0303
195,C1813432,C3501724,0.0693
196,C1424609,C0881610,0.0139
197,C1501917,C3413910,0.1333
198,C0123401,C0689432,0.3077
199,C0484304,C1849993,0.3027
200,C0368231,C1069107,0.1223
201,C2599276,C2400086,0.0740
202,C2701177,C1533344,0.2991
203,C1152115,C3153475,0.0250
204,C3935440,C3828081,0.0084
205,C2980132,C1426225,0.0000
206,C1446473,C0242647,0.2596
207,C0242799,C1027893,0.0262
208,C1825425,C0680686,0.0259
209,C0373675,C3066054,0.1637
210,C0941742,C2966786,0.5686
211,C0248849,C1152222,0.0224
212,C3248470,C0233766,0.2591
213,C0152674,C3098726,0.1070
214,C1095908,C2727615,0.0950
215,C1423880,C3826810,0.0477
216,C4006262,C0944645,0.0873
217,C1627910,C1114258,0.5769
218,C3667454,C3030788,0.1432
219,C2513164,C1968387,0.0213
220,C2966871,C3817653,0.3558
221,C3654907,C3391540,0.2442
222,C0964656,C3870501,0.5249
223,C0997470,C3130949,0.0236
224,C1720771,C2714779,0.0856
225,C1442753,C0150097,0.1737
226,C0023791,C3816323,0.2744
227,C0978964,C2732099,0.5795
228,C3492744,C0915195,0.2321
229,C1213998,C4023259,0.0000
230,C0797529,C0704364,0.0069
231,C2361796,C3606966,0.6380
232,C0772270,C3934152,0.1734
233,C3547257,C0002937,0.0265
234,C1509250,C1146837,0.1695
235,C1081065,C3272733,0.1241
236,C0362283,C1039913,0.1685
237,C1978699,C0035719,0.3557
238,C1440265,C1307076,0.0461
239,C2269860,C0942936,0.3207
240,C0710867,C3635340,0.0000
241,C1416434,C2269077,0.0497
242,C1539593,C4036702,0.1091
243,C0525349,C1978459,0.1763
244,C0206368,C0951856,0.0417
245,C0593254,C2486404,0.1558
246,C2924788,C3577275,0.0000
247,C2410233,C0023610,0.1695
248,C3434227,C0170953,0.1054
249,C3454489,C3719189,1.0000
250,C0080646,C2734165,0.0048
251,C3273898,C0942919,0.1592
252,C1902301,C2478602,0.0000
253,C2643403,C0738560,0.0828
254,C0302353,C0050975,0.2308
255,C0488272,C3551001,0.1588
256,C3625450,C0362303,0.1518
257,C1886111,C0552082,0.0368
258,C0291301,C0250511,0.3415
259,C0718851,C2678371,0.1721
260,C0332197,C1316757,0.3473
261,C2983178,C1519382,0.2407
262,C2646332,C1315892,0.1949
263,C0362125,C3362957,0.1287
264,C1245472,C3533374,0.1819
265,C0367529,C0077336,0.3794
266,C1720860,C0334438,0.4882
267,C3891000,C0941490,0.0169
268,C0688241,C1977631,0.2840
269,C3045147,C3967337,0.3038
270,C1114235,C3953226,0.3745
271,C3812429,C3812526,0.9616
272,C3136348,C0031705,0.3744
273,C0682031,C1454006,0.1943
274,C1100614,C1421578,0.6823
275,C1823631,C0864228,0.0754
276,C2454864,C0945545,0.0429
277,C0917815,C3722519,0.1897
278,C3126243,C2714719,0.3580
279,C0922910,C2812360,0.0467
280,C1607240,C1207014,0.0000
281,C0648001,C1436394,0.0477
282,C1419147,C0497620,0.0693
283,C0482267,C3891402,0.0333
284,C1625240,C3111066,0.1710
285,C3864453,C2591483,0.4821
286,C1518406,C1622598,0.5163
287,C1169705,C0047619,0.2019
288,C2268288,C1918912,0.9706
289,C1671390,C2660199,0.0581
290,C2932888,C1515709,0.5224
291,C1495729,C0965038,0.0080
292,C0363861,C2717611,0.1438
293,C1425339,C0366775,0.0972
294,C0799012,C0908192,0.1921
295,C0318055,C1214728,0.1541
296,C0879646,C3216475,0.4610
297,C1316246,C0714928,0.1110
298,C1180013,C1305707,0.0718
299,C0836596,C0058623,0.2132
300,C0941832,C3251950,0.1037
301,C2981110,C3549124,0.0786
302,C1671941,C0069747,0.3274
303,C0679143,C1146874,0.1003
304,C4022013,C1521806,0.1252
305,C1709852,C0366565,0.1430
306,C0052746,C1422768,0.3049
307,C2734933,C1525124,0.2867
308,C0046629,C0075943,0.2969
309,C1180720,C3976804,0.5534
310,C2663771,C1446773,0.1210
311,C2420791,C0801196,0.0699
312,C0341682,C0632979,0.0724
313,C2361162,C3354706,0.2894
314,C1539347,C2607929,0.1544
315,C0941557,C2789928,0.1045
316,C1947667,C3153233,0.0308
317,C0005847,C1176477,0.6829
318,C4022999,C3952826,0.2976
319,C2796438,C1316433,0.1363
320,C0208801,C0832267,0.1895
321,C0524509,C3714836,0.2036
322,C0822350,C0074449,0.2823
323,C1715859,C1136282,0.0746
324,C2445585,C3789263,0.0698
325,C1813550,C1182520,0.2843
326,C0486021,C1948499,0.2295
327,C1569284,C2667992,0.1240
328,C2970075,C0823687,0.3653
329,C3922751,C0981773,0.0000
330,C0049263,C2669198,0.2681
331,C3120880,C0687869,0.5261
332,C2349552,C1332823,0.1161
333,C1627381,C1954549,0.0872
334,C0768350,C1121443,0.5527
335,C0260616,C3816606,0.1106
336,C2420358,C2424048,0.7219
337,C1148190,C2671946,0.0730
338,C3611894,C0114838,0.1810
339,C1315990,C0499157,0.2686
340,C3372804,C3272492,0.0885
341,C3494324,C3954278,0.1799
342,C1170630,C0083613,0.2390
343,C0033652,C0318306,0.0045
344,C3829236,C2571021,0.0818
345,C0880686,C1690434,0.2678
346,C0581604,C3812808,0.0000
347,C1182007,C3634153,0.6933
348,C3599477,C3761067,0.0179
349,C0524812,C2583126,0.1932
350,C3628679,C1314550,0.0072
351,C0709479,C1933564,0.0000
352,C1850394,C1526309,0.3058
353,C3409175,C0549756,0.2202
354,C1333673,C3432567,0.7907
355,C0173203,C0086767,0.1600
356,C1544824,C3823014,0.1618
357,C1661344,C2453241,0.0572
358,C1569261,C1705663,0.1526
359,C1147783,C0039827,0.0229
360,C0551926,C1572413,0.4183
361,C1826326,C3097013,0.0512
362,C0038325,C3255618,0.0265
363,C1436644,C1706160,0.6383
364,C0558272,C3481526,0.0124
365,C3151333,C1512562,0.0081
366,C3173906,C0181687,0.0898
367,C2811644,C3406324,0.0000
368,C2611330,C0052073,0.0570
369,C1561809,C1543628,0.1572
370,C3960389,C1831520,0.1338
371,C1739775,C1412021,0.7031
372,C1508000,C0785861,0.0559
373,C3541155,C1525565,0.1556
374,C3809684,C1942180,0.0867
375,C1497309,C2424091,0.0497
376,C3896067,C0003704,0.2204
377,C0227099,C0216033,0.0481
378,C2946236,C2632467,0.0550
379,C0944982,C1620185,0.3004
380,C2552911,C0151817,0.0171
381,C2632380,C1187780,1.0000
382,C1413675,C0689153,0.4948
383,C1686717,C1635013,0.1554
384,C1711124,C2683673,0.0000
385,C2247022,C3791478,0.0636
386,C1434193,C1556524,0.0974
387,C1045984,C0272327,0.2530
388,C1100213,C0142292,0.2735
389,C2736534,C1079279,0.0667
390,C3111194,C1077731,0.0179
391,C0943882,C1539687,0.0813
392,C1689144,C0245019,0.0222
393,C0033106,C0943463,0.2170
394,C2412089,C0596649,0.0653
395,C2457754,C2353362,0.0921
396,C2598794,C1506215,0.0850
397,C2607866,C0551050,0.1760
398,C1554823,C2766463,0.1045
399,C1558433,C3013188,0.1242
400,C0880423,C0802567,0.2027
401,C0798839,C3656092,0.3744
402,C2673125,C3320529,1.0000
403,C0550820,C2737191,0.0000
404,C3004848,C1148014,0.1013
405,C3452632,C0882347,0.1427
406,C1140311,C2708867,0.1854
407,C3632328,C3764200,0.0206
408,C1660497,C2925929,0.3072
409,C0751086,C3547494,0.0600
410,C1956644,C0803563,0.2702
411,C2707630,C2282991,0.1822
412,C1092743,C1560212,0.0833
413,C0882499,C1487716,0.2305
414,C2438897,C2376300,0.7805
415,C0482641,C1543360,0.0797
416,C3968888,C3560730,0.1437
417,C1228544,C2982113,0.0066
418,C3991756,C0506903,0.1859
419,C3901585,C1368796,0.0000
420,C2550524,C0854483,0.0407
421,C0071696,C3618784,0.0319
422,C3224524,C1471957,0.0000
423,C3995173,C0042291,0.1779
424,C0538359,C0040028,0.4382
425,C0699279,C3440112,0.5659
426,C0188473,C1825316,0.1149
427,C1008383,C3059793,0.0000
428,C1823625,C1319774,0.0555
429,C2996573,C0250979,0.1628
430,C1114790,C0228120,0.2576
431,C1452484,C0238714,0.1340
432,C0536060,C2375295,0.1260
433,C2699836,C1632957,0.1061
434,C2789073,C1550141,0.1348
435,C1324190,C2521599,0.0118
436,C3604826,C4044671,0.1664
437,C0484700,C2750404,0.1767
438,C3430321,C0175232,0.3684
439,C1091709,C0023602,0.3360
440,C3337505,C3545771,0.0234
441,C0802618,C1414220,0.1042
442,C2444562,C0393078,0.2729
443,C0875563,C0151482,0.2979
444,C0945364,C0550538,0.4029
445,C3100925,C0042023,0.4075
446,C2681641,C1818494,0.1364
447,C1431242,C0007080,0.4573
448,C3652130,C0732279,0.0436
449,C3060876,C3969705,0.5327
450,C1544229,C0941800,0.7644
451,C1316882,C3124800,0.3352
452,C0110236,C0596283,0.2410
453,C2645727,C0224458,0.0000
454,C1477603,C3411803,0.0180
455,C1412990,C0218481,0.1673
456,C2761329,C1425289,0.0554
457,C1569949,C0159165,0.0504
458,C2407348,C3020360,0.0474
459,C1264830,C1330524,0.1497
460,C0962224,C3805798,0.1644
461,C1543164,C3667596,0.1053
462,C0549806,C0801442,0.6423
463,C0689443,C3841827,0.2869
464,C0366544,C1848030,0.2632
465,C1114527,C1231633,0.0000
466,C1334513,C1151697,0.1102
467,C3359725,C2357010,0.0877
468,C1952833,C1638852,0.4637
469,C3823467,C0680577,0.0166
470,C3962706,C0824757,0.3426
471,C1705090,C1881313,0.2300
472,C2611935,C3892999,0.0480
473,C1114322,C3898281,0.2122
474,C1176475,C1959622,0.2642
475,C1324705,C0041582,0.1828
476,C1426633,C2607936,0.1832
477,C3830394,C0262254,0.0965
478,C0941168,C3541706,0.1310
479,C1056480,C0004749,0.0086
480,C2757584,C0708333,0.2364
481,C2272479,C1863692,0.0000
482,C4013755,C3159326,0.1850
483,C0177047,C3794191,0.2056
484,C0005689,C0943094,0.2360
485,C3493246,C3712050,0.4354
486,C2707092,C0800748,0.8766
487,C3887494,C1905007,0.2217
488,C0943892,C0153618,0.1734
489,C0927838,C2708591,0.0095
490,C2603451,C3592538,0.0193
491,C1173910,C1499731,0.0000
492,C1575107,C2269783,0.0000
493,C2997370,C0362800,0.2139
494,C0942282,C2708751,0.2320
495,C1028274,C3944082,0.0981
496,C3212295,C2328399,0.2509
497,C1071271,C1632222,0.0886
498,C3831652,C3815275,0.1050
499,C3254135,C0804269,0.2481
500,C0152633,C0635651,0.0270
501,C1855477,C0615439,0.2754
502,C2712780,C1616566,0.1991
503,C1586219,C2920906,0.0326
504,C1434437,C3850554,0.1123
505,C0674674,C1659214,0.0210
506,C3310324,C3053110,0.9995
507,C2640766,C0668152,0.0000
508,C1315831,C1366189,0.0330
509,C3826164,C1336169,0.1344
510,C1706258,C3622655,0.0973
511,C3176690,C1315332,0.1091
512,C3258152,C1628461,0.1191
513,C0753633,C2609751,0.1004
514,C3912402,C3782573,0.0404
515,C1369900,C0943220,0.7600
516,C2769402,C1854952,0.1119
517,C1638455,C2522538,0.0895
518,C0757545,C3159341,0.0566
519,C0040694,C1223626,0.0664
520,C2713745,C1879872,0.0783
521,C0801283,C2667076,0.1144
522,C2442455,C0975677,0.3233
523,C2916987,C3149650,0.0491
524,C2701874,C0027021,0.4511
525,C0368431,C1551448,0.1115
526,C2269254,C1060715,0.0303
527,C1835330,C0385178,0.0891
528,C3930167,C3272879,0.0620
529,C1487090,C0710052,0.0000
530,C0764393,C1850560,0.2690
531,C2271887,C1094848,0.9439
532,C3588286,C0978428,0.3215
533,C0942759,C0797072,0.1361
534,C3409735,C1413514,0.0974
535,C1502637,C0771297,0.1110
536,C3803979,C1344946,0.0922
537,C3317153,C3173134,0.0190
538,C1412529,C3426194,0.0525
539,C1242750,C3090628,0.0000
540,C0032322,C0482392,0.2143
541,C1979177,C2945898,0.2295
542,C1424561,C1422066,0.6005
543,C3699091,C1538131,0.1344
544,C0648687,C1031135,0.0230
545,C0365116,C1332142,0.2271
546,C0027088,C3005127,0.3843
547,C3819663,C0336727,0.0173
548,C3099417,C2713133,0.1806
549,C3155632,C0689750,0.1513
550,C1704682,C2929702,0.0121
551,C2656590,C2745445,0.8703
552,C1831429,C2972559,0.7399
553,C0798062,C2709110,0.2958
554,C1572976,C0799059,0.1022
555,C2996353,C3855910,0.1788
556,C2588177,C3831408,0.0000
557,C1837763,C1223073,0.0031
558,C2267492,C1889193,0.0287
559,C2688073,C3042847,0.0435
560,C3539673,C1923477,0.5624
561,C0949880,C0261017,0.0789
562,C2969798,C0938837,0.0962
563,C2669337,C3886302,0.0631
564,C3224418,C1847322,0.0412
565,C3852324,C0709202,0.1437
566,C2329060,C0798758,0.0877
567,C0206082,C0207592,0.2307
568,C2744288,C1507582,0.3597
569,C3373307,C0800597,0.1875
570,C3790475,C2675161,0.0637
571,C3547433,C2814214,0.0208
572,C3331040,C1552362,0.1769
573,C0943086,C3926049,0.4163
574,C3655277,C3151113,0.2441
575,C0754091,C1999422,0.1208
576,C3230681,C2360607,0.0000
577,C0816388,C0729079,0.2956
578,C3245594,C2434788,0.9314
579,C3612766,C3771627,0.3026
580,C3547892,C0282550,0.1867
581,C0099138,C0014274,0.3855
582,C0802225,C0817345,0.0558
583,C4021029,C2942084,0.4511
584,C2530897,C1572104,0.5286
585,C0504537,C0927843,0.0274
586,C1888187,C0012788,0.0327
587,C2402152,C0960127,0.0288
588,C0816272,C2713194,0.2195
589,C1366623,C2345813,0.0348
590,C0597707,C1621816,0.0724
591,C3391579,C2988425,0.0816
592,C0781344,C0910036,0.1005
593,C1964027,C2625216,0.0388
594,C3586606,C1125318,0.0000
595,C0484620,C1140093,0.3870
596,C0524904,C3828452,0.0564
597,C3609455,C0306300,0.4127
598,C0755881,C2791974,0.7928
599,C3828937,C0661800,0.0674
600,C2440920,C2815524,0.0067
601,C1610882,C4041721,0.0084
602,C2734284,C0300167,0.0887
603,C2413941,C0332855,0.8024
604,C2360190,C1824363,0.0995
605,C1421683,C2821453,0.0705
606,C0446277,C3340360,0.0268
607,C3483035,C0127057,0.2151
608,C2923904,C2301987,0.0802
609,C0368946,C2933528,0.0000
610,C1493622,C0031734,0.1111
611,C1645324,C1994834,0.3966
612,C2816643,C0739235,0.0955
613,C1018354,C1742867,0.0172
614,C3823677,C1153597,0.1205
615,C0138829,C1314785,0.4651
616,C1369838,C3536871,0.3186
617,C3809046,C1416138,0.2982
618,C0804358,C0393070,0.2763
619,C2537075,C1420121,0.0564
620,C1669115,C0940503,0.1136
621,C3362511,C2749427,0.0706
622,C2726992,C1715977,0.2573
623,C2671996,C2416534,0.0571
624,C0389726,C0833159,0.2126
625,C0365898,C0797972,0.8498
626,C0332140,C3192953,0.0304
627,C3417064,C3585318,0.0179
628,C2414339,C3903994,0.0861
629,C1716284,C0154520,0.1161
630,C2726943,C0031350,0.2661
631,C0801993,C0366029,0.1439
632,C0035715,C0802206,0.0179
633,C1741059,C3260897,0.0921
634,C0822621,C3913092,0.2148
635,C0070626,C1222613,0.0841
636,C4034706,C0362698,0.1505
637,C0086189,C1679284,0.0621
638,C3810897,C0532362,0.2472
639,C3147893,C0484626,0.1262
640,C1315090,C0794888,0.1585
641,C1079792,C0921682,0.6939
642,C1101718,C1826895,0.3424
643,C0010272,C0881988,0.1534
644,C0053208,C3831072,0.0037
645,C3815180,C1016567,0.2149
646,C1648951,C0591849,0.2107
647,C3830235,C1113925,0.2263
648,C1526748,C2409010,0.1219
649,C0806414,C0976727,0.1351
650,C1412571,C1723367,0.2569
651,C1527795,C0364551,0.0428
652,C1575687,C3481551,0.0822
653,C0913448,C0970722,0.0741
654,C3430291,C2405329,0.0516
655,C0347276,C0040843,0.3536
656,C3382845,C1687508,0.0287
657,C0950180,C0924609,0.0947
658,C1260093,C4000039,0.0416
659,C3600138,C2305342,0.0822
660,C2790130,C2815477,0.0503
661,C2443286,C0979916,0.2294
662,C0913283,C0916540,0.0054
663,C1525606,C1995614,0.0096
664,C2727742,C1609768,0.0701
665,C3617751,C2777789,0.0245
666,C3791759,C1436113,0.0908
667,C0027385,C3545130,0.0753
668,C0206211,C0833112,0.0192
669,C0877857,C0976472,0.5403
670,C1507994,C0037443,0.2330
671,C3165973,C3031256,0.0891
672,C1370338,C3254086,0.0832
673,C1714830,C0050221,0.0771
674,C1979387,C2745639,0.1779
675,C1452621,C0043375,0.5370
676,C2707471,C0822842,0.1192
677,C3486586,C0315260,0.1127
678,C1332171,C1887377,0.5365
679,C0761798,C1048224,0.0888
680,C0730295,C4000486,0.0926
681,C0887323,C0364027,0.2255
682,C1205434,C1089966,0.0816
683,C1723578,C1538753,0.2032
684,C0269043,C0799857,0.1879
685,C3848462,C1338574,0.0000
686,C2681695,C0975330,0.0900
687,C3952463,C0428567,0.1543
688,C1412399,C0001519,0.3009
689,C3147135,C0045839,0.0441
690,C3753751,C3026168,0.0522
691,C0659363,C0911855,0.2537
692,C2700136,C0286517,0.1608
693,C1156869,C1334512,0.0409
694,C2734642,C3999361,0.1452
695,C3079007,C1366587,0.2004
696,C1852278,C0292254,0.1067
697,C1537993,C1029810,0.0573
698,C3710433,C2328305,0.0000
699,C1265175,C2452364,0.1429
700,C2404153,C1666157,0.0609
701,C3094427,C2659290,0.0304
702,C2549967,C2476545,0.9497
703,C0533829,C0015538,0.1710
704,C0276252,C0976532,0.3088
705,C3629245,C0945228,0.0949
706,C3594077,C3444707,0.0180
707,C1644638,C2346604,0.0894
708,C2794093,C3950771,0.0180
709,C2452192,C1115251,0.0066
710,C0220767,C3918000,0.0000
711,C0018440,C1566838,0.1963
712,C3269554,C3814282,0.0934
713,C0043047,C2707137,0.3898
714,C1995439,C0797731,0.1649
715,C1613478,C0485870,0.1764
716,C3659057,C3147018,0.0613
717,C0485397,C1825536,0.2239
718,C2586323,C2453436,0.1392
719,C3780347,C2739985,0.1455
720,C0227514,C1146773,0.3724
721,C0622779,C0710355,0.1639
722,C2599232,C0804027,0.2680
723,C1812936,C0002644,0.0600
724,C1353262,C0484048,0.0613
725,C3070180,C2518651,0.0484
726,C2607830,C3940606,0.1472
727,C2285244,C2987307,0.0109
728,C2354409,C3714970,0.0000
729,C1813144,C0242275,0.4242
730,C3630785,C3001943,0.6132
731,C1178878,C0362397,0.2314
732,C1875829,C1306748,0.1203
733,C1605307,C4000564,0.0000
734,C1257879,C2598640,0.0863
735,C3533095,C0489290,0.2602
736,C1978608,C1716058,0.5287
737,C1704426,C2296498,0.0572
738,C2734956,C2361534,0.5973
739,C2325400,C1168746,0.0000
740,C1494661,C3220553,0.0000
741,C2400267,C0096013,0.0249
742,C0497247,C0505523,0.2358
743,C2611837,C0487665,0.1294
744,C3144730,C0364049,0.1121
745,C0268540,C1902303,0.1330
746,C3700701,C1181976,0.2523
747,C3235052,C0798193,0.0619
748,C1825255,C3486549,0.0279
749,C1714638,C0156162,0.1839
750,C2598973,C1185745,0.7302
751,C1113929,C3481822,0.5345
752,C3803848,C0164613,0.4411
753,C2439434,C3408916,0.0477
754,C3833704,C1543599,0.7345
755,C2794799,C1472598,0.0581
756,C0658374,C0826117,0.2222
757,C1952782,C0482225,0.2983
758,C3755200,C4012968,0.0815
759,C1433145,C2925687,0.1551
760,C1114915,C1544401,0.2195
761,C1545184,C3488181,0.1070
762,C3733547,C1422223,0.0755
763,C2820372,C0614365,0.1103
764,C0882410,C0506035,0.4084
765,C2940356,C0029458,0.1290
766,C0362623,C3822155,0.0103
767,C3491323,C2531826,0.0677
768,C1480393,C3830275,0.0038
769,C3492737,C3471353,0.2625
770,C0543467,C0734755,0.1394
771,C0364445,C1621771,0.0434
772,C1415523,C2323787,0.2164
773,C0799997,C3947003,0.1364
774,C3169553,C1147710,0.1594
775,C1651844,C3545655,0.0000
776,C0798123,C0881566,0.0860
777,C1894518,C2656972,0.9881
778,C3263024,C1975313,0.3660
779,C2792281,C1428403,0.0300
780,C0880271,C1302995,0.3102
781,C1423793,C1275549,0.1218
782,C3545599,C1414431,0.0639
783,C1853545,C0652216,0.3554
784,C2361324,C1513375,0.2336
785,C2628254,C0220952,0.0138
786,C2970508,C0880795,0.1620
787,C0331571,C0311273,0.1044
788,C1308694,C3464510,0.0025
789,C1150282,C0577559,0.1787
790,C1257535,C1505741,0.5985
791,C2640320,C1537840,0.1642
792,C3964508,C0502312,0.4631
793,C0933795,C0944695,0.0271
794,C3005755,C1412126,0.0221
795,C2637795,C2734784,0.2257
796,C2924090,C3129517,0.2085
797,C1437834,C3829866,0.0659
798,C1367578,C2777261,0.6947
799,C1028465,C0484061,0.1725
800,C1257988,C1315917,0.1310
801,C0040356,C1832366,0.1130
802,C2598937,C0483933,0.8621
803,C1926273,C3495559,0.3960
804,C3614829,C2347828,0.0909
805,C2129214,C0363808,0.2747
806,C0368260,C2003148,0.3579
807,C0688331,C3625584,0.1895
808,C3993656,C1417509,0.0836
809,C2945616,C3913526,0.0045
810,C1526364,C1259176,0.0086
811,C1429104,C0627471,0.0154
812,C2265922,C0017677,0.1743
813,C2996526,C0010547,0.3343
814,C1953396,C1336275,0.5701
815,C2301146,C0829025,0.0122
816,C0880378,C3547510,0.1769
817,C1179871,C3714981,0.0719
818,C0933219,C3129686,0.7615
819,C0080096,C0656349,0.3859
820,C1456007,C0364296,0.1365
