,CUI1,CUI2,vector
351,C0800523,C1958832,0.3763
352,C0798189,C0007935,0.0660
353,C3766831,C1716454,0.2153
354,C1651573,C0750903,0.1048
355,C2735664,C2651561,0.0161
356,C1157261,C3448201,0.3085
357,C0040060,C3375721,0.1665
358,C0484449,C1125764,0.1554
359,C1040896,C2718144,0.0324
360,C0319804,C2689592,0.0996
361,C3183243,C1431836,0.0487
362,C0380778,C3177353,0.7564
363,C2507681,C0077747,0.1255
364,C1646443,C0337154,0.0000
365,C1452256,C0481949,0.2179
366,C2325679,C2923920,0.1437
367,C0681200,C0939865,0.1386
368,C0488768,C0196023,0.1784
369,C0981645,C1188425,0.0312
370,C0017855,C1668570,0.0817
371,C0157409,C1949372,0.0970
372,C2978586,C1720779,0.2872
373,C1958311,C3731322,0.0416
374,C0322455,C1467564,0.0283
375,C1084115,C0872341,0.0986
376,C1413424,C1861939,0.2108
377,C0484683,C0500971,0.2705
378,C1416997,C1664501,0.0625
379,C2439154,C0023742,0.1326
380,C2414916,C1428574,0.1447
381,C3912261,C0942273,0.0000
382,C0176920,C1517317,0.1810
383,C1157036,C0011854,0.1705
384,C3888087,C2541109,0.5830
385,C1926839,C2622527,0.0000
386,C1530286,C0803851,0.3548
387,C1307396,C2962710,0.0298
388,C2420647,C1143241,0.1066
389,C0364005,C0023892,0.5003
390,C4006053,C1916373,0.0816
391,C3376455,C2541816,0.0466
392,C0733482,C0658905,0.3304
393,C1260896,C1557069,0.0619
394,C0049614,C1046546,0.0105
395,C1412647,C2708342,0.2560
396,C0807392,C0524533,0.0232
397,C3158319,C0998102,0.0724
398,C3870462,C1209551,0.2931
399,C0387841,C4021310,0.0832
400,C0817307,C0671048,0.0854
401,C3247906,C1378297,0.4475
402,C1717334,C3020625,0.1586
403,C0280477,C2816818,0.1543
404,C0010378,C0942017,0.2835
405,C3772011,C3483038,0.1765
406,C1888628,C0362319,0.2263
407,C0227370,C0505376,0.0970
408,C1150624,C2003645,0.2225
409,C1473026,C2941328,0.0904
410,C0618677,C0035273,0.1494
411,C3132675,C3899806,0.0000
412,C2455080,C3035381,0.0634
413,C0551665,C0875648,0.0796
414,C3995825,C2803904,0.0504
415,C0607668,C1889642,0.0631
416,C0003087,C0760017,0.5043
417,C0944258,C1628459,0.0788
418,C2723729,C3781816,0.0980
419,C1422247,C0607818,0.0131
420,C1716343,C1414685,0.1763
421,C0008555,C0011523,0.1351
422,C0814452,C1612188,0.1058
423,C2284916,C1059023,0.0625
424,C0829524,C1860796,0.1985
425,C3361940,C2710730,0.0644
426,C0363517,C3122898,0.1349
427,C0032169,C0824631,0.3476
428,C1952648,C1226116,0.5631
429,C2465920,C0318826,0.1026
430,C2647941,C1675944,0.9927
431,C3533428,C1854053,0.1423
432,C1225687,C3173246,0.1304
433,C1259293,C1198367,0.7508
434,C0082787,C0799869,0.4399
435,C0007552,C1030712,0.9186
436,C0164690,C0206428,0.2029
437,C2622709,C0091539,0.0887
438,C3481549,C0651376,0.4125
439,C3625414,C1030671,0.1694
440,C2248796,C3859158,0.0148
441,C1115198,C2828409,0.0515
442,C1856121,C3906756,0.1380
443,C0882097,C1875219,0.4797
444,C1699663,C0978408,0.0494
445,C1548594,C0793418,0.0442
446,C0877854,C3130219,0.2471
447,C1185763,C3036399,0.2035
448,C3913381,C3126154,0.0317
449,C1422469,C3887570,0.6872
450,C1646321,C0016788,0.4612
451,C2256545,C1942076,0.0670
452,C3773019,C3653867,0.1128
453,C3711140,C3542896,0.1066
454,C0797521,C3158067,0.1462
455,C1559197,C0798464,0.2222
456,C3655025,C0686400,0.3028
457,C0069857,C2674921,0.0946
458,C2923449,C2936548,0.0000
459,C0550010,C1538461,0.3802
460,C2539573,C1889601,0.0607
461,C2909036,C0974319,0.5070
462,C1079335,C0214733,0.5408
463,C1705731,C0232217,0.4373
464,C1506458,C1952814,0.3419
465,C2577369,C0799326,0.0479
466,C1246662,C0033308,0.4072
467,C0489531,C4004369,0.3897
468,C0024266,C1825081,0.1479
469,C1156445,C3547304,0.0413
470,C2724589,C0800945,0.0589
471,C3172480,C0243002,0.2231
472,C0690426,C1213655,0.1257
473,C1153121,C0486292,0.0268
474,C3631294,C0980959,0.3034
475,C1641510,C1512147,0.2423
476,C1082879,C1492866,0.9776
477,C2282058,C1524923,0.1197
478,C2454193,C0023610,0.2033
479,C1414577,C2819593,0.0866
480,C1629893,C1502538,0.0000
481,C0001162,C0020911,0.2139
482,C3848545,C1426145,0.0331
483,C0001782,C0344225,0.1852
484,C2554381,C2714837,0.0801
485,C2554880,C2996674,0.1852
486,C1378311,C1652294,0.1251
487,C3279401,C1829967,0.6523
488,C1046086,C2547507,0.0982
489,C0228176,C0926183,0.2168
490,C2360165,C0007389,0.2358
491,C3865013,C1707025,0.0000
492,C2358653,C0391754,0.1686
493,C1114098,C3012248,0.0968
494,C3171847,C1462029,0.0175
495,C0660140,C3769723,0.1248
496,C2242808,C3469973,0.0444
497,C0780681,C0290266,0.0983
498,C1317246,C1186252,0.1244
499,C1217032,C3609977,0.0180
500,C1414493,C1648938,0.0891
501,C1012212,C3006735,0.1068
502,C1624720,C1467473,0.2929
503,C1540236,C0227427,0.1259
504,C1682644,C2815142,0.1048
505,C1815506,C0317793,0.0410
506,C3273980,C1497232,0.0220
507,C3458109,C3600909,1.0000
508,C1188606,C2293919,0.0273
509,C2476739,C0302052,0.0508
510,C0552219,C3485624,0.2388
511,C3567420,C0738624,0.1154
512,C0046859,C1258072,0.8780
513,C0875129,C1906111,0.1399
514,C0353939,C1978901,0.0777
515,C0657118,C1953368,0.2680
516,C1666955,C1008310,0.0000
517,C2374290,C1014713,0.0719
518,C1437445,C1955047,0.1423
519,C2929092,C2001258,0.1201
520,C1537988,C2023445,0.1112
521,C3658245,C3729445,0.0608
522,C0033575,C2661981,0.1986
523,C0041044,C0154153,0.1731
524,C1432424,C2783311,0.0466
525,C4037119,C0050554,0.0913
526,C2973209,C1329180,0.5920
527,C0224259,C2637971,0.3263
528,C1520542,C2274417,0.0995
529,C0482192,C2759975,0.2084
530,C1635660,C3412314,0.1584
531,C0063208,C2734297,0.0024
532,C2564811,C3044847,0.0522
533,C0814023,C3090208,0.1999
534,C2614399,C0013575,0.1905
535,C1947194,C0612287,0.1066
536,C2384015,C0002197,0.0322
537,C1977472,C0661595,0.1965
538,C0157089,C2773293,0.0088
539,C2625394,C1919681,0.9894
540,C1542960,C0028058,0.5684
541,C1842688,C0800307,0.1976
542,C0796954,C2828389,0.1492
543,C3993924,C4037063,0.3369
544,C0705909,C0802583,0.1263
545,C0614559,C2603676,0.3297
546,C3889658,C0366510,0.5438
547,C2002050,C2794220,0.0000
548,C1079154,C2530641,0.0581
549,C1572634,C3970544,0.4657
550,C1332700,C3624343,0.3130
551,C0086311,C0552153,0.0722
552,C0734892,C3736025,0.2357
553,C3099279,C2734095,0.0000
554,C1152193,C1715678,0.1521
555,C1527119,C3024879,0.0599
556,C2733719,C0009370,0.1588
557,C0085240,C3996240,0.3538
558,C1917619,C1432295,0.0261
559,C1075020,C0691677,0.0773
560,C1433899,C0016053,0.4084
561,C2400422,C2002186,0.0122
562,C3360839,C1572516,0.0000
563,C0498606,C0857343,0.0289
564,C1494773,C0700009,0.0000
565,C0346005,C0534103,0.2493
566,C1017365,C1435413,0.0676
567,C3849178,C3905388,0.0216
568,C3870743,C0980274,0.7174
569,C3654699,C2731214,0.0104
570,C2954324,C0489351,0.0000
571,C1994486,C2982117,0.1706
572,C0675321,C1978852,0.4657
573,C3179180,C2621325,0.6616
574,C2918330,C0485025,0.0187
575,C2268300,C1333768,0.4251
576,C2985182,C0488170,0.0451
577,C1524363,C0909868,0.2237
578,C0827322,C0550455,0.1090
579,C1536251,C0085076,0.2078
580,C3638183,C3764539,0.9995
581,C3076256,C0790498,0.0452
582,C0997174,C2646732,0.0761
583,C0484107,C1015153,0.0573
584,C1952823,C0834428,0.1544
585,C0041660,C0015043,0.4208
586,C0975821,C1955035,0.4952
587,C0228845,C1333086,0.4379
588,C1953693,C0365431,0.4951
589,C0040357,C1934755,0.4671
590,C2266864,C0967203,0.0282
591,C0009240,C1208978,0.2488
592,C1144026,C3090623,0.0669
593,C0995282,C1147766,0.1012
594,C0367779,C2276135,0.0228
595,C1056607,C1173347,0.0744
596,C1148272,C3157398,0.1788
597,C2550819,C3776730,0.0699
598,C3543969,C2429398,0.1262
599,C2647846,C3748761,0.0303
600,C0799639,C2282230,0.0000
601,C3599288,C0036592,0.1433
602,C3171806,C0596410,0.5582
603,C2245078,C1699140,0.1327
604,C3667413,C0038257,0.5901
605,C1861943,C1315840,0.0653
606,C3560665,C3234931,0.5668
607,C0632813,C1838701,0.1821
608,C2385682,C3456987,0.0532
609,C0028873,C1084130,0.0339
610,C1036384,C1329089,0.1000
611,C2413738,C0340797,0.0889
612,C0786297,C2361896,0.2792
613,C1542927,C1633064,0.1090
614,C2495439,C1934905,0.0619
615,C0552389,C3598213,0.0727
616,C1034766,C2446735,0.0000
617,C0552244,C1414900,0.0770
618,C0949780,C0636150,0.2561
619,C0602580,C3583943,0.0356
620,C0439243,C0043128,0.0127
621,C0789347,C2611144,0.2921
622,C1333361,C1308522,0.4201
623,C2437567,C3847531,0.0070
624,C0223922,C3493145,0.1101
625,C0926167,C3210043,0.2538
626,C1955581,C0001204,0.1903
627,C3496688,C2274721,0.1494
628,C1182514,C0689633,0.3735
629,C2949664,C3012630,0.0000
630,C3279738,C0281137,0.3178
631,C0549852,C2718319,0.1496
632,C0034703,C0803480,0.3499
633,C3341399,C0796206,0.0160
634,C2573084,C1862902,0.1402
635,C1190329,C3030671,0.0383
636,C0229629,C0033827,0.2929
637,C0362481,C0025718,0.6630
638,C1418469,C1622810,0.0527
639,C3641791,C1981927,0.5179
640,C1456392,C0981009,0.3597
641,C1720286,C0701452,0.0719
642,C2354661,C1329172,0.4178
643,C2963284,C2366195,0.1143
644,C2559860,C1138037,0.0499
645,C0175566,C1922506,0.0742
646,C0974324,C1147889,0.3118
647,C2765891,C3148990,0.0757
648,C1501371,C0854193,0.0000
649,C0616126,C1206295,0.0461
650,C2988419,C3548986,0.0811
651,C2328209,C2240232,0.0261
652,C0797820,C0534735,0.0892
653,C0085495,C0316439,0.0541
654,C1525957,C2355607,0.3881
655,C1028120,C0133477,0.0330
656,C3901963,C0365945,0.7434
657,C1871910,C1113834,0.1099
658,C0013153,C0699569,0.1888
659,C1467901,C1452342,0.8850
660,C1202064,C3530048,0.0231
661,C3255724,C1221167,0.0254
662,C3659575,C0521168,0.4269
663,C0575016,C1844948,0.0511
664,C0907808,C1484608,0.1693
665,C2992940,C0690959,0.2886
666,C1822981,C1544795,0.1134
667,C2911904,C0085395,0.1122
668,C1675611,C3044594,1.0000
669,C3377323,C3417999,0.0328
670,C2983704,C0298718,0.0351
671,C0644764,C1308147,0.0896
672,C0616678,C2634500,0.1062
673,C1436247,C0321363,0.0730
674,C1992835,C0280102,0.1546
675,C2421058,C1642074,0.1148
676,C1066737,C3729004,0.0272
677,C1598164,C3755116,0.0000
678,C0916197,C0661256,0.2085
679,C1332093,C1136381,0.0176
680,C1846922,C1464917,0.0946
681,C2488628,C0716274,0.1982
682,C0822845,C3615443,0.0618
683,C3718327,C3814767,0.0000
684,C0028754,C1034411,0.2263
685,C1523891,C1336599,0.3480
686,C2761558,C0635432,0.1167
687,C2417664,C1543266,0.2296
688,C2623310,C1422657,0.0445
689,C1365052,C1064914,0.0000
690,C3718883,C0027543,0.3078
691,C3253442,C2733713,0.0975
692,C3615480,C0740941,0.1780
693,C0484982,C2386542,0.2356
694,C3870171,C2790475,0.2947
695,C3542843,C1891404,0.0369
696,C2494330,C0944388,0.0533
697,C1311255,C2335423,0.1772
698,C2772433,C0881029,0.3681
699,C3404144,C3566377,0.0329
700,C0037680,C1612654,0.0580
701,C1316553,C0693579,0.2911
702,C3629235,C0011525,0.2452
703,C0922273,C1370066,0.2539
704,C2350345,C0312452,0.0705
705,C0550913,C1326319,0.1937
706,C0227976,C2666743,0.1393
707,C0829773,C2629674,0.0629
708,C3654800,C3815563,0.0097
709,C2926036,C3122956,0.1637
710,C0493921,C3811825,0.0018
711,C1857970,C3049151,0.0139
712,C1956193,C1281145,0.5091
713,C1764776,C0017253,0.3270
714,C1524775,C3465011,0.1471
715,C0652173,C0038856,0.1695
716,C0807378,C3157568,0.0513
717,C0552219,C0800660,0.3223
718,C1507490,C2497991,0.0891
719,C0379247,C1486634,0.1617
720,C3280781,C2428812,0.1416
721,C2492141,C3891961,0.1297
722,C3617073,C2753063,0.6521
723,C1559848,C0933076,0.1378
724,C1190810,C0881319,0.2090
725,C0980021,C2828309,0.3640
726,C2748895,C1174446,0.0867
727,C0822417,C3806620,0.1272
728,C0482390,C3752408,0.0912
729,C1538378,C1932780,0.0355
730,C1537964,C1154764,0.1938
731,C2713228,C1332261,0.0975
732,C1135847,C3853772,0.0657
733,C0950282,C1680911,0.0427
734,C2443460,C1576507,0.2237
735,C1908828,C3024488,0.0304
736,C3120424,C1834667,0.1396
737,C3320125,C0938409,0.0000
738,C0540882,C2277590,0.0888
739,C2706660,C3059851,0.1378
740,C2795171,C1740214,0.0676
741,C0035452,C1870597,0.1265
742,C3999048,C1633199,0.0752
743,C1422297,C2265850,0.0485
744,C3891132,C1565860,0.1541
745,C1889506,C0797569,0.1832
746,C0362693,C2399267,0.0615
747,C0010246,C2920780,0.0009
748,C1897270,C0017205,0.1676
749,C2961222,C0501566,0.1331
750,C0162779,C1316797,0.2759
751,C0483662,C0799468,0.4557
752,C3227770,C0689754,0.1583
753,C3970711,C1101179,0.0271
754,C1918958,C1570732,0.0380
755,C3319972,C0034289,0.4213
756,C3989090,C1526046,0.0737
757,C2345090,C0707421,0.2861
758,C3482723,C0484453,0.1045
759,C2239858,C0620433,0.0409
760,C1403891,C0152799,0.2258
761,C3118819,C0221261,0.1884
762,C0254088,C2738972,0.1395
763,C1981867,C3970642,0.0614
764,C3445597,C1723061,0.0000
765,C3627500,C3253012,0.1100
766,C1524143,C1482569,0.0695
767,C1955071,C0689170,0.1591
768,C3394997,C0881042,0.0969
769,C1875382,C0803409,0.0621
770,C1049711,C1601796,0.1213
771,C0000924,C1526516,0.1676
772,C1035848,C1147558,0.2069
773,C1848587,C1002353,0.0897
774,C0945239,C1977467,0.5305
775,C3482404,C3995590,0.0157
776,C0278061,C3536352,0.1535
777,C3558315,C1524449,0.0954
778,C3730596,C3922305,0.0412
779,C0826460,C0873702,0.2163
780,C0042076,C3333950,0.5509
781,C0868934,C0960366,0.0000
782,C0222748,C0974036,0.6099
783,C1268194,C2927822,0.0948
784,C1878450,C1823412,0.0487
785,C0924299,C0784973,0.0430
786,C2616230,C0879839,0.1303
787,C1455970,C1368342,0.1363
788,C3003080,C3160639,0.0923
789,C1175370,C0945764,0.2003
790,C1040851,C0592544,0.5821
791,C0040905,C1641438,0.2465
792,C3175522,C0623079,0.1590
793,C3481840,C3273411,0.1898
794,C3626975,C1850640,0.0155
795,C1114331,C1332495,0.2572
796,C0888737,C3351643,0.0694
797,C0363894,C3542843,0.0623
798,C3853567,C0061076,0.1880
799,C0009488,C3157490,0.0336
800,C1522898,C1424906,0.0869
801,C2406208,C3969963,0.0657
802,C0410607,C1163667,0.0111
803,C2948244,C0366145,0.0567
804,C1508198,C2928669,0.0549
805,C0039226,C0018338,0.1398
806,C2973127,C4041576,0.0000
807,C2715549,C0348217,0.0650
808,C3766280,C0622915,0.0228
809,C0315178,C2928305,0.1010
810,C2353589,C0029051,0.2378
811,C1979245,C1649498,0.1885
812,C2414978,C0804281,0.2331
813,C0791422,C0976328,0.6177
814,C0940789,C2361828,0.4119
815,C2934798,C0015934,0.1810
816,C3245937,C2677485,0.2544
817,C0736613,C3959216,0.5531
818,C0932926,C1121442,0.1055
819,C2445103,C1366488,0.3656
820,C3418584,C0604004,0.0537
