,CUI1,CUI2,vector
164,C2702387,C1985770,0.0745
165,C0916153,C1823938,0.4711
166,C2348308,C0505431,0.1165
167,C1979142,C0499683,0.0407
168,C2813828,C3545695,0.0088
169,C1422499,C1953583,0.4789
170,C2359814,C2734923,0.0368
171,C1973289,C3804688,0.2270
172,C1151931,C0978283,0.0956
173,C3913844,C1120040,0.0000
174,C2559894,C1315298,0.0890
175,C3254485,C1384554,0.6083
176,C1882452,C2753496,0.0208
177,C0326951,C0829256,0.0097
178,C0963696,C0189987,0.0124
179,C1052499,C0003507,0.1602
180,C3171806,C3136729,0.0234
181,C1592653,C1259707,0.0000
182,C3163059,C0280454,0.4733
183,C3155945,C1014138,0.2209
184,C3850010,C2615414,0.0745
185,C2767503,C0951496,0.4641
186,C1223650,C0735526,0.1101
187,C1470814,C1383584,0.0161
188,C0027126,C0775082,0.5670
189,C1842846,C1885382,0.0327
190,C1033878,C0410173,0.2075
191,C0801639,C1585131,0.4879
192,C2301854,C4037086,0.0253
193,C0528559,C1275612,0.0584
194,C1677801,C2326275,0.2316
195,C1335221,C1313002,0.5324
196,C2643671,C0613842,0.0190
197,C0488454,C0080092,0.2092
198,C2449792,C3634301,0.0000
199,C1694693,C1937422,0.0515
200,C0228799,C2490033,0.0668
201,C0319684,C0551378,0.0990
202,C3585271,C1167782,0.0000
203,C3486167,C3263045,0.1299
204,C0043265,C1211095,0.0800
205,C1082077,C2277194,0.0096
206,C3400336,C2386066,0.0495
207,C3905956,C0924699,0.5398
208,C0364223,C0879931,0.7695
209,C0013969,C0803161,0.4130
210,C2244906,C3172375,0.0000
211,C2707653,C1305099,0.4106
212,C0668139,C0502298,0.1588
213,C0688606,C3734708,0.2198
214,C1490728,C3740191,0.0179
215,C2453254,C4015801,0.6363
216,C2773141,C1706112,0.8126
217,C2987744,C3181210,0.6482
218,C2742046,C0484259,0.0590
219,C0755322,C2270598,0.2185
220,C4009990,C1979283,0.0486
221,C1270304,C1622708,0.0113
222,C0038734,C2707154,0.3912
223,C2608695,C1544746,0.1589
224,C1715045,C1195110,0.1271
225,C0042076,C1830858,0.4461
226,C1426587,C1715308,0.0529
227,C3921349,C1171558,0.0454
228,C1632039,C0323385,0.0613
229,C1339194,C0815763,0.0000
230,C1564907,C0263442,0.1453
231,C3971602,C0018609,0.1227
232,C3227207,C0801360,0.0796
233,C2946431,C3571238,0.0066
234,C1508088,C3641123,0.3146
235,C1222863,C3357452,0.8743
236,C1334002,C0368459,0.3321
237,C1316749,C3986852,0.1005
238,C1421862,C2603379,0.0446
239,C1907135,C2599086,0.0458
240,C3151571,C2690160,0.0589
241,C1651785,C0981750,0.3847
242,C0487445,C3430980,0.0464
243,C1738862,C0752080,0.6891
244,C3311993,C0262472,0.1029
245,C3175341,C3904714,0.0170
246,C0707421,C1642052,0.3117
247,C1218381,C1814392,0.4597
248,C2383319,C1168934,0.1514
249,C1539782,C3789799,0.0140
250,C0282624,C0981686,0.3613
251,C4037700,C2799086,0.4863
252,C2355355,C1213743,0.2232
253,C3654280,C3220064,0.3761
254,C1644528,C0229628,0.4054
255,C1006526,C0216310,0.0245
256,C2923892,C3776685,0.3106
257,C2726654,C3111074,0.0853
258,C1146846,C1830124,0.4929
259,C1248161,C0004444,0.2127
260,C4022259,C2560707,0.3352
261,C2322668,C1425182,0.2565
262,C2425875,C3489291,0.1261
263,C1175341,C2627125,0.0756
264,C0552179,C0799209,0.1839
265,C0712269,C0162830,0.0585
266,C3965034,C3333264,0.2704
267,C1629156,C1539059,0.0751
268,C0268468,C0045395,0.1164
269,C0224045,C0365642,0.2420
270,C1490990,C0891317,0.0343
271,C3714003,C2785220,0.0071
272,C3239035,C1979187,0.0000
273,C4037345,C2917979,0.2689
274,C0211169,C1114259,0.4941
275,C3433676,C0800675,0.0244
276,C1159303,C0786884,0.2551
277,C3597668,C1333974,0.1387
278,C0836419,C3833356,0.1434
279,C3888253,C0362609,0.0211
280,C1369815,C2245777,0.1014
281,C0723233,C0248500,0.1926
282,C1309374,C1525968,0.1997
283,C0218150,C0483622,0.0847
284,C2811187,C3827057,0.8254
285,C3700630,C0482220,0.5485
286,C1700086,C0710073,0.0695
287,C2970083,C1442490,0.1644
288,C3037881,C3360686,0.9995
289,C2460406,C2972970,0.1304
290,C3828797,C0940303,0.4150
291,C1307788,C2798821,0.0012
292,C1000491,C3659457,0.1418
293,C1147009,C3956615,0.2523
294,C2346533,C3872146,0.0365
295,C1134386,C0641456,0.0874
296,C1148844,C3493025,0.1552
297,C0010763,C3846777,0.0847
298,C0031059,C1974269,0.0877
299,C3720580,C3350196,0.1348
300,C0943213,C0132233,0.2533
301,C1498503,C3551533,0.0704
302,C3547072,C0880515,0.1614
303,C3783339,C2515241,0.0403
304,C1428623,C1181993,0.0925
305,C2309968,C1058786,0.9995
306,C2288283,C0865285,0.0772
307,C2713851,C1707234,0.2031
308,C0594039,C0450042,0.1798
309,C1518036,C1840477,0.0282
310,C2818394,C2751279,0.0489
311,C1453426,C3064641,0.4152
312,C1087784,C3124821,0.0179
313,C0031681,C0279056,0.6293
314,C1369804,C1334560,0.6307
315,C2613985,C2783743,0.3330
316,C3016130,C2537817,0.0523
317,C1146850,C3840398,0.0522
318,C0362150,C0817643,0.0426
319,C3883739,C1190820,0.0252
320,C2455561,C0800634,0.1284
321,C0826202,C2501796,0.0143
322,C3481883,C3890353,0.1578
323,C1323835,C0796004,0.1467
324,C0424421,C0054966,0.2479
325,C1147274,C1068626,0.1029
326,C1114023,C0363715,0.8090
327,C2727600,C1851018,0.0667
328,C1524155,C3561273,0.3966
329,C3785891,C0788742,0.1376
330,C0367484,C0941915,0.3473
331,C3382856,C0329210,0.0629
332,C0550219,C1316261,0.3777
333,C0012935,C1174306,0.2452
334,C1539710,C1383836,0.0044
335,C3180985,C0280801,0.1120
336,C3371601,C2277448,0.9995
337,C3375985,C0524590,0.0275
338,C1428432,C1508108,0.1478
339,C1449762,C3987137,0.0025
340,C0738040,C1720863,0.0510
341,C1699126,C2474173,0.2356
342,C1173278,C2350347,0.0906
343,C0367352,C0286939,0.3000
344,C3718553,C2725971,0.0606
345,C0941990,C3494430,0.5791
346,C1705712,C0798846,0.6553
347,C0774622,C3640099,0.2028
348,C1977671,C1525922,0.1525
349,C3554281,C2986103,0.0970
350,C2453048,C2736444,0.0695
351,C1166209,C0040338,0.6127
352,C0482888,C0826077,0.3924
353,C1454867,C1329091,0.0906
354,C1497200,C0825338,0.0345
355,C1345580,C0109278,0.0631
356,C3067820,C0434604,0.0000
357,C1140552,C1241623,0.0459
358,C0879746,C1144186,0.3468
359,C3408515,C3630978,1.0000
360,C1626810,C2984186,0.0359
361,C1863570,C1482833,0.0546
362,C0258471,C3908513,0.0876
363,C3220049,C0365820,0.7001
364,C2383157,C0025552,0.0952
365,C0974522,C2670840,0.0657
366,C2795971,C0799753,0.0621
367,C2973300,C0691089,0.0425
368,C0713522,C3714573,0.0000
369,C2246737,C0486219,0.0424
370,C1418993,C1431839,0.2081
371,C3137421,C1422036,0.0595
372,C2369159,C0018067,0.6099
373,C3921892,C1430963,0.1989
374,C1663881,C0950371,0.0887
375,C3469767,C1068719,0.0430
376,C0390926,C3612457,0.0556
377,C2409703,C0779896,0.1167
378,C1715260,C2828458,0.0804
379,C3447247,C3728098,0.0328
380,C1465153,C0346269,0.2180
381,C3695886,C2940629,0.0242
382,C3156579,C1432788,0.2786
383,C3894331,C0026888,0.0794
384,C1183185,C2966780,0.5367
385,C3385235,C0941920,0.1171
386,C3014033,C0801512,0.0870
387,C0881368,C0268262,0.5355
388,C2778313,C0368497,0.1495
389,C3256873,C0772360,0.9626
390,C0085721,C3895588,0.1694
391,C2941523,C0497143,0.4421
392,C0836346,C2966834,0.0958
393,C0942578,C2939165,0.1106
394,C0892066,C3428699,0.0712
395,C1326981,C0484701,0.1261
396,C0550105,C0048865,0.3492
397,C0330189,C2826719,0.0760
398,C2413669,C1564427,0.0256
399,C1610341,C0251523,0.1264
400,C0224967,C0232200,0.3337
401,C1999871,C3999256,0.1414
402,C3094532,C2510136,0.1147
403,C3831612,C1611949,0.0351
404,C0818475,C1230426,0.3220
405,C2741367,C0802320,0.2993
406,C1740480,C0138869,0.1025
407,C0565929,C3533669,0.1573
408,C1525841,C3378859,0.0898
409,C1490262,C0366121,0.0306
410,C2824633,C0752294,0.1199
411,C0711799,C1710020,0.1436
412,C0497541,C1540205,0.0665
413,C1976808,C1258224,0.2695
414,C3245326,C1256391,0.3448
415,C1704804,C1573233,0.3358
416,C0482826,C3239981,0.0726
417,C2540508,C0942102,0.0530
418,C0797555,C3363005,0.2772
419,C2736208,C2978450,0.0203
420,C1539486,C2455615,0.0427
421,C3942565,C1090994,0.0797
422,C0363783,C2604922,0.0442
423,C2962622,C3779417,0.0110
424,C2406486,C3171867,0.1064
425,C3899623,C3215930,0.0879
426,C1880834,C0157923,0.0266
427,C1512841,C0773998,0.1301
428,C1316319,C2441344,0.0591
429,C0978148,C2247804,0.4658
430,C1545056,C0960020,0.0684
431,C1091476,C0360151,0.0243
432,C3425362,C2534304,0.0733
433,C0914069,C0617719,0.0802
434,C1420957,C2762660,0.0567
435,C1544157,C3541426,0.1924
436,C3353356,C1976868,0.2232
437,C3476428,C1279095,0.1205
438,C1423519,C1063261,0.0061
439,C0222647,C0053202,0.0035
440,C1704924,C0882056,0.1491
441,C2360165,C1575383,0.1003
442,C2724822,C0392536,0.1746
443,C1054375,C0995765,0.0624
444,C1440701,C2734298,0.3733
445,C0037231,C3483874,0.3505
446,C1570394,C1670717,0.0000
447,C2698494,C3765266,0.0459
448,C3175688,C1236199,0.0479
449,C1428242,C0030469,0.1504
450,C0635117,C1153532,0.0818
451,C3273663,C0376446,0.4496
452,C3820606,C2447837,0.0087
453,C0734965,C2829066,0.0431
454,C0365165,C0482766,0.5497
455,C3225083,C2812654,0.0000
456,C3214556,C3353327,0.0291
457,C2277328,C1084331,0.0179
458,C2402514,C3233387,0.0099
459,C1667681,C3769540,0.1593
460,C0867144,C3349636,0.0000
461,C1160487,C1720771,0.4882
462,C2505640,C1431951,0.0456
463,C0797420,C3427465,0.2318
464,C3026586,C0981801,0.3030
465,C3801912,C0017318,0.0630
466,C1458680,C3784651,0.0326
467,C2441964,C1258154,0.2108
468,C1256570,C3073733,0.0000
469,C1714532,C1916327,0.1020
470,C1613957,C3122082,0.0000
471,C1907140,C0640704,0.0000
472,C0876956,C4027231,0.1813
473,C3482650,C1530438,0.0604
474,C1977116,C1336680,0.1443
475,C1979384,C4045325,0.2026
476,C2282829,C1421473,0.0417
477,C0798813,C2736054,0.3544
478,C0017781,C0505508,0.3471
479,C1835800,C1716131,0.1452
480,C1070658,C1134648,0.1275
481,C1452250,C0364453,0.0290
482,C1045235,C0037463,0.0474
483,C1626039,C0799175,0.0805
484,C1931520,C2457375,0.0430
485,C1100428,C1437820,0.0607
486,C2256843,C2555196,0.0247
487,C0031227,C2925666,0.1960
488,C0507416,C3148566,0.0888
489,C3758651,C2679823,0.0409
490,C0079247,C3742025,0.1793
491,C0015684,C1706701,0.0694
492,C0491948,C3924767,0.2591
493,C1954296,C0085283,0.6294
494,C3259950,C0964194,0.1323
495,C0037949,C2710382,0.0582
496,C1237662,C2768968,0.1116
497,C1086392,C0045771,0.0817
498,C1116321,C0545525,0.0145
499,C0162527,C1751499,0.2586
500,C0709879,C2808757,0.2080
501,C0047339,C1632380,0.2421
502,C1508054,C0932968,0.2864
503,C3890555,C3388118,0.0510
504,C0942094,C1543365,0.1677
505,C3347190,C0157961,0.1144
506,C3169568,C3768957,0.0455
507,C0815017,C1954506,0.5518
508,C0600487,C3578531,0.2370
509,C0797453,C0141286,0.0000
510,C0007144,C0002632,0.5852
511,C0484105,C3063733,0.2143
512,C3204837,C3232610,0.2548
513,C0802351,C0154944,0.0749
514,C3155720,C0773493,0.2461
515,C3157866,C3699490,0.1515
516,C1564237,C2621457,0.1589
517,C0714221,C1057842,0.0036
518,C2723553,C0482181,0.3952
519,C1206265,C1062425,0.0000
520,C0363786,C1639491,0.0681
521,C0498426,C3163506,0.2007
522,C0736277,C0930484,0.0698
523,C1638454,C1658614,0.1816
524,C0975275,C2764953,0.3250
525,C0162492,C0172926,0.1066
526,C2679225,C0881578,0.2260
527,C3929589,C3354174,0.0304
528,C1910038,C2244301,0.0809
529,C0340464,C0739719,0.1641
530,C1565820,C0949682,0.0903
531,C1544998,C0804171,0.7906
532,C3540069,C2688760,0.1151
533,C0731182,C1428747,0.1566
534,C1086388,C0944172,0.0836
535,C1633405,C1700698,0.0137
536,C0500601,C3814777,0.1093
537,C1258169,C2309267,0.0000
538,C1007017,C1977975,0.2325
539,C2953336,C0028768,0.0092
540,C1315762,C2931705,0.2574
541,C1953749,C2568157,0.0662
542,C3129580,C2359812,0.3097
543,C2504086,C0796480,0.1484
544,C1136468,C0379449,0.7899
545,C1320474,C3566375,0.0822
546,C2994013,C0802536,0.1539
547,C3773331,C2540812,0.0592
548,C2707396,C0266981,0.0438
549,C2660358,C2444189,0.0000
550,C0004012,C2827855,0.0403
551,C3595219,C3107752,0.4725
552,C2679236,C4026621,0.1324
553,C0602559,C1704843,0.0752
554,C2747104,C2542092,0.2243
555,C3147296,C0545633,0.0000
556,C4025517,C0376541,0.2844
557,C1675240,C0796363,0.0212
558,C3486349,C1865304,0.1581
559,C0801336,C3548322,0.1618
560,C2442942,C1204284,0.0455
561,C2984956,C3209153,0.2173
562,C2405112,C1898579,0.0805
563,C0914894,C0925600,0.1503
564,C0033551,C0872697,0.4892
565,C0966167,C1448782,0.0075
566,C0241633,C0210657,0.2255
567,C1090010,C1415335,0.0000
568,C2981216,C0167206,0.2284
569,C3540584,C3240025,0.1134
570,C3895373,C1378254,0.1124
571,C1358190,C0365715,0.2393
572,C3004554,C2359985,0.0980
573,C0292369,C2605612,0.6661
574,C3735662,C2808470,0.2336
575,C1451592,C2681534,0.1910
576,C1952647,C2986656,0.2598
577,C1097048,C3795650,0.2221
578,C3891716,C2988818,0.0840
579,C3172379,C0403830,0.3254
580,C2278980,C3166497,0.0407
581,C3162529,C1100622,0.1880
582,C2976704,C1460582,0.4712
583,C3817494,C0551252,0.4459
584,C2763401,C1308228,0.0000
585,C3276830,C0816812,0.0193
586,C0083884,C0830495,0.2598
587,C1715335,C3179078,0.1647
588,C3903962,C0626798,0.7128
589,C0365463,C3800434,0.3189
590,C1030264,C2970050,0.0386
591,C1091495,C1816579,0.1444
592,C0974006,C0801529,0.0000
593,C2724931,C3208681,0.3604
594,C0975762,C3405269,0.3838
595,C0003053,C2694188,0.2010
596,C3546436,C3395921,0.0222
597,C0085256,C3943435,0.2825
598,C3802141,C0279414,0.2185
599,C0006360,C0804011,0.5607
600,C0820065,C1649481,0.1151
601,C1327056,C3815470,0.2290
602,C3570913,C3394475,0.0193
603,C3243894,C1123216,0.0000
604,C1437152,C3475591,0.0702
605,C1577349,C1847324,0.0101
606,C2346415,C0665399,0.1606
607,C1207071,C1702038,0.0479
608,C1142633,C2351575,0.8136
609,C2937849,C2983639,0.1537
610,C0950213,C0489401,0.0201
611,C2806323,C0025147,0.4461
612,C0658487,C0551472,0.5178
613,C0321779,C3544867,0.0253
614,C3982442,C3309112,0.9995
615,C1120401,C0197828,0.0143
616,C2707991,C3812799,0.0028
617,C1977184,C2775092,0.3944
618,C0021017,C0018546,0.5770
619,C0007012,C2358362,0.1818
620,C0881069,C0355162,0.0065
621,C3661477,C1488490,0.0567
622,C0992788,C1428276,0.0334
623,C0490184,C1818456,0.1759
624,C2447656,C0997657,0.0620
625,C3607205,C1147311,0.1231
626,C3231211,C0450555,0.0000
627,C0094695,C3714509,0.3544
628,C0797918,C0941385,0.1485
629,C0236000,C0551030,0.2643
630,C0797354,C1839410,0.1462
631,C0018964,C0362220,0.3518
632,C2619657,C3218548,0.1058
633,C0043396,C3920522,0.2815
634,C0039984,C2725298,0.2720
635,C0366473,C2344619,0.3032
636,C3446731,C0363935,0.0959
637,C0752060,C2655884,0.1810
638,C3591638,C1369815,0.2087
639,C2416739,C0882507,0.1099
640,C2820107,C3548489,0.4137
641,C0497558,C3408211,0.0847
642,C4036922,C0008381,0.3246
643,C1150193,C2923119,0.1578
644,C3394042,C3617042,0.2816
645,C3915701,C0261211,0.0123
646,C2804105,C2354557,0.0550
647,C2412735,C3003945,0.0519
648,C3131761,C1711260,0.1118
649,C1978130,C3812378,0.0973
650,C1172220,C2683495,0.1428
651,C0364529,C2951478,0.2502
652,C0881539,C1684399,0.0254
653,C1977042,C0366275,0.6044
654,C3619509,C3127121,0.0824
655,C3061319,C0019065,0.2157
656,C0550505,C0880546,0.8441
657,C3897538,C2973831,0.0672
658,C0830274,C2962145,0.0000
659,C0034960,C0797255,0.3931
660,C0068293,C2918410,0.0516
661,C2624492,C2799903,0.0180
662,C4002615,C1676034,0.0403
663,C1146811,C0006160,0.6483
664,C0951299,C2709284,0.0005
665,C3043158,C3001605,0.0356
666,C2623878,C3493851,0.1664
667,C2282021,C3830233,0.0000
668,C1114573,C0280591,0.2557
669,C0887557,C0550345,0.6375
670,C3094958,C2930434,0.0705
671,C0024808,C2734758,0.3253
672,C1705537,C0006213,0.3541
673,C3067003,C2937510,0.0000
674,C3087125,C0506878,0.1136
675,C0260657,C0288472,0.1967
676,C0797870,C0613795,0.1653
677,C1705998,C0881594,0.3110
678,C3396791,C2619028,1.0000
679,C0002644,C3990460,0.1109
680,C2819932,C2672665,0.9995
681,C0687033,C1716017,0.1743
682,C3566701,C2659922,0.0193
683,C3487370,C3784542,0.0862
684,C2824451,C3172167,0.2364
685,C3562585,C0549447,0.0556
686,C1507980,C3994427,0.1499
687,C1157559,C2355618,0.3478
688,C0205808,C0477758,0.0470
689,C3366262,C1190849,0.0000
690,C0659884,C2420524,0.0398
691,C0975720,C1091868,0.3850
692,C0017922,C1626294,0.4934
693,C0039841,C1452438,0.1100
694,C3262748,C3815800,0.0860
695,C2247441,C2543609,0.0396
696,C0044942,C0575064,0.4805
697,C0048052,C0683736,0.0910
698,C0052013,C0226740,0.0908
699,C3178560,C2624221,0.0473
700,C2687060,C0040961,0.1345
701,C0802947,C0549972,0.1820
702,C3010191,C2988379,0.0180
703,C0441726,C3693117,0.1846
704,C1414149,C1940105,0.0116
705,C0687802,C2453573,0.1879
706,C0612049,C1880297,0.2274
707,C1419758,C3124922,0.0626
708,C0978681,C3858395,0.2960
709,C2273838,C3165964,0.0984
710,C0016849,C3262535,0.2464
711,C0822868,C2003653,0.0860
712,C2455930,C0012463,0.1390
713,C3698950,C2441156,0.2770
714,C0879730,C0623858,0.4240
715,C3975247,C3173609,0.1236
716,C0038167,C0604205,0.4184
717,C3030577,C0043094,0.1408
718,C2953994,C1937072,0.2671
719,C3283150,C0690321,0.3200
720,C1653992,C1715762,0.1627
721,C1643377,C2465864,0.0494
722,C3547988,C3169642,0.0252
723,C1073340,C1482134,0.9439
724,C0015310,C0854761,0.4620
725,C3538713,C1121704,0.1269
726,C1825974,C2269741,0.0373
727,C1978928,C1293985,0.4442
728,C0019587,C2629207,0.0874
729,C1153287,C1089700,0.0000
730,C1150586,C1906852,0.1968
731,C1653029,C1544722,0.2476
732,C0833679,C3063121,0.2355
733,C0870904,C1928193,0.0148
734,C1706294,C3056086,0.4509
735,C3893867,C0072301,0.6273
736,C3466947,C0450648,0.0000
737,C0349464,C2825068,0.2925
738,C1413332,C2536420,0.0933
739,C1364842,C0485529,0.0286
740,C2736163,C0482615,0.8859
741,C2404552,C2735789,0.1390
742,C1369893,C3655218,0.1085
743,C3699675,C0557345,0.5528
744,C3735856,C1705872,0.0601
745,C2445783,C2745751,0.0741
746,C1706474,C0005918,0.1004
747,C2632001,C2642780,0.0653
748,C3012745,C1367517,0.1286
749,C0005586,C0553379,0.0751
750,C2298768,C3641346,0.0000
751,C0263628,C1481880,0.1749
752,C3787095,C2755192,0.0965
753,C0683664,C2338333,0.1675
754,C2702209,C0447395,0.0932
755,C2599288,C0344363,0.1284
756,C2294149,C1742766,0.1454
757,C3990605,C1528029,0.0619
758,C3736018,C2578701,0.0435
759,C1179119,C1485742,0.0414
760,C1690798,C3908550,0.0728
761,C0366095,C3210072,0.2363
762,C3946719,C1325623,0.0533
763,C0804102,C0496613,0.1730
764,C0632657,C0798221,0.3828
765,C0038235,C2359911,0.2204
766,C3996317,C0366056,0.0845
767,C2552185,C0362287,0.1549
768,C0363759,C1570867,0.5949
769,C0809844,C0173611,0.1463
770,C1483255,C1135976,0.3719
771,C4011514,C3582321,0.0489
772,C1954829,C0825474,0.3548
773,C0214524,C0188379,0.0347
774,C1874754,C3312223,0.0082
775,C1800706,C3780665,0.2067
776,C3767302,C2700670,0.4565
777,C3914604,C1914366,0.0179
778,C1544864,C2268080,0.2476
779,C3542778,C3924507,0.0159
780,C2399274,C0678122,0.0291
781,C2758590,C3253010,0.0632
782,C0412694,C3814952,0.1037
783,C1252240,C3104852,0.0000
784,C0761615,C0086004,0.1014
785,C0294982,C0941411,0.3230
786,C1685040,C2421486,0.0352
787,C1329811,C0013336,0.5941
788,C0552107,C0018196,0.2725
789,C0314921,C1644620,0.1536
790,C0482750,C2647077,0.1043
791,C0038689,C2701748,0.4936
792,C1014881,C1438457,0.1574
793,C3169776,C0458952,0.1315
794,C0137294,C3822385,0.0929
795,C0503699,C3719995,0.0500
796,C3811155,C1059192,0.0000
797,C1979329,C1566547,0.2739
798,C2534319,C1849101,0.4232
799,C2402944,C1825027,0.0829
800,C0600433,C0349639,0.6993
801,C0065895,C1010017,0.0676
802,C2976772,C1716031,0.1165
803,C2981176,C2352954,0.1104
804,C0814636,C0063242,0.0538
805,C0482952,C0800042,0.3929
806,C1524659,C0040289,0.3059
807,C1332399,C2936684,0.1659
808,C1824899,C0007541,0.0731
809,C2760303,C0803702,0.2278
810,C3416654,C2515655,0.0333
811,C0997421,C3813274,0.0000
812,C2279275,C0365982,0.0419
813,C0915674,C3449447,0.0044
814,C0943717,C1233069,0.0811
815,C3711642,C0161970,0.2656
816,C1424250,C1120908,0.0868
817,C0030830,C1008078,0.0900
818,C1120733,C2995480,0.0072
819,C3268306,C1424602,0.2047
820,C0924323,C3998423,0.6356
