,CUI1,CUI2,vector
129,C0803340,C3626351,0.0915
130,C0220783,C0807095,0.2617
131,C1333092,C3221505,0.0248
132,C1476202,C1544363,0.0000
133,C3773385,C2414739,0.0507
134,C0045197,C0291917,0.1751
135,C0221773,C3596118,0.3663
136,C0552218,C0551519,0.1953
137,C0366732,C1743528,0.0176
138,C2301526,C0978680,0.1579
139,C0797743,C3915201,0.1588
140,C0593350,C0804183,0.0974
141,C3778668,C1415709,0.0111
142,C0824641,C0079282,0.1634
143,C0013144,C0982160,0.1518
144,C1970159,C0891469,0.0157
145,C2773165,C1114844,0.2925
146,C3627914,C3317115,0.0328
147,C1528344,C0797766,0.2677
148,C0258608,C0802265,0.3036
149,C4019996,C1978862,0.3750
150,C2412252,C2829774,0.1300
151,C3279496,C0963639,0.3125
152,C3890493,C1813514,0.0571
153,C0215193,C4003574,0.0173
154,C1639919,C0097598,0.0213
155,C0445730,C2438498,0.0738
156,C0227364,C1429331,0.2069
157,C3733825,C0550476,0.1098
158,C1306398,C2450514,0.0854
159,C0034847,C3268262,0.0752
160,C0870951,C2654851,0.4063
161,C2923689,C1652656,0.0950
162,C2327319,C0232289,0.0000
163,C1427640,C1824090,0.7888
164,C0786131,C1412790,0.0401
165,C3471019,C2361601,0.1826
166,C0975517,C0832543,0.4812
167,C3411471,C1028034,1.0000
168,C1609122,C2239984,0.0701
169,C2735915,C0156147,0.2530
170,C1423433,C0977675,0.0337
171,C1147807,C1014906,0.0887
172,C3534696,C0001895,0.0491
173,C3103824,C1424339,0.0000
174,C0363941,C3543044,0.0208
175,C0803735,C3392833,0.2819
176,C1556305,C0968865,0.0429
177,C3711399,C1539373,0.0928
178,C1554429,C2503554,0.0174
179,C3344964,C0603053,0.0395
180,C0803237,C3330937,0.1657
181,C3105666,C2787345,0.9821
182,C0881685,C3810771,0.0013
183,C0797487,C3408849,0.3165
184,C0036986,C0484141,0.6250
185,C0944216,C2340341,0.1275
186,C3884176,C1878887,0.0451
187,C1577060,C2950700,0.0016
188,C1018015,C0373950,0.0493
189,C3393187,C2273079,0.0816
190,C1334114,C1522376,0.5564
191,C0537379,C1955861,0.1362
192,C3483994,C0802523,0.1530
193,C0222616,C3583626,0.4085
194,C1508022,C1952816,0.2330
195,C0657181,C2363263,0.2087
196,C0368215,C0692628,0.1609
197,C1977133,C0318138,0.1393
198,C3040215,C0029242,0.4276
199,C3358368,C0980875,0.4577
200,C0484946,C1565750,0.4174
201,C3886387,C2450538,0.0645
202,C2401832,C0362158,0.1386
203,C0031921,C1452141,0.5964
204,C1544153,C1977298,0.1558
205,C3924137,C3175173,0.0919
206,C1194524,C1328013,0.7240
207,C1697202,C0999769,0.0085
208,C1073933,C1657760,0.0000
209,C3812308,C0661478,0.0071
210,C3365844,C0729181,0.0977
211,C3232797,C0934998,0.0997
212,C0318075,C0814408,0.0252
213,C0928135,C0799992,0.1033
214,C3972401,C1157950,0.0325
215,C0342738,C1675325,0.0810
216,C2582627,C2925688,0.0528
217,C2493173,C1892784,0.0000
218,C1335207,C3928647,0.1211
219,C0020757,C0089195,0.1837
220,C3533731,C1191286,0.2147
221,C0785460,C3174743,0.0532
222,C2926295,C1464117,0.1137
223,C3108712,C1174356,0.0949
224,C3638320,C3639131,0.0755
225,C3273631,C1316070,0.2956
226,C0605268,C2923557,0.0076
227,C1424984,C0450099,0.0368
228,C1150790,C3367899,0.0029
229,C2820219,C1683238,0.0703
230,C2671799,C1835868,0.1035
231,C0997114,C2974242,0.1305
232,C3121435,C3482241,0.2377
233,C2455154,C2539646,0.3214
234,C1991502,C0072403,0.0538
235,C1825340,C2563732,0.1054
236,C3923084,C3129498,0.0326
237,C3383630,C3891075,0.3148
238,C0042444,C3889409,0.4109
239,C2825924,C1502623,0.4476
240,C0679454,C2656923,0.0763
241,C0785911,C1831467,0.4267
242,C1836517,C2824194,0.4167
243,C2681300,C1438053,0.1198
244,C0319878,C1077170,0.2296
245,C2422186,C1482135,0.0521
246,C3415377,C0999253,0.0096
247,C1632958,C2652114,0.1152
248,C2943745,C3940354,0.1514
249,C0124012,C0432252,0.1716
250,C0920596,C0377612,0.1103
251,C0183753,C3654650,0.0145
252,C1507637,C1442872,0.0492
253,C1419008,C0071092,0.0157
254,C2717984,C0114275,0.4056
255,C3154152,C0975898,0.0140
256,C3958378,C0486201,0.0705
257,C0798341,C0736717,0.2300
258,C0978505,C2270066,0.4178
259,C3617403,C1273043,0.1155
260,C0279051,C2402795,0.1864
261,C0981242,C2752386,0.3258
262,C2312289,C0075544,0.0758
263,C1952842,C0681710,0.0913
264,C2564838,C2792572,0.0518
265,C1310699,C2369842,0.0458
266,C2729292,C0223548,0.1095
267,C1832587,C2945368,0.0606
268,C1175658,C1977154,0.3217
269,C0978579,C1055222,0.0052
270,C3921811,C0391852,0.1485
271,C3240494,C1743016,0.1129
272,C1716521,C1147443,0.2531
273,C3179154,C0221345,0.4938
274,C0022904,C0483536,0.3451
275,C0002447,C3826332,0.3880
276,C3889276,C0026156,0.3010
277,C3163252,C2545117,0.0000
278,C3059661,C1199865,0.0810
279,C0482103,C3903743,0.1335
280,C0017387,C1053102,0.0748
281,C0150920,C0979217,0.4270
282,C0799114,C2547600,0.1345
283,C3312033,C0981235,0.1962
284,C3428181,C0880578,0.1619
285,C3049945,C3539654,0.0563
286,C2633216,C0803676,0.1176
287,C0551281,C1979501,0.4593
288,C0484696,C0980074,0.2376
289,C1180681,C0680730,0.1255
290,C0058231,C3172925,0.2570
291,C0367442,C0223524,0.2720
292,C0803396,C1614106,0.5677
293,C2413499,C1158175,0.0128
294,C0032112,C0206171,0.5770
295,C0709165,C1908374,0.1556
296,C0373557,C0018197,0.1488
297,C3047059,C0279593,0.2724
298,C2277579,C0799293,0.1374
299,C0223314,C1558189,0.1318
300,C2362760,C1458155,0.2463
301,C3841604,C0098129,0.1753
302,C1648156,C3153376,0.0296
303,C2678861,C1098744,0.4050
304,C1147740,C0057146,0.2349
305,C0485179,C0550493,0.8994
306,C3931666,C1449821,0.7908
307,C1499821,C1625228,0.0504
308,C0420986,C0438286,0.7830
309,C0304527,C1543746,0.3596
310,C3094156,C1413900,0.0684
311,C1637463,C1428165,0.0654
312,C3983148,C2598860,0.1721
313,C1697715,C1424279,0.1349
314,C2494533,C0285302,0.0614
315,C0695540,C0879705,0.0876
316,C1642565,C0007999,0.2453
317,C0399644,C2445918,0.7769
318,C2644298,C0728795,0.0490
319,C0280418,C1181970,0.3004
320,C0801469,C0022489,0.4173
321,C0364307,C0968493,0.0617
322,C1551287,C3058441,0.1235
323,C1334621,C1629582,0.1557
324,C3917270,C2360119,0.0000
325,C1315861,C1537905,0.1545
326,C2566084,C1845165,0.6989
327,C0031066,C0520836,0.1817
328,C3256861,C3547534,0.0284
329,C3621854,C0174990,0.0132
330,C0797210,C0057002,0.4851
331,C3732397,C0950649,0.0618
332,C2396026,C0724555,0.3282
333,C0205886,C3328380,0.2514
334,C1040234,C1114071,0.2084
335,C3401961,C1042049,0.0180
336,C2516095,C0364378,0.0441
337,C2970119,C1167473,0.2443
338,C0801921,C3177545,0.0456
339,C0800504,C2677743,0.0372
340,C0010314,C3582940,0.2547
341,C0797200,C0164697,0.0946
342,C2678547,C3918079,0.0667
343,C1421028,C3695520,0.0106
344,C2440261,C3654069,0.0604
345,C1384612,C3771624,0.5628
346,C3082690,C3214337,0.0000
347,C0021890,C2787672,0.3495
348,C2414962,C1971395,0.0257
349,C0000254,C0069499,0.3055
350,C0266483,C2332655,0.0835
351,C1454805,C3044531,0.0615
352,C3280777,C3936101,0.0930
353,C3334530,C1508156,0.2876
354,C2274861,C1422899,0.1879
355,C0097150,C0366163,0.1403
356,C0976896,C3280545,0.1292
357,C1157240,C3278085,0.1277
358,C0245053,C1978059,0.0697
359,C0979035,C2013989,0.1556
360,C1271546,C0041341,0.1802
361,C2981655,C1567398,0.1179
362,C0751337,C2784538,0.1707
363,C1710381,C1010718,0.1850
364,C2748792,C3830466,0.1724
365,C1427796,C0058634,0.0745
366,C1916679,C2332023,0.0861
367,C0472713,C3484008,0.1742
368,C0648818,C1825750,0.1524
369,C2329225,C1573004,0.0851
370,C3195420,C0488892,0.0712
371,C1668498,C2697750,0.0640
372,C1832661,C1857782,0.1426
373,C3172511,C0143358,0.0666
374,C3894432,C0941773,0.2361
375,C3733092,C1433691,0.2502
376,C0910999,C0943376,0.2102
377,C3209281,C2458313,0.0997
378,C0053790,C2689721,0.2908
379,C1420471,C3484083,0.2382
380,C3821479,C1229381,0.1567
381,C0781587,C1135224,0.0178
382,C3050777,C1151995,0.0000
383,C2735224,C1047761,0.0444
384,C1420103,C0253535,0.0783
385,C0691628,C0207661,0.2563
386,C3060086,C1714872,0.2795
387,C0737078,C2924093,0.0069
388,C3408921,C1826046,0.0429
389,C0629508,C3002788,0.1152
390,C2484467,C3066129,0.0514
391,C1237349,C0035591,0.0000
392,C2558794,C2344226,0.0607
393,C0483927,C0949116,0.5961
394,C1952802,C2735989,0.6518
395,C1449990,C0126320,0.7014
396,C3779200,C4017913,0.0627
397,C3424827,C1849578,0.2021
398,C2443432,C0016878,0.1697
399,C0205419,C0819970,0.0008
400,C0003765,C0152380,0.3775
401,C0014457,C2451665,0.1292
402,C1021558,C2280536,0.0000
403,C2973907,C0078040,0.1679
404,C2455815,C0255082,0.0463
405,C3020787,C0800956,0.3282
406,C0750803,C1846159,0.1274
407,C3767770,C3598821,1.0000
408,C1560043,C0688688,0.4692
409,C3068489,C1644156,0.1530
410,C1145920,C0924379,0.2160
411,C3740629,C2648977,0.0688
412,C0012531,C1018571,0.0414
413,C0550255,C3381681,0.0207
414,C3253597,C1942643,0.0000
415,C3225304,C2829558,0.0000
416,C1475678,C3124195,0.0710
417,C3533028,C0872034,0.0704
418,C1882494,C0347023,0.6254
419,C2527159,C2544668,0.9290
420,C1027853,C0923143,0.0573
421,C2827464,C3543672,0.1357
422,C0800489,C1440120,0.0589
423,C1149855,C2468688,0.0147
424,C0007795,C0879797,0.6142
425,C2342951,C1543137,0.4381
426,C2713424,C1415751,0.0136
427,C1291077,C0802086,0.2798
428,C0942203,C0689946,0.3824
429,C1608727,C0234533,0.1904
430,C0484263,C1437109,0.2474
431,C0551737,C0254837,0.2523
432,C0027270,C0717569,0.1847
433,C3179535,C1427769,0.0387
434,C2327776,C0488200,0.1341
435,C0816780,C0879752,0.0617
436,C2793158,C3581626,0.0824
437,C3414293,C1873958,0.1572
438,C1933204,C1585687,0.2394
439,C3553206,C0535686,0.1329
440,C2979225,C1568891,0.1435
441,C0537079,C0161478,0.1892
442,C2563059,C1547966,0.0144
443,C2399228,C2271603,0.0476
444,C0002382,C1415466,0.1042
445,C0507134,C1321871,0.0279
446,C1424419,C3618201,0.1205
447,C1712056,C1707581,0.2169
448,C2476194,C0836056,0.0674
449,C2246496,C0577306,0.2208
450,C3948570,C0625962,0.0684
451,C0024195,C0941658,0.2163
452,C3500682,C0798323,0.3042
453,C3038353,C1557676,0.1959
454,C2688907,C1329218,0.1968
455,C0995720,C2632492,0.0816
456,C3654298,C0253822,0.0746
457,C0943806,C3754382,0.0150
458,C0221023,C3164749,0.2149
459,C3441698,C3955688,1.0000
460,C0920510,C0601269,0.1531
461,C1068645,C0941887,0.1761
462,C1542940,C0801043,0.5899
463,C0041466,C1081969,0.3785
464,C3208875,C0482011,0.2516
465,C0048670,C0240702,0.0813
466,C2716273,C1316747,0.0204
467,C2656862,C1970879,0.0625
468,C3450442,C1667856,0.0660
469,C2326203,C2358042,0.0307
470,C0071172,C2361553,0.1160
471,C3258082,C1427279,0.1374
472,C2453312,C0980981,0.0703
473,C3905348,C3394509,0.0000
474,C0015252,C1369782,0.0295
475,C1644487,C1716772,0.0165
476,C3322510,C0797984,0.4038
477,C0799237,C1985117,0.1783
478,C1259704,C2339893,0.5679
479,C3918650,C0489176,0.0373
480,C3847009,C2798129,0.1073
481,C1910192,C0880589,0.0183
482,C0015397,C0484039,0.5784
483,C0930317,C3870572,0.1040
484,C2258787,C0974447,0.0484
485,C2672476,C1645950,0.0273
486,C0799852,C0042498,0.1438
487,C2805053,C0819000,0.0629
488,C0237935,C3085565,0.5232
489,C1715783,C0857507,0.0974
490,C1348242,C0482011,0.0784
491,C1958267,C0506458,0.1096
492,C0799973,C3503188,0.1625
493,C1830311,C3474799,0.0340
494,C0036035,C0155890,0.1267
495,C1876335,C0325807,0.0373
496,C1539322,C1042910,0.0362
497,C0831300,C0551857,0.1923
498,C0019247,C1173342,0.4374
499,C2941634,C2827160,0.1238
500,C0005689,C3330902,0.1379
501,C0643251,C0012265,0.2896
502,C1644153,C0007645,0.4320
503,C1543664,C2539567,0.0871
504,C2090476,C0660844,0.0968
505,C2334587,C3010533,0.7617
506,C3719115,C1179696,0.1622
507,C1524807,C2379655,0.1656
508,C1526829,C1685861,0.1337
509,C2920958,C2599066,0.0400
510,C0362789,C0604160,0.1235
511,C0487966,C4007744,0.1321
512,C0065898,C2282023,0.0000
513,C0482145,C1849134,0.1771
514,C3580989,C0007531,0.1632
515,C3246304,C2814708,0.0000
516,C2714992,C0018042,0.1195
517,C1743945,C2802827,0.0000
518,C3978943,C1413541,0.1299
519,C2269009,C1864900,0.1343
520,C2818660,C3057306,0.3030
521,C1526598,C2622827,0.0265
522,C2923664,C0028778,0.4799
523,C0318285,C2405949,0.0613
524,C1372665,C1022471,0.0468
525,C1875584,C1179155,0.1094
526,C1690813,C1360233,0.0000
527,C1373016,C2341724,0.0000
528,C0617486,C0065644,0.0071
529,C1642828,C0981646,0.3919
530,C1832680,C3324525,0.2250
531,C0925406,C3712490,0.0000
532,C0020653,C1453129,0.0981
533,C3118530,C2911923,0.1242
534,C0556252,C0806049,0.1135
535,C0822817,C2317565,0.0027
536,C0686353,C3663140,0.0012
537,C1716219,C0607030,0.0240
538,C0311386,C1151566,0.0699
539,C0689750,C2796629,0.1685
540,C1529906,C2718274,0.2502
541,C3896660,C4034510,0.4464
542,C3618337,C0494165,0.0018
543,C3426567,C0484326,0.1780
544,C0151714,C2946206,0.0015
545,C3064731,C2306616,0.8408
546,C0996638,C3274681,0.0708
547,C1332751,C2739490,0.2719
548,C2814633,C0368097,0.0631
549,C0358402,C0590137,0.1086
550,C3212539,C1889526,0.2875
551,C0524512,C3887645,0.1324
552,C2987480,C1414228,0.0499
553,C0223081,C3946230,0.0833
554,C0369969,C0691046,0.0373
555,C1149194,C1454802,0.0843
556,C3779346,C1443138,0.0843
557,C3818628,C2578671,0.1511
558,C0525728,C3990407,0.0180
559,C0503600,C3172605,0.0157
560,C2789706,C1529115,0.1001
561,C3849145,C2262542,0.1240
562,C2535720,C2777222,0.0208
563,C0556987,C0281178,0.1545
564,C2778508,C0085222,0.1693
565,C1416037,C0973754,0.0334
566,C0055935,C3241793,0.0944
567,C1316022,C1426008,0.0973
568,C0701842,C3158033,0.1341
569,C2986185,C1709336,0.0291
570,C0830278,C2409799,0.0787
571,C2706723,C1362673,0.0187
572,C2441326,C2671649,0.0474
573,C0482972,C2933147,0.2950
574,C2681099,C2679482,0.8130
575,C1831221,C1213570,0.0085
576,C1215723,C2301571,0.8905
577,C2627964,C0606475,0.0000
578,C1150855,C3728943,0.0094
579,C2239924,C0162952,0.0251
580,C0366036,C1702155,0.0893
581,C1523774,C2924515,0.0872
582,C0007648,C0930348,0.2454
583,C3792725,C0646548,0.2051
584,C2772255,C1419851,0.0560
585,C2489505,C0723582,0.0503
586,C0341106,C1949449,0.2401
587,C1461675,C1312500,0.0307
588,C3659420,C0880184,0.1228
589,C3383694,C1334515,0.0403
590,C1227612,C2665529,0.0180
591,C3931022,C2708694,0.0496
592,C1422579,C1545913,0.4187
593,C0876631,C0976797,0.2552
594,C1675211,C1153158,0.1424
595,C0942914,C3081525,0.2213
596,C3533735,C1424723,0.4601
597,C3812425,C0028967,0.4174
598,C2554327,C1682904,0.0000
599,C3641240,C0550698,0.2095
600,C0042439,C1501943,0.1419
601,C0262330,C0799118,0.3809
602,C3583085,C3041621,0.0629
603,C3173736,C1962964,0.6081
604,C0367834,C2457061,0.0999
605,C1225355,C1447335,0.0823
606,C0282642,C2734791,0.1338
607,C0975494,C3482487,0.1324
608,C1940876,C3887787,0.7673
609,C2414297,C2423546,0.7974
610,C0282242,C0445080,0.1721
611,C2736352,C2267628,0.1352
612,C0230370,C1309728,0.0859
613,C3162403,C1544696,0.4731
614,C0072792,C3720826,0.0085
615,C1943044,C0936168,0.1531
616,C0082204,C0804791,0.0497
617,C1489363,C2360577,0.3188
618,C0445064,C3946682,0.1302
619,C1836563,C0385360,0.1857
620,C0027442,C2361496,0.4026
621,C0017479,C0206090,0.0207
622,C2606095,C0451528,0.1891
623,C0025011,C3181403,0.1729
624,C2941437,C1667752,0.0357
625,C0550775,C0367411,0.4953
626,C2346227,C1825729,0.1074
627,C0819842,C0940787,0.1432
628,C3902021,C0752352,0.1766
629,C1232615,C3699841,0.2170
630,C0884314,C3952467,0.2664
631,C0781287,C2607572,0.0995
632,C1525304,C2923114,0.1867
633,C1369899,C1114009,0.3669
634,C2313556,C2708643,0.0121
635,C2613419,C0798982,0.3343
636,C2701193,C3387948,0.1230
637,C1567235,C1090271,0.0088
638,C2731194,C3818794,0.1639
639,C1968919,C0549771,0.2242
640,C1541489,C3718540,0.1422
641,C3630384,C2405869,0.0520
642,C0031621,C3392902,0.6881
643,C0652013,C2341479,0.0405
644,C1414471,C1315103,0.2787
645,C0825266,C3172370,0.3086
646,C1327916,C0799167,0.6716
647,C1954695,C1716027,0.1981
648,C1631627,C0977191,0.4329
649,C3897431,C1913042,0.0488
650,C2516856,C0482527,0.0522
651,C0820468,C3359087,0.6100
652,C2642135,C1689689,0.0412
653,C0362607,C0279582,0.6373
654,C0975161,C0935132,0.1331
655,C0602511,C1706094,0.2146
656,C1898709,C2420445,0.0000
657,C2443080,C1330485,0.0310
658,C3122701,C1715728,0.2370
659,C1147208,C0362336,0.6619
660,C1301937,C0041026,0.1677
661,C0073118,C3825916,0.0281
662,C1508567,C3760809,0.7656
663,C1645819,C0799530,0.2157
664,C2336448,C0800639,0.2562
665,C0254324,C1158102,0.0146
666,C1855675,C0678056,0.3754
667,C2924192,C0925397,0.0000
668,C1227442,C1369478,0.0570
669,C1144252,C0260281,0.0749
670,C1700504,C0994490,0.0440
671,C1000581,C0591826,0.2040
672,C3654741,C0016842,0.4651
673,C3613618,C3611034,0.0729
674,C2339700,C0800804,0.1047
675,C1936782,C1152016,0.0058
676,C2663822,C3545111,0.0025
677,C0823914,C2400488,0.0784
678,C3483543,C0026229,0.2408
679,C0368297,C0449070,0.0416
680,C3983706,C0484421,0.1145
681,C0714154,C1427798,0.1957
682,C1526742,C1258236,0.0600
683,C3964970,C0560032,0.0718
684,C0003292,C3330500,0.2763
685,C3818079,C0062595,0.1929
686,C2267174,C1178759,0.0000
687,C1568630,C3318849,0.5453
688,C2825661,C0157097,0.1602
689,C0853225,C2784287,0.0246
690,C0484081,C3966303,0.2927
691,C1830517,C0085548,0.2206
692,C2688491,C1113887,0.0409
693,C2402756,C0365945,0.1327
694,C1908851,C2326344,0.3739
695,C2482733,C0751903,0.1358
696,C0982851,C2734928,0.6868
697,C1978258,C0803288,0.2894
698,C2609461,C1205337,0.0000
699,C0916721,C0520557,0.0371
700,C3695571,C3776502,0.0823
701,C1853130,C0880863,0.3923
702,C3634468,C2725947,0.1159
703,C0940370,C0700044,0.2734
704,C2451805,C2649149,0.0000
705,C3634769,C2748545,0.0657
706,C2638832,C0199438,0.0399
707,C3357304,C0803422,0.0796
708,C1526050,C0036728,0.2866
709,C3108650,C2540761,0.0000
710,C0834922,C1425994,0.1248
711,C1148002,C0285818,0.1107
712,C1870081,C0262379,0.0672
713,C2733703,C0669255,0.0344
714,C1855052,C0798836,0.2282
715,C0019079,C0039331,0.2054
716,C0362853,C0691233,0.5274
717,C0040604,C0242114,0.2638
718,C0034295,C2294960,0.2521
719,C2379424,C2946575,0.0942
720,C3026241,C0368480,0.4285
721,C0794919,C0039979,0.4054
722,C1158141,C1524441,0.0999
723,C1415311,C0830262,0.1482
724,C1029057,C0025109,0.0396
725,C2384747,C2735456,0.0388
726,C0484972,C1515851,0.4744
727,C2397095,C2599011,0.0484
728,C2337386,C0623952,0.3056
729,C1425210,C2361805,0.1347
730,C1526761,C0549732,0.1554
731,C2823848,C1030018,0.0000
732,C1827180,C1528783,0.2542
733,C1190787,C2359096,0.1135
734,C1575069,C0265762,0.0616
735,C4034619,C1852230,0.4194
736,C0026590,C0824626,0.2172
737,C0507123,C1156268,0.0758
738,C2936452,C3441673,0.0709
739,C1116183,C1715172,0.3566
740,C0550109,C0036769,0.5581
741,C0485656,C0027708,0.5804
742,C1333004,C0787474,0.4157
743,C1645320,C0064685,0.0787
744,C3219311,C3042515,0.0159
745,C2580887,C0038901,0.5484
746,C2707082,C0033561,0.2541
747,C2453454,C2492315,0.6698
748,C2406441,C1892083,0.0751
749,C0162809,C1417188,0.5182
750,C2271758,C0969780,0.0000
751,C2314588,C1126590,0.0000
752,C0027609,C0229601,0.4915
753,C3785922,C3815950,0.0496
754,C2764404,C3174071,0.0159
755,C0803549,C1499046,0.1390
756,C2374499,C1678403,0.0453
757,C3831865,C2325571,0.0862
758,C0249229,C3814663,0.2200
759,C1078541,C3156104,0.6351
760,C2305493,C2460595,0.0197
761,C0458878,C3177932,0.0000
762,C2639489,C1148398,0.0377
763,C0978118,C2639107,0.1158
764,C1062175,C3927964,0.2389
765,C3263118,C1566793,0.0872
766,C1715662,C1686764,0.0450
767,C2928900,C3446938,0.4653
768,C1460675,C3130124,1.0000
769,C1526626,C1840418,0.1874
770,C3828784,C1166429,0.0000
771,C3547013,C3105773,0.1343
772,C3022947,C1426656,0.0606
773,C3006941,C0682430,0.0366
774,C1829879,C2752138,0.1282
775,C3159621,C1894951,0.1400
776,C1332895,C2366389,0.4024
777,C3173821,C1206771,0.0172
778,C1645940,C0043346,0.3520
779,C1148188,C3554950,0.3917
780,C0130475,C0019090,0.0611
781,C0813204,C0488341,0.0574
782,C3989852,C1526692,0.0897
783,C3577052,C0041718,0.0019
784,C1219224,C3607777,0.0492
785,C1826528,C2946309,0.0860
786,C3446383,C2426273,0.0465
787,C1897642,C1530413,0.0089
788,C3001276,C2329588,0.0684
789,C3958368,C0959524,0.0000
790,C1506998,C1508172,0.1524
791,C1508189,C3954780,0.0308
792,C1624105,C2635828,0.0889
793,C3856169,C2466727,0.0842
794,C1886220,C2975138,0.0000
795,C1317923,C0807261,0.0000
796,C3532986,C2396136,0.0052
797,C0619684,C0645929,0.4812
798,C0205135,C0735550,0.0714
799,C2439118,C1831329,0.1706
800,C3933463,C2923957,0.0454
801,C1412338,C2361740,0.4759
802,C1897671,C1592088,0.0000
803,C2926368,C2411130,0.0414
804,C1316764,C3282683,0.1058
805,C3829926,C0737937,0.0237
806,C0923818,C1676124,0.0893
807,C2529912,C0482383,0.0860
808,C1525162,C1977625,0.5270
809,C0997031,C0074777,0.4768
810,C0055966,C1508011,0.6465
811,C3798786,C3482330,0.1793
812,C1545003,C0016911,0.2020
813,C1422724,C2560585,0.1116
814,C0025884,C0835451,0.0650
815,C0366278,C1884534,0.1070
816,C1316166,C3717159,0.2048
817,C0281262,C0795604,0.4480
818,C3163410,C3767969,0.0183
819,C1567376,C2933345,0.7341
820,C0362312,C1221248,0.2130
